uid,db,ID
P23142,GeneCards,FBLN1
P98095,GeneCards,FBLN2
Q12805,GeneCards,EFEMP1
O95967,GeneCards,EFEMP2
Q9UBX5,GeneCards,FBLN5
Q53RD9,GeneCards,FBLN7
P35555,GeneCards,FBN1
P35556,GeneCards,FBN2
Q75N90,GeneCards,FBN3
A6NFH5,GeneCards,FABP12
Q5T0N5,GeneCards,FNBP1L
P22087,GeneCards,FBL
Q9HAH7,GeneCards,FBRS
Q9HCM7,GeneCards,FBRSL1
P0C2W1,GeneCards,FBXO45
Q5XX13,GeneCards,FBXW10
Q6X9E4,GeneCards,FBXW12
Q9Y297,GeneCards,BTRC
Q9UKB1,GeneCards,FBXW11
Q9UK96,GeneCards,FBXO10
Q86XK2,GeneCards,FBXO11
Q8NCQ5,GeneCards,FBXO15
Q8IX29,GeneCards,FBXO16
Q96EF6,GeneCards,FBXO17
O94952,GeneCards,FBXO21
Q8NEZ5,GeneCards,FBXO22
O75426,GeneCards,FBXO24
Q8TCJ0,GeneCards,FBXO25
Q8NI29,GeneCards,FBXO27
Q9NVF7,GeneCards,FBXO28
Q9UK22,GeneCards,FBXO2
Q8TB52,GeneCards,FBXO30
Q5XUX0,GeneCards,FBXO31
Q969P5,GeneCards,FBXO32
Q7Z6M2,GeneCards,FBXO33
Q9NWN3,GeneCards,FBXO34
Q8NEA4,GeneCards,FBXO36
Q6PIJ6,GeneCards,FBXO38
Q8N4B4,GeneCards,FBXO39
Q9UK99,GeneCards,FBXO3
Q9UH90,GeneCards,FBXO40
Q8TF61,GeneCards,FBXO41
Q6P3S6,GeneCards,FBXO42
Q4G163,GeneCards,FBXO43
Q9H4M3,GeneCards,FBXO44
Q6PJ61,GeneCards,FBXO46
Q5MNV8,GeneCards,FBXO47
Q5FWF7,GeneCards,FBXO48
Q9UKT5,GeneCards,FBXO4
Q6ZVX7,GeneCards,NCCRP1
Q9UKT4,GeneCards,FBXO5
Q9NRD1,GeneCards,FBXO6
Q9Y3I1,GeneCards,FBXO7
Q9NRD0,GeneCards,FBXO8
Q9UK97,GeneCards,FBXO9
Q9UKC9,GeneCards,FBXL2
Q9UKT7,GeneCards,FBXL3
Q9UKA2,GeneCards,FBXL4
Q9UKA1,GeneCards,FBXL5
Q8N531,GeneCards,FBXL6
Q9UJT9,GeneCards,FBXL7
Q96CD0,GeneCards,FBXL8
Q9UKT8,GeneCards,FBXW2
P57775,GeneCards,FBXW4
Q969U6,GeneCards,FBXW5
Q969H0,GeneCards,FBXW7
Q8N3Y1,GeneCards,FBXW8
Q5XUX1,GeneCards,FBXW9
Q8WWV6,GeneCards,FCAMR
P24071,GeneCards,FCAR
P06734,GeneCards,FCER2
P12319,GeneCards,FCER1A
Q01362,GeneCards,MS4A2
P30273,GeneCards,FCER1G
Q9Y324,GeneCards,FCF1
P12318,GeneCards,FCGR2A
P31994,GeneCards,FCGR2B
P31995,GeneCards,FCGR2C
P08637,GeneCards,FCGR3A
O75015,GeneCards,FCGR3B
Q9Y6R7,GeneCards,FCGBP
P12314,GeneCards,FCGR1A
Q92637,GeneCards,FCGR1BP
P55899,GeneCards,FCGRT
O14526,GeneCards,FCHO1
Q0JRZ9,GeneCards,FCHO2
Q13630,GeneCards,GFUS
O00602,GeneCards,FCN1
Q15485,GeneCards,FCN2
O75636,GeneCards,FCN3
Q96LA6,GeneCards,FCRL1
Q96LA5,GeneCards,FCRL2
Q96P31,GeneCards,FCRL3
Q96PJ5,GeneCards,FCRL4
Q96RD9,GeneCards,FCRL5
Q6DN72,GeneCards,FCRL6
Q7L513,GeneCards,FCRLA
Q6BAA4,GeneCards,FCRLB
Q86WN1,GeneCards,FCHSD1
O94868,GeneCards,FCHSD2
Q8N0W3,GeneCards,FCSK
P37268,GeneCards,FDFT1
Q8NFU4,GeneCards,FDCSP
Q6P4F2,GeneCards,FDX2
Q9BRP7,GeneCards,FDXACB1
Q8NA97,GeneCards,FER1L6-AS1
Q96M78,GeneCards,FER1L6-AS2
Q9BSK4,GeneCards,FEM1A
Q9UK73,GeneCards,FEM1B
Q96JP0,GeneCards,FEM1C
P39748,GeneCards,FEN1
Q96RJ6,GeneCards,FERD3L
Q9BQL6,GeneCards,FERMT1
Q96AC1,GeneCards,FERMT2
P16591,GeneCards,FER
P07332,GeneCards,FES
P02771,GeneCards,AFP
P02765,GeneCards,AHSG
Q9UGM5,GeneCards,FETUB
Q99581,GeneCards,FEV
Q99689,GeneCards,FEZ1
Q9UHY8,GeneCards,FEZ2
A0PJY2,GeneCards,FEZF1
Q8TBJ5,GeneCards,FEZF2
O14842,GeneCards,FFAR1
O15552,GeneCards,FFAR2
O14843,GeneCards,FFAR3
Q5NUL3,GeneCards,FFAR4
P98174,GeneCards,FGD1
Q7Z6J4,GeneCards,FGD2
Q5JSP0,GeneCards,FGD3
Q96M96,GeneCards,FGD4
Q6ZNL6,GeneCards,FGD5
Q6ZV73,GeneCards,FGD6
O15520,GeneCards,FGF10
Q92914,GeneCards,FGF11
P61328,GeneCards,FGF12
Q92913,GeneCards,FGF13
Q92915,GeneCards,FGF14
O43320,GeneCards,FGF16
O60258,GeneCards,FGF17
O76093,GeneCards,FGF18
O95750,GeneCards,FGF19
P05230,GeneCards,FGF1
Q9NP95,GeneCards,FGF20
Q9NSA1,GeneCards,FGF21
Q9HCT0,GeneCards,FGF22
Q9GZV9,GeneCards,FGF23
P09038,GeneCards,FGF2
P11487,GeneCards,FGF3
P08620,GeneCards,FGF4
P12034,GeneCards,FGF5
P10767,GeneCards,FGF6
P21781,GeneCards,FGF7
P55075,GeneCards,FGF8
P31371,GeneCards,FGF9
Q14512,GeneCards,FGFBP1
Q9BYJ0,GeneCards,FGFBP2
Q8TAT2,GeneCards,FGFBP3
P11362,GeneCards,FGFR1
P21802,GeneCards,FGFR2
P22607,GeneCards,FGFR3
P22455,GeneCards,FGFR4
Q96C11,GeneCards,FGGY
Q08830,GeneCards,FGL1
Q14314,GeneCards,FGL2
Q9NVK5,GeneCards,FGFR1OP2
Q8N441,GeneCards,FGFRL1
P09769,GeneCards,FGR
B1AJZ9,GeneCards,FHAD1
Q9C0D6,GeneCards,FHDC1
Q05DH4,GeneCards,FHIP1A
Q8N612,GeneCards,FHIP1B
Q5W0V3,GeneCards,FHIP2A
Q86V87,GeneCards,FHIP2B
P49789,GeneCards,FHIT
Q9BXU8,GeneCards,FTHL17
P0C7X4,GeneCards,FTH1P19
Q13642,GeneCards,FHL1
Q14192,GeneCards,FHL2
Q13643,GeneCards,FHL3
Q5TD97,GeneCards,FHL5
Q9Y613,GeneCards,FHOD1
Q2V2M9,GeneCards,FHOD3
Q03591,GeneCards,CFHR1
P36980,GeneCards,CFHR2
Q02985,GeneCards,CFHR3
Q92496,GeneCards,CFHR4
Q9BXR6,GeneCards,CFHR5
P02671,GeneCards,FGA
P02675,GeneCards,FGB
P02679,GeneCards,FGG
Q8TAL6,GeneCards,FIBIN
O43427,GeneCards,FIBP
Q9BVA6,GeneCards,FICD
Q92562,GeneCards,FIG4
Q6PIW4,GeneCards,FIGNL1
A6NMB9,GeneCards,FIGNL2
Q6QHK4,GeneCards,FIGLA
Q5HY92,GeneCards,FIGN
Q4L180,GeneCards,FILIP1L
Q5D862,GeneCards,FLG2
P20930,GeneCards,FLG
Q96LL3,GeneCards,C16orf92
P02751,GeneCards,FN1
Q6UN15,GeneCards,FIP1L1
Q9Y3D6,GeneCards,FIS1
A5D6W6,GeneCards,FITM1
Q8N6M3,GeneCards,FITM2
Q96SL8,GeneCards,FIZ1
Q86VR8,GeneCards,FJX1
Q96AY3,GeneCards,FKBP10
Q9NYL4,GeneCards,FKBP11
Q9NWM8,GeneCards,FKBP14
Q5T1M5,GeneCards,FKBP15
P62942,GeneCards,FKBP1A
P68106,GeneCards,FKBP1B
Q5VVH2,GeneCards,FKBP1C
Q75LS8,GeneCards,FKBP9P1
P26885,GeneCards,FKBP2
Q00688,GeneCards,FKBP3
Q02790,GeneCards,FKBP4
Q13451,GeneCards,FKBP5
O75344,GeneCards,FKBP6
Q9Y680,GeneCards,FKBP7
Q14318,GeneCards,FKBP8
O95302,GeneCards,FKBP9
Q9UIM3,GeneCards,FKBPL
Q9H9S5,GeneCards,FKRP
O75072,GeneCards,FKTN
Q15007,GeneCards,WTAP
Q8NFG4,GeneCards,FLCN
Q01543,GeneCards,FLI1
Q13045,GeneCards,FLII
Q7Z7B0,GeneCards,FILIP1
P21333,GeneCards,FLNA
O75369,GeneCards,FLNB
Q14315,GeneCards,FLNC
O75955,GeneCards,FLOT1
Q14254,GeneCards,FLOT2
Q9UGQ2,GeneCards,CACFD1
Q9NZU1,GeneCards,FLRT1
O43155,GeneCards,FLRT2
Q9NZU0,GeneCards,FLRT3
P49771,GeneCards,FLT3LG
P36888,GeneCards,FLT3
Q5VTH2,GeneCards,CFAP126
Q9Y5Y0,GeneCards,FLVCR1
Q9UPI3,GeneCards,FLVCR2
B3EWG3,GeneCards,FAM25A
B3EWG5,GeneCards,FAM25C
B3EWG6,GeneCards,FAM25G
P0C7T7,GeneCards,FRMD6-AS1
Q96HJ9,GeneCards,FMC1
Q68DA7,GeneCards,FMN1
Q9NZ56,GeneCards,FMN2
O95466,GeneCards,FMNL1
Q96PY5,GeneCards,FMNL2
Q8IVF7,GeneCards,FMNL3
Q01740,GeneCards,FMO1
Q99518,GeneCards,FMO2
P31513,GeneCards,FMO3
P31512,GeneCards,FMO4
P49326,GeneCards,FMO5
O60774,GeneCards,FMO6P
Q06828,GeneCards,FMOD
Q8N0W7,GeneCards,FMR1NB
Q06787,GeneCards,FMR1
Q96DP5,GeneCards,MTFMT
Q9H479,GeneCards,FN3K
Q96RU3,GeneCards,FNBP1
Q8N3X1,GeneCards,FNBP4
F2Z333,GeneCards,FNDC10
Q9BVV2,GeneCards,FNDC11
Q9Y2H6,GeneCards,FNDC3A
Q53EP0,GeneCards,FNDC3B
Q4ZHG4,GeneCards,FNDC1
Q9H6D8,GeneCards,FNDC4
Q8NAU1,GeneCards,FNDC5
Q5VTL7,GeneCards,FNDC7
Q8TC99,GeneCards,FNDC8
Q8TBE3,GeneCards,FNDC9
Q8TF40,GeneCards,FNIP1
Q9P278,GeneCards,FNIP2
P49354,GeneCards,FNTA
P49356,GeneCards,FNTB
Q5VW36,GeneCards,FOCAD
Q8IX07,GeneCards,ZFPM1
Q8WW38,GeneCards,ZFPM2
Q9HBA9,GeneCards,FOLH1B
Q05932,GeneCards,FPGS
Q04609,GeneCards,FOLH1
P15328,GeneCards,FOLR1
P14207,GeneCards,FOLR2
P41439,GeneCards,FOLR3
E5RQL4,GeneCards,FTCDNL1
P53539,GeneCards,FOSB
P15407,GeneCards,FOSL1
P15408,GeneCards,FOSL2
P01100,GeneCards,FOS
P55317,GeneCards,FOXA1
Q9Y261,GeneCards,FOXA2
P55318,GeneCards,FOXA3
Q99853,GeneCards,FOXB1
Q5VYV0,GeneCards,FOXB2
Q12948,GeneCards,FOXC1
Q99958,GeneCards,FOXC2
Q16676,GeneCards,FOXD1
O60548,GeneCards,FOXD2
Q9UJU5,GeneCards,FOXD3
Q12950,GeneCards,FOXD4
O00358,GeneCards,FOXE1
Q13461,GeneCards,FOXE3
Q12946,GeneCards,FOXF1
Q12947,GeneCards,FOXF2
P55316,GeneCards,FOXG1
O75593,GeneCards,FOXH1
Q12951,GeneCards,FOXI1
Q6ZQN5,GeneCards,FOXI2
A8MTJ6,GeneCards,FOXI3
Q92949,GeneCards,FOXJ1
Q9P0K8,GeneCards,FOXJ2
Q9UPW0,GeneCards,FOXJ3
P85037,GeneCards,FOXK1
Q01167,GeneCards,FOXK2
Q12952,GeneCards,FOXL1
P58012,GeneCards,FOXL2
A0A1W2PRP0,GeneCards,FOXL3
Q08050,GeneCards,FOXM1
O15353,GeneCards,FOXN1
P32314,GeneCards,FOXN2
O00409,GeneCards,FOXN3
Q96NZ1,GeneCards,FOXN4
Q6ZUU3,GeneCards,FOXL2NB
Q12778,GeneCards,FOXO1
O43524,GeneCards,FOXO3
P98177,GeneCards,FOXO4
A8MYZ6,GeneCards,FOXO6
Q9H334,GeneCards,FOXP1
O15409,GeneCards,FOXP2
Q9BZS1,GeneCards,FOXP3
Q8IVH2,GeneCards,FOXP4
Q9C009,GeneCards,FOXQ1
Q6PIV2,GeneCards,FOXR1
Q6PJQ5,GeneCards,FOXR2
O43638,GeneCards,FOXS1
Q0VG06,GeneCards,FAAP100
O14772,GeneCards,FPGT
P14324,GeneCards,FDPS
P21462,GeneCards,FPR1
P25090,GeneCards,FPR2
P25089,GeneCards,FPR3
Q9P2B2,GeneCards,PTGFRN
A9Z1Z3,GeneCards,FER1L4
A0AVI2,GeneCards,FER1L5
Q2WGJ9,GeneCards,FER1L6
Q9BZ68,GeneCards,FRMD8P1
Q86XX4,GeneCards,FRAS1
Q92837,GeneCards,FRAT1
O75474,GeneCards,FRAT2
Q16595,GeneCards,FXN
Q5H8C1,GeneCards,FREM1
Q5SZK8,GeneCards,FREM2
P0C091,GeneCards,FREM3
C9JXX5,GeneCards,C11orf94
Q14331,GeneCards,FRG1
Q96QU4,GeneCards,FRG2B
A6NGY1,GeneCards,FRG2C
Q64ET8,GeneCards,FRG2
P02794,GeneCards,FTH1
P02792,GeneCards,FTL
O95876,GeneCards,WDPCP
P42685,GeneCards,FRK
Q9P2Q2,GeneCards,FRMD4A
Q9Y2L6,GeneCards,FRMD4B
Q8N878,GeneCards,FRMD1
A2A2Y4,GeneCards,FRMD3
Q7Z6J6,GeneCards,FRMD5
Q96NE9,GeneCards,FRMD6
Q6ZUT3,GeneCards,FRMD7
Q9BZ67,GeneCards,FRMD8
Q6IN97,GeneCards,FRMPD2B
Q5SYB0,GeneCards,FRMPD1
Q68DX3,GeneCards,FRMPD2
Q5JV73,GeneCards,FRMPD3
Q14CM0,GeneCards,FRMPD4
Q6ZNA5,GeneCards,FRRS1
Q9P0K9,GeneCards,FRRS1L
Q8WU20,GeneCards,FRS2
O43559,GeneCards,FRS3
O94915,GeneCards,FRYL
Q5TBA9,GeneCards,FRY
A8MWK0,GeneCards,FADS2B
O95073,GeneCards,FSBP
Q5H9T9,GeneCards,FSCB
Q16658,GeneCards,FSCN1
O14926,GeneCards,FSCN2
Q9NQT6,GeneCards,FSCN3
Q9BXM9,GeneCards,FSD1L
Q9BTV5,GeneCards,FSD1
A1L4K1,GeneCards,FSD2
P01225,GeneCards,FSHB
P23945,GeneCards,FSHR
Q8NA03,GeneCards,FSIP1
Q5CZC0,GeneCards,FSIP2
Q9BRQ8,GeneCards,AIFM2
Q12841,GeneCards,FSTL1
O95633,GeneCards,FSTL3
Q6MZW2,GeneCards,FSTL4
Q8N475,GeneCards,FSTL5
P19883,GeneCards,FST
O95954,GeneCards,FTCD
Q8N4E7,GeneCards,FTMT
Q68CZ1,GeneCards,RPGRIP1L
Q9C0B1,GeneCards,FTO
Q96AE4,GeneCards,FUBP1
Q92945,GeneCards,KHSRP
Q96I24,GeneCards,FUBP3
A2VDF0,GeneCards,FUOM
Q9BTY2,GeneCards,FUCA2
P04066,GeneCards,FUCA1
Q96A29,GeneCards,SLC35C1
P07954,GeneCards,FH
Q8IVP5,GeneCards,FUNDC1
Q9BWH2,GeneCards,FUNDC2
P09958,GeneCards,FURIN
P35637,GeneCards,FUS
Q6P4F1,GeneCards,FUT10
Q495W5,GeneCards,FUT11
P19526,GeneCards,FUT1
Q10981,GeneCards,FUT2
P21217,GeneCards,FUT3
P22083,GeneCards,FUT4
Q11128,GeneCards,FUT5
P51993,GeneCards,FUT6
Q11130,GeneCards,FUT7
Q9BYC5,GeneCards,FUT8
Q9Y231,GeneCards,FUT9
Q9BT04,GeneCards,FUZ
Q4VC44,GeneCards,FLYWCH1
Q96CP2,GeneCards,FLYWCH2
Q9NU39,GeneCards,FOXD4L1
Q6VB84,GeneCards,FOXD4L3
Q8WXT5,GeneCards,FOXD4L4
Q5VV16,GeneCards,FOXD4L5
Q3SYB3,GeneCards,FOXD4L6
Q96IV6,GeneCards,FAXDC2
Q9NXK8,GeneCards,FBXL12
Q8N1E6,GeneCards,FBXL14
Q9H469,GeneCards,FBXL15
Q8N461,GeneCards,FBXL16
Q9UF56,GeneCards,FBXL17
Q96ME1,GeneCards,FBXL18
Q6PCT2,GeneCards,FBXL19
Q96IG2,GeneCards,FBXL20
Q9UKT6,GeneCards,FBXL21P
Q6P050,GeneCards,FBXL22
A0A2Z4LIS9,GeneCards,FOXO3B
P51114,GeneCards,FXR1
P51116,GeneCards,FXR2
Q96CU9,GeneCards,FOXRED1
Q8IWF2,GeneCards,FOXRED2
Q14802,GeneCards,FXYD3
P59646,GeneCards,FXYD4
Q96DB9,GeneCards,FXYD5
Q9H0Q3,GeneCards,FXYD6
P58549,GeneCards,FXYD7
P58550,GeneCards,FXYD6P3
O15117,GeneCards,FYB1
Q5VWT5,GeneCards,FYB2
Q9BQS8,GeneCards,FYCO1
P06241,GeneCards,FYN
Q9Y2I7,GeneCards,PIKFYVE
Q9ULW2,GeneCards,FZD10
Q9UP38,GeneCards,FZD1
Q14332,GeneCards,FZD2
Q9NPG1,GeneCards,FZD3
Q9ULV1,GeneCards,FZD4
Q13467,GeneCards,FZD5
O60353,GeneCards,FZD6
O75084,GeneCards,FZD7
Q9H461,GeneCards,FZD8
O00144,GeneCards,FZD9
Q9UM11,GeneCards,FZR1
P27469,GeneCards,G0S2
Q96N19,GeneCards,GPR137
O60478,GeneCards,GPR137B
Q8N3F9,GeneCards,GPR137C
Q7L622,GeneCards,G2E3
Q8NGA4,GeneCards,GPR32P1
O60883,GeneCards,GPR37L1
Q13283,GeneCards,G3BP1
Q9UN86,GeneCards,G3BP2
O14556,GeneCards,GAPDHS
P04406,GeneCards,GAPDH
Q99999,GeneCards,GAL3ST1
Q9H3Q3,GeneCards,GAL3ST2
Q96A11,GeneCards,GAL3ST3
Q96RP7,GeneCards,GAL3ST4
Q8TAE8,GeneCards,GADD45GIP1
O95866,GeneCards,MPIG6B
P35575,GeneCards,G6PC1
Q9NQR9,GeneCards,G6PC2
Q9BUM1,GeneCards,G6PC3
P11413,GeneCards,G6PD
O95479,GeneCards,H6PD
P06744,GeneCards,GPI
O43826,GeneCards,SLC37A4
P57057,GeneCards,SLC37A1
Q8TED4,GeneCards,SLC37A2
Q99501,GeneCards,GAS2L1
Q8NHY3,GeneCards,GAS2L2
Q86XJ1,GeneCards,GAS2L3
P24522,GeneCards,GADD45A
O75293,GeneCards,GADD45B
O95257,GeneCards,GADD45G
O95177,GeneCards,GAS8-AS1
Q13480,GeneCards,GAB1
Q9UQC2,GeneCards,GAB2
Q8WWW8,GeneCards,GAB3
Q2WGN9,GeneCards,GAB4
Q06547,GeneCards,GABPB1
Q8TAK5,GeneCards,GABPB2
Q06546,GeneCards,GABPA
Q9UBS5,GeneCards,GABBR1
O75899,GeneCards,GABBR2
P80404,GeneCards,ABAT
Q6ZQY3,GeneCards,GADL1
A6NGK3,GeneCards,GAGE10
Q4V321,GeneCards,GAGE13
Q6NT46,GeneCards,GAGE2A
Q13066,GeneCards,GAGE2B
Q13066,GeneCards,GAGE2C
Q4V326,GeneCards,GAGE2E
P0DTW1,GeneCards,GAGE1
P0DSO3,GeneCards,GAGE4
Q13069,GeneCards,GAGE5
Q13070,GeneCards,GAGE6
O76087,GeneCards,GAGE7
P87889,GeneCards,ERVK-10
Q9YNA8,GeneCards,ERVK-19
Q9UFP1,GeneCards,GASK1A
Q6UWH4,GeneCards,GASK1B
P62683,GeneCards,ERVK-21
P63145,GeneCards,ERVK-24
Q9HDB9,GeneCards,ERVK-5
Q7LDI9,GeneCards,ERVK-6
P63130,GeneCards,ERVK-7
P62685,GeneCards,ERVK-8
P63126,GeneCards,ERVK-9
O14976,GeneCards,GAK
P0DPI2,GeneCards,GATD3
P22466,GeneCards,GAL
P54803,GeneCards,GALC
Q8NB37,GeneCards,GATD1
Q14376,GeneCards,GALE
P51570,GeneCards,GALK1
Q01415,GeneCards,GALK2
Q96C23,GeneCards,GALM
P34059,GeneCards,GALNS
Q9UBC7,GeneCards,GALP
P47211,GeneCards,GALR1
O43603,GeneCards,GALR2
O60755,GeneCards,GALR3
Q10472,GeneCards,GALNT1
Q10471,GeneCards,GALNT2
Q14435,GeneCards,GALNT3
Q8N4A0,GeneCards,GALNT4
Q7Z7M9,GeneCards,GALNT5
Q8NCL4,GeneCards,GALNT6
Q86SF2,GeneCards,GALNT7
Q9NY28,GeneCards,GALNT8
Q9HCQ5,GeneCards,GALNT9
P07902,GeneCards,GALT
Q14353,GeneCards,GAMT
Q14697,GeneCards,GANAB
Q8TET4,GeneCards,GANC
O60318,GeneCards,MCM3AP
Q9H2C0,GeneCards,GAN
Q14C86,GeneCards,GAPVD1
Q9H4G4,GeneCards,GLIPR2
Q8N292,GeneCards,GAPT
Q6NXP2,GeneCards,GARIN1A
Q96KD3,GeneCards,GARIN1B
Q9NY12,GeneCards,GAR1
Q8N9W8,GeneCards,GARIN2
Q8TC56,GeneCards,GARIN3
Q8IYT1,GeneCards,GARIN4
Q6IPT2,GeneCards,GARIN5A
Q8N5Q1,GeneCards,GARIN5B
Q8NEG0,GeneCards,GARIN6
Q9H706,GeneCards,GAREM1
Q75VX8,GeneCards,GAREM2
Q5VVW2,GeneCards,GARNL3
P41250,GeneCards,GARS1
P54826,GeneCards,GAS1
O43903,GeneCards,GAS2
Q14393,GeneCards,GAS6
O60861,GeneCards,GAS7
Q5JY77,GeneCards,GPRASP1
Q96D09,GeneCards,GPRASP2
Q6PI77,GeneCards,BHLHB9
P32239,GeneCards,CCKBR
P01350,GeneCards,GAST
P15976,GeneCards,GATA1
P23769,GeneCards,GATA2
P23771,GeneCards,GATA3
P43694,GeneCards,GATA4
Q9BWX5,GeneCards,GATA5
Q92908,GeneCards,GATA6
Q9H0R6,GeneCards,QRSL1
O75879,GeneCards,GATB
O43716,GeneCards,GATC
Q8WUU5,GeneCards,GATAD1
P50440,GeneCards,GATM
P04062,GeneCards,GBA
Q9HCG7,GeneCards,GBA2
Q9H227,GeneCards,GBA3
P62873,GeneCards,GNB1
P62879,GeneCards,GNB2
P16520,GeneCards,GNB3
Q9HAV0,GeneCards,GNB4
Q92538,GeneCards,GBF1
P50151,GeneCards,GNG10
P61952,GeneCards,GNG11
Q9UBI6,GeneCards,GNG12
Q9P2W3,GeneCards,GNG13
A0A1W2PPG7,GeneCards,GNG14
P63211,GeneCards,GNGT1
P59768,GeneCards,GNG2
P63215,GeneCards,GNG3
P50150,GeneCards,GNG4
A0A804HLA8,GeneCards,GNG5P2
P63218,GeneCards,GNG5
O60262,GeneCards,GNG7
Q9UK08,GeneCards,GNG8
Q8N5D6,GeneCards,GBGT1
O14610,GeneCards,GNGT2
P32455,GeneCards,GBP1
P32456,GeneCards,GBP2
Q9H0R5,GeneCards,GBP3
Q96PP9,GeneCards,GBP4
Q96PP8,GeneCards,GBP5
Q6ZN66,GeneCards,GBP6
Q8N8V2,GeneCards,GBP7
P14867,GeneCards,GABRA1
P47869,GeneCards,GABRA2
P34903,GeneCards,GABRA3
P48169,GeneCards,GABRA4
P31644,GeneCards,GABRA5
Q16445,GeneCards,GABRA6
O95166,GeneCards,GABARAP
P18505,GeneCards,GABRB1
P47870,GeneCards,GABRB2
P28472,GeneCards,GABRB3
O14764,GeneCards,GABRD
P78334,GeneCards,GABRE
Q8N1C3,GeneCards,GABRG1
P18507,GeneCards,GABRG2
Q99928,GeneCards,GABRG3
Q9H0R8,GeneCards,GABARAPL1
P60520,GeneCards,GABARAPL2
Q9BY60,GeneCards,GABARAPL3
O00591,GeneCards,GABRP
P24046,GeneCards,GABRR1
P28476,GeneCards,GABRR2
A8MPY1,GeneCards,GABRR3
Q9UN88,GeneCards,GABRQ
Q14549,GeneCards,GBX1
P52951,GeneCards,GBX2
Q8WZA8,GeneCards,GCRG224
Q96CN9,GeneCards,GCC1
Q8IWJ2,GeneCards,GCC2
Q92947,GeneCards,GCDH
P16383,GeneCards,GCFC2
P30793,GeneCards,GCH1
Q14397,GeneCards,GCKR
Q9NP62,GeneCards,GCM1
O75603,GeneCards,GCM2
Q92616,GeneCards,GCN1
Q96QF7,GeneCards,GCNA
Q02742,GeneCards,GCNT1
O95395,GeneCards,GCNT3
Q9P109,GeneCards,GCNT4
Q6ZNI0,GeneCards,GCNT7
Q9BSJ2,GeneCards,TUBGCP2
Q96CW5,GeneCards,TUBGCP3
Q9UGJ1,GeneCards,TUBGCP4
Q96RT8,GeneCards,TUBGCP5
Q9H3P7,GeneCards,ACBD3
Q96RT7,GeneCards,TUBGCP6
P04150,GeneCards,NR3C1
Q8N6F7,GeneCards,GCSAM
P23434,GeneCards,GCSH
P23378,GeneCards,GLDC
P48728,GeneCards,AMT
Q02108,GeneCards,GUCY1A1
P33402,GeneCards,GUCY1A2
Q02153,GeneCards,GUCY1B1
O75343,GeneCards,GUCY1B2
Q96MZ0,GeneCards,GDAP1L1
Q8TB36,GeneCards,GDAP1
Q9NXN4,GeneCards,GDAP2
Q5U4N7,GeneCards,GDF5-AS1
P16260,GeneCards,SLC25A16
Q9NZC3,GeneCards,GDE1
P35573,GeneCards,AGL
P55107,GeneCards,GDF10
O95390,GeneCards,GDF11
Q99988,GeneCards,GDF15
P27539,GeneCards,GDF1
Q9UK05,GeneCards,GDF2
Q9NR23,GeneCards,GDF3
P43026,GeneCards,GDF5
Q6KF10,GeneCards,GDF6
Q7Z4P5,GeneCards,GDF7
O14793,GeneCards,MSTN
O60383,GeneCards,GDF9
P31150,GeneCards,GDI1
P50395,GeneCards,GDI2
P52565,GeneCards,ARHGDIA
P52566,GeneCards,ARHGDIB
Q99819,GeneCards,ARHGDIG
P39905,GeneCards,GDNF
P07093,GeneCards,SERPINE2
Q8N9F7,GeneCards,GDPD1
Q9HCC8,GeneCards,GDPD2
Q7L5L3,GeneCards,GDPD3
Q6W3E5,GeneCards,GDPD4
Q8WTR4,GeneCards,GDPD5
Q6ZNW5,GeneCards,GDPGP1
P52306,GeneCards,RAP1GDS1
P06396,GeneCards,GSN
A6NCL1,GeneCards,GMNC
O14893,GeneCards,GEMIN2
P57678,GeneCards,GEMIN4
Q8TEQ6,GeneCards,GEMIN5
Q8WXD5,GeneCards,GEMIN6
Q9H840,GeneCards,GEMIN7
Q9NWZ8,GeneCards,GEMIN8
O75496,GeneCards,GMNN
P55040,GeneCards,GEM
Q17RS7,GeneCards,GEN1
Q9NQX3,GeneCards,GPHN
O00258,GeneCards,GET1
O43681,GeneCards,GET3
Q7L5D6,GeneCards,GET4
P14136,GeneCards,GFAP
Q5VTD9,GeneCards,GFI1B
Q99684,GeneCards,GFI1
Q9NXC2,GeneCards,GFOD1
Q3B7J2,GeneCards,GFOD2
Q06210,GeneCards,GFPT1
O94808,GeneCards,GFPT2
P56159,GeneCards,GFRA1
O00451,GeneCards,GFRA2
O60609,GeneCards,GFRA3
Q9GZZ7,GeneCards,GFRA4
Q6UXV0,GeneCards,GFRAL
P30047,GeneCards,GCHFR
I3L273,GeneCards,GFY
A1L429,GeneCards,GAGE12B
A1L429,GeneCards,GAGE12C
A1L429,GeneCards,GAGE12D
A1L429,GeneCards,GAGE12E
P0CL80,GeneCards,GAGE12F
P0CL81,GeneCards,GAGE12G
A6NDE8,GeneCards,GAGE12H
P0CL82,GeneCards,GAGE12I
A6NER3,GeneCards,GAGE12J
Q8N7Z2,GeneCards,GOLGA6L1
Q8N9W4,GeneCards,GOLGA6L2
A6NEF3,GeneCards,GOLGA6L4
A8MZA4,GeneCards,GOLGA6L6
A0A1B0GV03,GeneCards,GOLGA6L7
A6NEM1,GeneCards,GOLGA6L9
A6NI86,GeneCards,GOLGA6L10
H0YKK7,GeneCards,GOLGA6L19
H0YM25,GeneCards,GOLGA6L22
