uid,db,ID
G3V3J6,Ensembl,ENSG00000258947.8
A0A087WZV0,Ensembl,ENSG00000145725.21
A0A087WYM1,Ensembl,ENSG00000106144.20
M0R151,Ensembl,ENSG00000167757.14
Q7Z6Q0,Ensembl,ENSG00000112182.15
Q96LV9,Ensembl,ENSG00000119121.22
E9PI00,Ensembl,ENSG00000243612.5
E9PI00,Ensembl,ENSG00000241386.6
E9PI00,Ensembl,ENSG00000243496.6
E9PI00,Ensembl,ENSG00000241910.5
E9PI00,Ensembl,ENSG00000241106.8
F8WF26,Ensembl,ENSG00000163507.15
H7BZG6,Ensembl,ENSG00000182287.15
Q6ZWE5,Ensembl,ENSG00000163053.11
E7ER21,Ensembl,ENSG00000188389.11
E7ER21,Ensembl,ENSG00000276977.3
A0A0G2JM36,Ensembl,ENSG00000278758.4
A0A0G2JM36,Ensembl,ENSG00000278403.4
A0A0G2JM36,Ensembl,ENSG00000277982.4
A0A0G2JM36,Ensembl,ENSG00000278707.4
A0A0G2JM36,Ensembl,ENSG00000276882.4
A0A0G2JM36,Ensembl,ENSG00000284466.1
G3V164,Ensembl,ENSG00000152578.14
A0A3B3IT89,Ensembl,ENSG00000117593.12
A0A7I2PK40,Ensembl,ENSG00000063438.20
A0A8V8TNP6,Ensembl,ENSG00000114416.19
C9JVE2,Ensembl,ENSG00000043093.15
A8MYA3,Ensembl,ENSG00000178381.12
B4E2I4,Ensembl,ENSG00000001084.13
A0A8V8TLF6,Ensembl,ENSG00000138600.11
B4DIR1,Ensembl,ENSG00000131095.14
I3L1T1,Ensembl,ENSG00000141127.15
A0A0G2JJK7,Ensembl,ENSG00000206355.11
A0A0G2JJK7,Ensembl,ENSG00000234114.8
A0A804HKM0,Ensembl,ENSG00000182923.20
Q5TCS4,Ensembl,ENSG00000112367.12
G3V365,Ensembl,ENSG00000140057.9
A0A6Q8PF11,Ensembl,ENSG00000121940.17
A2AB94,Ensembl,ENSG00000206279.10
A2AB94,Ensembl,ENSG00000227046.8
A2AB94,Ensembl,ENSG00000204209.13
A2AB94,Ensembl,ENSG00000231617.8
A2AB94,Ensembl,ENSG00000206206.11
B4DQR7,Ensembl,ENSG00000139624.14
A0A2R8YDQ9,Ensembl,ENSG00000136143.16
E7EX90,Ensembl,ENSG00000204843.13
E7EX90,Ensembl,ENSG00000204843
Q8IXH0,Ensembl,ENSG00000186231.17
V9GY86,Ensembl,ENSG00000204842.18
C9JR15,Ensembl,ENSG00000164828.18
E9PMZ0,Ensembl,ENSG00000118513.20
F5H7S1,Ensembl,ENSG00000102935.12
A0A286YFB2,Ensembl,ENSG00000092621.13
H6UYS7,Ensembl,ENSG00000145335.17
Q2PPL5,Ensembl,ENSG00000100416.15
A0A1W2PPI5,Ensembl,ENSG00000165359.16
Q29704,Ensembl,ENSG00000179583.21
H3BRX2,Ensembl,ENSG00000226124.10
G3V121,Ensembl,ENSG00000147419.19
G3V4V5,Ensembl,ENSG00000092148.14
A0A2R8Y4I0,Ensembl,ENSG00000198246.10
H0YKR2,Ensembl,ENSG00000183324.11
A0A0A0MTD6,Ensembl,ENSG00000169550.14
Q4KN30,Ensembl,ENSG00000150045.12
Q5VV23,Ensembl,ENSG00000151023.17
E9PIA7,Ensembl,ENSG00000185507.21
E9PIA7,Ensembl,ENSG00000276561.4
A0A7I2V2H3,Ensembl,ENSG00000256646.8
H0YL20,Ensembl,ENSG00000092330.19
H3BR56,Ensembl,ENSG00000166780.11
H3BR56,Ensembl,ENSG00000278823.4
D6R9G1,Ensembl,ENSG00000134058.12
D6R9G1,Ensembl,ENSG00000277273.5
B7Z493,Ensembl,ENSG00000139132.16
A0A0G2JKR3,Ensembl,ENSG00000228116.9
A0PK19,Ensembl,ENSG00000182585.10
C9JQH5,Ensembl,ENSG00000186448.15
C9JQH5,Ensembl,ENSG00000281709
F8VSG1,Ensembl,ENSG00000072041.18
A0A0C4DFS0,Ensembl,ENSG00000108187.16
A0A8V8TNR8,Ensembl,ENSG00000091592.17
A2BFX2,Ensembl,ENSG00000228080.10
A0A7I2V465,Ensembl,ENSG00000166548.17
Q0P6N6,Ensembl,ENSG00000169752.17
B3TIK8,Ensembl,ENSG00000120088.16
B3TIK8,Ensembl,ENSG00000278232.4
B3TIK8,Ensembl,ENSG00000276191.4
I3L4Q1,Ensembl,ENSG00000262860.5
I3L4Q1,Ensembl,ENSG00000257103.9
A0A0C4ZLV8,Ensembl,ENSG00000284241.2
A0A0C4ZLV8,Ensembl,ENSG00000284132.2
A0A0C4ZLV8,Ensembl,ENSG00000284236.2
A0A0C4ZLV8,Ensembl,ENSG00000283996.2
D6RCD1,Ensembl,ENSG00000013375.17
J3QL80,Ensembl,ENSG00000167207.15
B0QYX1,Ensembl,ENSG00000186951.17
B4DWF2,Ensembl,ENSG00000030419.17
A0A087X045,Ensembl,ENSG00000273611.5
A0A087X045,Ensembl,ENSG00000278574.4
A0A804HJT2,Ensembl,ENSG00000182923.20
J3KSB8,Ensembl,ENSG00000125457.15
B7Z8B3,Ensembl,ENSG00000162735.19
F2Z3E6,Ensembl,ENSG00000131051.24
S6AU73,Ensembl,ENSG00000206450.11
G0XYE7,Ensembl,ENSG00000188452.15
A0A191URK3,Ensembl,ENSG00000284295.1
F6S6P2,Ensembl,ENSG00000229524.10
F6S6P2,Ensembl,ENSG00000233348.10
F6S6P2,Ensembl,ENSG00000096155.15
F6S6P2,Ensembl,ENSG00000204463.14
F6S6P2,Ensembl,ENSG00000234651.10
F6S6P2,Ensembl,ENSG00000228760.10
F6S6P2,Ensembl,ENSG00000227761.10
Q6L9M1,Ensembl,ENSG00000132170.24
A0A7I2V3I3,Ensembl,ENSG00000168615.13
K7EMP2,Ensembl,ENSG00000225190.12
K7EMP2,Ensembl,ENSG00000277111.3
K7EMP2,Ensembl,ENSG00000276358.2
J3QKX5,Ensembl,ENSG00000141434.12
E5RJE6,Ensembl,ENSG00000197140.15
E5RJE6,Ensembl,ENSG00000275594.4
Q68D90,Ensembl,ENSG00000103194.16
Q4VXZ8,Ensembl,ENSG00000242612.7
Q4VXZ8,Ensembl,ENSG00000274296.3
A0A8I5QKK8,Ensembl,ENSG00000099219.15
A0A7I2V2F6,Ensembl,ENSG00000130414.13
F5H2Z7,Ensembl,ENSG00000119242.9
F5H2Z7,Ensembl,ENSG00000275035.2
A0A0G2JQ38,Ensembl,ENSG00000274671.4
H3BRY9,Ensembl,ENSG00000140463.14
A0A087WXR7,Ensembl,ENSG00000136104.21
Q86W61,Ensembl,ENSG00000038427.16
A0A0G2JNH1,Ensembl,ENSG00000275521.4
A0A0G2JNH1,Ensembl,ENSG00000277334.4
A0A0G2JNH1,Ensembl,ENSG00000275637.4
A0A0G2JNH1,Ensembl,ENSG00000277442.4
A0A0G2JNH1,Ensembl,ENSG00000278025.4
F2Z3I6,Ensembl,ENSG00000198925.12
Q3BDU5,Ensembl,ENSG00000160789
F8W787,Ensembl,ENSG00000117984.15
I3L4Z7,Ensembl,ENSG00000214087.9
I3L473,Ensembl,ENSG00000085644.14
A0A1W2PPW2,Ensembl,ENSG00000117620.15
A0A6I8PRV3,Ensembl,ENSG00000244754.9
E5RFX9,Ensembl,ENSG00000080823.23
A0A096LNI6,Ensembl,ENSG00000077044.11
A0A096LNI6,Ensembl,ENSG00000280873
F8WBB3,Ensembl,ENSG00000143994.14
K7EN53,Ensembl,ENSG00000167881.15
G3V228,Ensembl,ENSG00000092020.11
K7EPT3,Ensembl,ENSG00000127452.9
G5EA44,Ensembl,ENSG00000157895.11
A0A3B3ITX6,Ensembl,ENSG00000283649.4
A0A3B3ITX6,Ensembl,ENSG00000204186.10
B3KSB8,Ensembl,ENSG00000119912.18
E9PLG3,Ensembl,ENSG00000117407.17
B4DXN4,Ensembl,ENSG00000142675.18
Q7Z3H1,Ensembl,ENSG00000129221.16
B7Z613,Ensembl,ENSG00000046653.15
C9JFR8,Ensembl,ENSG00000183671.13
C9JFR8,Ensembl,ENSG00000283448.1
A0A0G2JKJ3,Ensembl,ENSG00000236418.8
A0A0G2JKJ3,Ensembl,ENSG00000225890.10
C4P093,Ensembl,ENSG00000162946.23
A0A0G2JQ90,Ensembl,ENSG00000279566.1
B4DDQ3,Ensembl,ENSG00000087470.21
A0A0G2JNX5,Ensembl,ENSG00000275917.4
H0YF31,Ensembl,ENSG00000147813.16
H0YF31,Ensembl,ENSG00000278488.2
A0A8Q3WKZ6,Ensembl,ENSG00000196839.14
Q9BR81,Ensembl,ENSG00000240184.7
B4DJR0,Ensembl,ENSG00000144591.20
K7EQC0,Ensembl,ENSG00000105278.12
A0A7P0Z4J0,Ensembl,ENSG00000185624.16
Q96DC0,Ensembl,ENSG00000167969.13
A0A024RB15,Ensembl,ENSG00000274700
F1DAL9,Ensembl,ENSG00000175745.15
A0A0G2JIW2,Ensembl,ENSG00000226060.7
A0A0G2JIW2,Ensembl,ENSG00000231641.9
A0A0G2JIW2,Ensembl,ENSG00000228881.7
A0A0G2JIW2,Ensembl,ENSG00000234046.7
A0A0G2JIW2,Ensembl,ENSG00000231002.7
A0A0G2JIW2,Ensembl,ENSG00000230230.7
A0A0U1RQP9,Ensembl,ENSG00000259316.12
A0A3B3ISJ6,Ensembl,ENSG00000112541.19
C9J3N5,Ensembl,ENSG00000168237.18
A0A0B4J228,Ensembl,ENSG00000166930.7
H3BRW5,Ensembl,ENSG00000255292.9
A4Q9G9,Ensembl,ENSG00000126856.16
Q3MS90,Ensembl,ENSG00000010671.18
Q6L980,Ensembl,ENSG00000064692.20
A0A8V8TQB3,Ensembl,ENSG00000091592.17
F8VXG8,Ensembl,ENSG00000204954.10
C9JTY4,Ensembl,ENSG00000197150.13
A0A0G2JHN7,Ensembl,ENSG00000225073.10
A0A0G2JHN7,Ensembl,ENSG00000215425.11
A0A0G2JHN7,Ensembl,ENSG00000225859.10
A0A0G2JHN7,Ensembl,ENSG00000230624.10
A0A0G2JHN7,Ensembl,ENSG00000235439.10
A0A0G2JHN7,Ensembl,ENSG00000229496.10
C9JGR2,Ensembl,ENSG00000169981.11
C9JGR2,Ensembl,ENSG00000281306
D6RF24,Ensembl,ENSG00000164024.12
F8VRS5,Ensembl,ENSG00000166783.22
F8VRS5,Ensembl,ENSG00000277140.2
B7ZMF5,Ensembl,ENSG00000156113.24
A0A8I5KRP3,Ensembl,ENSG00000101333.19
B7Z413,Ensembl,ENSG00000182220.15
H3BM58,Ensembl,ENSG00000075399.14
W0Z7M9,Ensembl,ENSG00000196588.21
A0A0J9YYF7,Ensembl,ENSG00000146122.17
E7EU94,Ensembl,ENSG00000105618.14
E7EU94,Ensembl,ENSG00000275885.4
Q71QC9,Ensembl,ENSG00000130844.19
A0A0A0MT02,Ensembl,ENSG00000206268.11
A0A0A0MT02,Ensembl,ENSG00000206357.11
A0A0A0MT02,Ensembl,ENSG00000231044.10
A0A0A0MT02,Ensembl,ENSG00000229363.9
A0A0A0MT02,Ensembl,ENSG00000204356.14
A0A0A0MT02,Ensembl,ENSG00000233801.9
G3XAA5,Ensembl,ENSG00000155957.19
Q5HYA6,Ensembl,ENSG00000011523.14
E9PHZ5,Ensembl,ENSG00000164733.22
A0A0G2JNJ5,Ensembl,ENSG00000273822.5
A0A0G2JNJ5,Ensembl,ENSG00000276613.4
A0A0G2JNJ5,Ensembl,ENSG00000278303.4
D6R934,Ensembl,ENSG00000173369.18
Q68DL0,Ensembl,ENSG00000051382.9
F5H148,Ensembl,ENSG00000085721.13
F5H148,Ensembl,ENSG00000278494.2
B4E001,Ensembl,ENSG00000130713.17
A0A0G2JK66,Ensembl,ENSG00000237881.6
A0A0G2JK66,Ensembl,ENSG00000236672.6
G3V540,Ensembl,ENSG00000182199.11
W4VSQ9,Ensembl,ENSG00000125733.18
A0A0D9SGH1,Ensembl,ENSG00000160145.16
Q6ZWG5,Ensembl,ENSG00000188493.15
B4DLP0,Ensembl,ENSG00000198203.10
Q8N1B9,Ensembl,ENSG00000130414.13
G3XAD0,Ensembl,ENSG00000169598.17
A0A087WV45,Ensembl,ENSG00000118271.12
A0A590UKA8,Ensembl,ENSG00000075711.21
F8VS26,Ensembl,ENSG00000166986.15
K7ELX1,Ensembl,ENSG00000022556.16
K7ELX1,Ensembl,ENSG00000273992.4
A0A120HB06,Ensembl,ENSG00000126453.11
B4DGI9,Ensembl,ENSG00000140262.18
C9J8S8,Ensembl,ENSG00000153707.19
C9J8S8,Ensembl,ENSG00000282932.4
E9PJE4,Ensembl,ENSG00000170619.10
A0A126GWQ9,Ensembl,ENSG00000196184.10
G5E9U9,Ensembl,ENSG00000059378.13
K7ELV8,Ensembl,ENSG00000167716.19
K7ELV8,Ensembl,ENSG00000276021.4
B0YJC4,Ensembl,ENSG00000026025.16
C9J973,Ensembl,ENSG00000188811.14
A0A8V8TQJ8,Ensembl,ENSG00000052126.16
Q5JRP2,Ensembl,ENSG00000148848.15
Q9H4C3,Ensembl,ENSG00000135679.27
G3V3R3,Ensembl,ENSG00000140105.18
F2Z3G3,Ensembl,ENSG00000106638.18
B4DK49,Ensembl,ENSG00000137414.7
H3BU43,Ensembl,ENSG00000101307.16
B1A4H0,Ensembl,ENSG00000259384.7
K7EJ41,Ensembl,ENSG00000177302.15
K7EJ41,Ensembl,ENSG00000284238.2
F5GXS2,Ensembl,ENSG00000130402.14
H3BNK2,Ensembl,ENSG00000102897.10
A0A0G2JN65,Ensembl,ENSG00000274616.4
A0A0G2JN65,Ensembl,ENSG00000277114.4
A0A7P0TA61,Ensembl,ENSG00000037749.13
G3V169,Ensembl,ENSG00000137752.25
A0A7I2V3Q1,Ensembl,ENSG00000075413.19
A0A8V8TPZ3,Ensembl,ENSG00000152056.18
D6R989,Ensembl,ENSG00000124678.20
H3BNR6,Ensembl,ENSG00000138614.16
J3QLD9,Ensembl,ENSG00000132589.16
A0A3B3IRS5,Ensembl,ENSG00000114861.24
G3V158,Ensembl,ENSG00000023697.13
Q2YDW8,Ensembl,ENSG00000118322.14
H0YNY7,Ensembl,ENSG00000174306.22
B7Z6U3,Ensembl,ENSG00000134575.13
A0A1B0GWD9,Ensembl,ENSG00000114786.16
A0A6Q8PGW4,Ensembl,ENSG00000106105.15
G5EA03,Ensembl,ENSG00000064042.18
A0A8I5KPP9,Ensembl,ENSG00000183020.15
A0A8V8TPM9,Ensembl,ENSG00000077152.12
Q5JT02,Ensembl,ENSG00000130714.19
A0A2R8YEU8,Ensembl,ENSG00000167702.13
A0A0G2JPB7,Ensembl,ENSG00000275798.4
Q5T1Z4,Ensembl,ENSG00000134644.16
A8MTS1,Ensembl,ENSG00000185917.14
F2Z3A8,Ensembl,ENSG00000113971.21
A0A7I2V2C6,Ensembl,ENSG00000137876.11
C4P0D8,Ensembl,ENSG00000270106.6
A0A6Q8PF80,Ensembl,ENSG00000160789.24
A0A804HL38,Ensembl,ENSG00000124356.17
A0A0A0MRI1,Ensembl,ENSG00000133114.18
A0A1Y8EKQ5,Ensembl,ENSG00000211914.1
A0A1Y8EKQ5,Ensembl,ENSG00000282487.1
A0A7I2YQW3,Ensembl,ENSG00000174080.12
A0A0A0MT67,Ensembl,ENSG00000169550.14
A0A286YFI5,Ensembl,ENSG00000197887.6
A0A804CC06,Ensembl,ENSG00000056291.19
A2ID95,Ensembl,ENSG00000007350.17
A0A8V8TNB0,Ensembl,ENSG00000107960.12
I3L0J9,Ensembl,ENSG00000174231.18
I3L0J9,Ensembl,ENSG00000274442.2
B4DFI3,Ensembl,ENSG00000161082.13
F2Z2U6,Ensembl,ENSG00000114812.13
Q6T5J5,Ensembl,ENSG00000179046.9
E5RHJ0,Ensembl,ENSG00000172058.16
E5RHJ0,Ensembl,ENSG00000275581.4
E5RHJ0,Ensembl,ENSG00000277429.4
C0KTE2,Ensembl,ENSG00000196092.14
A0A0S2Z4K7,Ensembl,ENSG00000128928.10
M0QXG3,Ensembl,ENSG00000118620.13
M0QXG3,Ensembl,ENSG00000278780.4
B4DH95,Ensembl,ENSG00000133561.15
E9PR58,Ensembl,ENSG00000159063.14
A0A0C4DGA6,Ensembl,ENSG00000071794.16
C9J6D1,Ensembl,ENSG00000205531.14
C9J6D1,Ensembl,ENSG00000273562.4
F8WBB6,Ensembl,ENSG00000197635.11
K9J956,Ensembl,ENSG00000276191.4
K9J956,Ensembl,ENSG00000120088.16
Q4VXL4,Ensembl,ENSG00000138162.19
B7ZMI3,Ensembl,ENSG00000150995.21
Q5T8U2,Ensembl,ENSG00000148303.17
B4DI24,Ensembl,ENSG00000163702.21
A0A191URH1,Ensembl,ENSG00000283966.1
A0A191URH1,Ensembl,ENSG00000284371.1
F5GX94,Ensembl,ENSG00000134539.17
B4DXZ6,Ensembl,ENSG00000114416.19
B5MCA4,Ensembl,ENSG00000119888.11
Q5T376,Ensembl,ENSG00000151474.23
F2Z2H1,Ensembl,ENSG00000073146.16
R4GMN0,Ensembl,ENSG00000185894.8
R4GMN0,Ensembl,ENSG00000183753.10
R4GMN0,Ensembl,ENSG00000183795.8
B7ZAX5,Ensembl,ENSG00000156958.15
K7EJN4,Ensembl,ENSG00000071564.19
B3KTU4,Ensembl,ENSG00000145020.16
A0A0G2JJQ8,Ensembl,ENSG00000227826.9
I3L1T6,Ensembl,ENSG00000103423.14
I3L1T6,Ensembl,ENSG00000276726.4
Q71QC5,Ensembl,ENSG00000130844.19
A0A669KB68,Ensembl,ENSG00000115415.21
A0A191URJ7,Ensembl,ENSG00000283722.3
X6REW1,Ensembl,ENSG00000096155.15
X6REW1,Ensembl,ENSG00000229524.10
X6REW1,Ensembl,ENSG00000233348.10
X6REW1,Ensembl,ENSG00000204463.14
C0H5X0,Ensembl,ENSG00000278843.4
C0H5X0,Ensembl,ENSG00000271447.6
B4DVT3,Ensembl,ENSG00000138614.16
E9PRF0,Ensembl,ENSG00000149150.9
G8JLA1,Ensembl,ENSG00000160439.16
G8JLA1,Ensembl,ENSG00000276684.4
F8W866,Ensembl,ENSG00000110079.19
B1AKC3,Ensembl,ENSG00000185345.24
G3V140,Ensembl,ENSG00000183137.15
Q9UE35,Ensembl,ENSG00000091831.25
A0A0C4DFM1,Ensembl,ENSG00000101337.16
Q7Z776,Ensembl,ENSG00000186184.20
B7Z6D5,Ensembl,ENSG00000124228.15
A0A7P0T963,Ensembl,ENSG00000118492.18
Q5TF85,Ensembl,ENSG00000112773.16
C9J6G8,Ensembl,ENSG00000068885.15
H7BZV4,Ensembl,ENSG00000182196
A0A8Q3WKR8,Ensembl,ENSG00000067064.13
H0YE36,Ensembl,ENSG00000088280.20
H0YE36,Ensembl,ENSG00000282854.2
J3KQV6,Ensembl,ENSG00000144524.18
H3BPC4,Ensembl,ENSG00000103275.21
G3V3Q6,Ensembl,ENSG00000259066.5
G3V3Q6,Ensembl,ENSG00000281847.2
X5DRG1,Ensembl,ENSG00000133424.22
R4GN43,Ensembl,ENSG00000184983.11
R4GN43,Ensembl,ENSG00000272765.2
R4GN43,Ensembl,ENSG00000277365.3
R4GN43,Ensembl,ENSG00000281013.4
R4GN43,Ensembl,ENSG00000273397.4
A0A109PLW1,Ensembl,ENSG00000126453.11
B4E1N1,Ensembl,ENSG00000105676.14
Q5T7U8,Ensembl,ENSG00000148288.13
Q6ZR64,Ensembl,ENSG00000182534.14
A0A0D9SFD0,Ensembl,ENSG00000081189.16
A0A8V8TPN9,Ensembl,ENSG00000009724.18
A0A5H1ZRR5,Ensembl,ENSG00000211768.1
A0A5H1ZRR5,Ensembl,ENSG00000282380.1
A0A0C4DG08,Ensembl,ENSG00000197782.15
A0A0C4DG08,Ensembl,ENSG00000280568
F2Z3J2,Ensembl,ENSG00000095261.14
J3KSM0,Ensembl,ENSG00000120088.15
J3KSM0,Ensembl,ENSG00000276191.4
Q8NE73,Ensembl,ENSG00000197217.13
A0A2R8Y517,Ensembl,ENSG00000124570.21
B3KVD8,Ensembl,ENSG00000163630.11
G3V5J6,Ensembl,ENSG00000100478
Q6QJ80,Ensembl,ENSG00000111732.12
Q76KP0,Ensembl,ENSG00000186318.18
F2Z2Y5,Ensembl,ENSG00000205581.11
Q8IXA3,Ensembl,ENSG00000169118.18
A0A0G2JJQ6,Ensembl,ENSG00000236271.8
A0A0G2JJZ1,Ensembl,ENSG00000224180.8
A0A0G2JJZ1,Ensembl,ENSG00000223533.8
H3BNV2,Ensembl,ENSG00000181019.13
A0A6Q8PFJ2,Ensembl,ENSG00000102452.18
A0A494C129,Ensembl,ENSG00000090615.16
F6RRE2,Ensembl,ENSG00000057935.14
A0A286YER9,Ensembl,ENSG00000284686.1
Q6MZF5,Ensembl,ENSG00000141012.13
H0Y551,Ensembl,ENSG00000204713.11
H0Y551,Ensembl,ENSG00000234495.7
H0Y551,Ensembl,ENSG00000215641.8
H0Y551,Ensembl,ENSG00000237071.7
A0A8V8TLH5,Ensembl,ENSG00000197943.12
B6ZDE5,Ensembl,ENSG00000115970.19
A2A437,Ensembl,ENSG00000142949.17
A0A0G2JNP3,Ensembl,ENSG00000277414.4
A0A0G2JNP3,Ensembl,ENSG00000273991.4
Q5CZ70,Ensembl,ENSG00000070413.20
B5MBY9,Ensembl,ENSG00000162928.9
E9PL35,Ensembl,ENSG00000078124.13
I3L1I6,Ensembl,ENSG00000103423.14
I3L1I6,Ensembl,ENSG00000276726.4
Q5Y7D6,Ensembl,ENSG00000179344
B4E3F4,Ensembl,ENSG00000161638.11
B7Z8Q8,Ensembl,ENSG00000145626.12
A0A0S2Z471,Ensembl,ENSG00000166165.14
G3V1U5,Ensembl,ENSG00000111711.10
B4DHE8,Ensembl,ENSG00000153944.12
E9PKT4,Ensembl,ENSG00000152558.15
A0A0S2Z5I4,Ensembl,ENSG00000003393.16
A0A804HKB8,Ensembl,ENSG00000171503.13
A0A1B0GTD4,Ensembl,ENSG00000104763.20
E5RK96,Ensembl,ENSG00000168619.16
E5RK96,Ensembl,ENSG00000278548.4
R4GND4,Ensembl,ENSG00000102977.18
F2Z3P9,Ensembl,ENSG00000065518.8
A0A087WY54,Ensembl,ENSG00000278574.4
A0A087WY54,Ensembl,ENSG00000273611.5
B7Z2Q2,Ensembl,ENSG00000078124.13
I3L295,Ensembl,ENSG00000129255.16
A0A087X2J4,Ensembl,ENSG00000160695.16
A0A087X2J4,Ensembl,ENSG00000280616
B4DYP1,Ensembl,ENSG00000153904.21
C9JGS9,Ensembl,ENSG00000169981.11
C9JGS9,Ensembl,ENSG00000281306
H3BMN6,Ensembl,ENSG00000103365.15
H7C4G5,Ensembl,ENSG00000175792.12
H7C4G5,Ensembl,ENSG00000284901.2
Q9UHL7,Ensembl,ENSG00000185324.22
C9J5X2,Ensembl,ENSG00000204099.12
C9J5X2,Ensembl,ENSG00000277926.4
D6RAF7,Ensembl,ENSG00000163913.14
A0A0G2JJA0,Ensembl,ENSG00000229767.9
A0A0G2JJA0,Ensembl,ENSG00000137332.19
A0A0G2JJA0,Ensembl,ENSG00000215522.11
A0A0G2JJA0,Ensembl,ENSG00000223680.10
A0A0G2JJA0,Ensembl,ENSG00000234078.10
A0A0G2JJA0,Ensembl,ENSG00000230456.10
A0A669KB27,Ensembl,ENSG00000288558.3
Q17RW3,Ensembl,ENSG00000177873.14
A0A8V8TRD3,Ensembl,ENSG00000102898.13
B7Z7M5,Ensembl,ENSG00000128513.16
B4DHY3,Ensembl,ENSG00000064787.14
M4PNB5,Ensembl,ENSG00000124140.15
Q8NDN3,Ensembl,ENSG00000158555.15
F5H855,Ensembl,ENSG00000050820.17
F5H855,Ensembl,ENSG00000285460.2
B1H0U8,Ensembl,ENSG00000182463.16
A0A8Q3SIA7,Ensembl,ENSG00000021852.14
J3QLR3,Ensembl,ENSG00000088756.13
D6RDM5,Ensembl,ENSG00000164211.13
A0A2R8YDE6,Ensembl,ENSG00000094631.22
C9JAX1,Ensembl,ENSG00000165060.15
A0A0G2JMX7,Ensembl,ENSG00000277956.4
F2Z3I7,Ensembl,ENSG00000068654.17
K7EPJ4,Ensembl,ENSG00000160161.9
I3L109,Ensembl,ENSG00000166676.17
Q9HBD4,Ensembl,ENSG00000127616.21
F8WBU8,Ensembl,ENSG00000075234.17
E5RGN4,Ensembl,ENSG00000250479.9
E5RGN4,Ensembl,ENSG00000273607.3
A0A140T9P5,Ensembl,ENSG00000224246.2
A0A6Q8PGW1,Ensembl,ENSG00000148356.15
B4DFL6,Ensembl,ENSG00000137210.14
A0A087X1R4,Ensembl,ENSG00000146457.16
E9PIF4,Ensembl,ENSG00000234343.6
E9PIF4,Ensembl,ENSG00000227129.6
E9PIF4,Ensembl,ENSG00000223957.6
E9PIF4,Ensembl,ENSG00000227315.7
E9PIF4,Ensembl,ENSG00000234846.7
E9PIF4,Ensembl,ENSG00000184494.8
E9PIF4,Ensembl,ENSG00000204386.12
E9PIF4,Ensembl,ENSG00000228691.6
A0A7I2V2E6,Ensembl,ENSG00000168675.19
B4DGD8,Ensembl,ENSG00000165219.23
Q5TG12,Ensembl,ENSG00000152894.15
Q5TG12,Ensembl,ENSG00000273993.4
A2AB22,Ensembl,ENSG00000225553.7
A2AB22,Ensembl,ENSG00000112511.18
J3KT17,Ensembl,ENSG00000171916.17
J3KT17,Ensembl,ENSG00000284021.2
A0A286YEQ0,Ensembl,ENSG00000109339.24
B4DV11,Ensembl,ENSG00000147576.17
B4DGW0,Ensembl,ENSG00000078043.16
Q8N7S5,Ensembl,ENSG00000139151.16
F8WBV7,Ensembl,ENSG00000075651.17
A0A8V8TLS7,Ensembl,ENSG00000103005.13
E9PGT3,Ensembl,ENSG00000117676.14
E9PGT3,Ensembl,ENSG00000281877
A0A8I5KU60,Ensembl,ENSG00000064313.13
Q2Z196,Ensembl,ENSG00000169016.17
A0A087WVX1,Ensembl,ENSG00000219626.9
A0A8V8TR80,Ensembl,ENSG00000102471.16
G5E9G0,Ensembl,ENSG00000100316.16
E5RI67,Ensembl,ENSG00000104218.16
M0R0A6,Ensembl,ENSG00000188493.15
K7EM54,Ensembl,ENSG00000152240.13
A0A804HLH6,Ensembl,ENSG00000130640.15
Q6PIP6,Ensembl,ENSG00000141401.12
X5CMH5,Ensembl,ENSG00000223481.9
X5CMH5,Ensembl,ENSG00000225967.9
X5CMH5,Ensembl,ENSG00000232326.9
A6XND0,Ensembl,ENSG00000146674
B7Z4S1,Ensembl,ENSG00000187735.15
E9PM18,Ensembl,ENSG00000149182.15
A0A804HIE0,Ensembl,ENSG00000125124.14
A1A4Z1,Ensembl,ENSG00000164675.11
S4R3I5,Ensembl,ENSG00000170906.16
S4R3I5,Ensembl,ENSG00000276061.4
Q4KN05,Ensembl,ENSG00000150045.12
E2J9M0,Ensembl,ENSG00000152104.12
H7C5L5,Ensembl,ENSG00000033100.17
D6RBP5,Ensembl,ENSG00000123739.11
A0A8I5KPF5,Ensembl,ENSG00000072182.14
B4DQB2,Ensembl,ENSG00000112303.14
A8KAH6,Ensembl,ENSG00000254445
A0A2R8Y5B5,Ensembl,ENSG00000117479.15
G3V180,Ensembl,ENSG00000254986
E7EQ24,Ensembl,ENSG00000196104.11
G3V351,Ensembl,ENSG00000089775.12
H0YNM9,Ensembl,ENSG00000213928.10
B4E1B9,Ensembl,ENSG00000135048.14
G3V285,Ensembl,ENSG00000165795.25
A0A0G2JL23,Ensembl,ENSG00000230514.11
A0A0G2JL23,Ensembl,ENSG00000231268.9
F8VW03,Ensembl,ENSG00000256407.2
F8VW03,Ensembl,ENSG00000215883.11
Q9UJD7,Ensembl,ENSG00000204624.8
G3V173,Ensembl,ENSG00000204370.13
B7Z3I4,Ensembl,ENSG00000173575.24
A0A0C4DG80,Ensembl,ENSG00000003096.14
A0A6Q8PHF2,Ensembl,ENSG00000104419.17
A0A7I2V5F5,Ensembl,ENSG00000108654.16
A8MX49,Ensembl,ENSG00000100034.14
I3L2C0,Ensembl,ENSG00000159842.16
