UniprotID,Protein_Accession
P67697,NP_415955.2
P67697,NC_000913.3
P67697,WP_001270286.1
P67697,NZ_SSZK01000021.1
P67701,NP_417553.1
P67701,NC_000913.3
P67701,WP_000560266.1
P67701,NZ_LN832404.1
P64578,NP_417554.1
P64578,NC_000913.3
P64578,WP_000550189.1
P64578,NZ_LN832404.1
P0ACE7,NP_415621.3
P0ACE7,NC_000913.3
P0ACE7,WP_000807125.1
P0ACE7,NZ_STEB01000016.1
P23874,NP_416024.1
P23874,NC_000913.3
P23874,WP_001125439.1
P23874,NZ_SSZK01000001.1
P23873,NP_416025.1
P23873,NC_000913.3
P23873,WP_001301023.1
P23873,NZ_SSZK01000001.1
P60757,NP_416523.1
P60757,NC_000913.3
P60757,WP_000131782.1
P60757,NZ_STEB01000048.1
P06989,NP_416530.1
P06989,NC_000913.3
P06989,WP_000954911.1
P06989,NZ_SSUR01000003.1
P10371,NP_416528.2
P10371,NC_000913.3
P10371,WP_000586462.1
P10371,NZ_SSTS01000011.1
P60595,NP_416527.1
P60595,NC_000913.3
P60595,WP_001103560.1
P60595,NZ_SSUV01000054.1
P60664,NP_416529.1
P60664,NC_000913.3
P60664,WP_000880182.1
P60664,NZ_SSUR01000003.1
P06987,NP_416526.4
P06987,NC_000913.3
P06987,WP_000080105.1
P06987,NZ_LN832404.1
P06986,NP_416525.1
P06986,NC_000913.3
P06986,WP_000108941.1
P06986,NZ_SSTS01000011.1
P0AEU0,NP_416812.1
P0AEU0,NC_000913.3
P0AEU0,WP_000737621.1
P0AEU0,NZ_STEB01000008.1
P0AEU3,NP_416810.1
P0AEU3,NC_000913.3
P0AEU3,WP_000569958.1
P0AEU3,NZ_STEB01000008.1
P07109,NP_416809.1
P07109,NC_000913.3
P07109,WP_001293613.1
P07109,NZ_LN832404.1
P52094,NP_416811.1
P52094,NC_000913.3
P52094,WP_000965522.1
P52094,NZ_LN832404.1
P06988,NP_416524.1
P06988,NC_000913.3
P06988,WP_000009594.1
P06988,NZ_LN832404.1
P76341,NP_416479.1
P76341,NC_000913.3
P76341,WP_000920120.1
P76341,NZ_LN832404.1
P67910,NP_418076.1
P67910,NC_000913.3
P67910,WP_000587764.1
P67910,NZ_LN832404.1
P76658,NP_417524.1
P76658,NC_000913.3
P76658,WP_000869178.1
P76658,NZ_STEB01000001.1
P77335,NP_415700.4
P77335,NC_000913.3
P77335,WP_001336523.1
P77335,NZ_SSZK01000010.1
P24232,NP_417047.1
P24232,NC_000913.3
P24232,WP_000883122.1
P24232,NZ_STEB01000011.1
P0ACF8,NP_415753.1
P0ACF8,NC_000913.3
P0ACF8,WP_001287378.1
P0ACF8,NZ_STEB01000005.1
P51020,NP_414886.1
P51020,NC_000913.3
P51020,WP_001013499.1
P51020,NZ_SSZK01000061.1
P36645,NP_414649.1
P36645,NC_000913.3
P36645,WP_001025145.1
P36645,NZ_LN832404.1
P36646,NP_414648.1
P36646,NC_000913.3
P36646,WP_000157266.1
P36646,NZ_SSZK01000004.1
P45753,NP_417854.4
P45753,NC_000913.3
P45753,WP_001295166.1
P45753,NZ_SSZK01000008.1
P64634,NP_417853.1
P64634,NC_000913.3
P64634,WP_001069315.1
P64634,NZ_SSZK01000008.1
P45751,NP_417852.1
P45751,NC_000913.3
P45751,WP_001055759.1
P45751,NZ_LN832404.1
P45750,NP_417851.4
P45750,NC_000913.3
P45750,WP_001264141.1
P45750,NZ_STEB01000004.1
P34749,NP_417850.1
P34749,NC_000913.3
P34749,WP_000815987.1
P34749,NZ_SSZK01000008.1
P37305,WP_001135732.1
P37305,NZ_SSZK01000068.1
P37305,YP_026229.1
P37305,NC_000913.3
P77494,WP_001320773.1
P77494,NZ_SSZK01000021.1
P77494,YP_025301.1
P77494,NC_000913.3
P0ACG4,WP_000809168.1
P0ACG4,NZ_LN832404.1
P0ACG4,YP_025292.1
P0ACG4,NC_000913.3
P0ACG6,NP_416080.1
P0ACG6,NC_000913.3
P0ACG6,WP_000813254.1
P0ACG6,NZ_SSZK01000019.1
P77091,WP_000956455.1
P77091,NZ_STEB01000055.1
P77091,YP_025295.1
P77091,NC_000913.3
P28630,NP_415173.1
P28630,NC_000913.3
P28630,WP_000620535.1
P28630,NZ_SSZK01000037.1
P28631,NP_415617.1
P28631,NC_000913.3
P28631,WP_001267956.1
P28631,NZ_SSZK01000019.1
P28905,NP_418680.1
P28905,NC_000913.3
P28905,WP_000786400.1
P28905,NZ_LN832404.1
P28632,NP_418789.1
P28632,NC_000913.3
P28632,WP_000204012.1
P28632,NZ_LN832404.1
P0ABS8,NP_416356.1
P0ABS8,NC_000913.3
P0ABS8,WP_000916763.1
P0ABS8,NZ_STEB01000009.1
P0AFX0,NP_417670.1
P0AFX0,NC_000913.3
P0AFX0,WP_001176599.1
P0AFX0,NZ_STEB01000012.1
P26281,NP_414684.1
P26281,NC_000913.3
P26281,WP_000215139.1
P26281,NZ_STEB01000010.1
P76340,NP_416478.2
P76340,NC_000913.3
P76340,WP_001395354.1
P76340,NZ_LN832404.1
P76339,NP_416477.1
P76339,NC_000913.3
P76339,WP_000826792.1
P76339,NZ_LN832404.1
P0A9M2,NP_414667.4
P0A9M2,NC_000913.3
P0A9M2,WP_000683335.1
P0A9M2,NZ_STEB01000010.1
P43329,NP_415931.4
P43329,NC_000913.3
P43329,WP_000139543.1
P43329,NZ_SSZK01000021.1
P37024,NP_414690.4
P37024,NC_000913.3
P37024,WP_001350480.1
P37024,NZ_LN832404.1
P0A6Z1,NP_417021.1
P0A6Z1,NC_000913.3
P0A6Z1,WP_001196613.1
P0A6Z1,NZ_STEB01000011.1
P0A6L9,NP_417022.1
P0A6L9,NC_000913.3
P0A6L9,WP_000384413.1
P0A6L9,NZ_STEB01000011.1
P77319,NP_415183.1
P77319,NC_000913.3
P77319,WP_000367875.1
P77319,NZ_SSZK01000037.1
P52644,NP_415897.1
P52644,NC_000913.3
P52644,WP_001298828.1
P52644,NZ_STEB01000005.1
P0A6Y5,NP_417860.2
P0A6Y5,NC_000913.3
P0A6Y5,WP_001135574.1
P0A6Y5,NZ_STEB01000004.1
P0ACG8,NP_417859.1
P0ACG8,NC_000913.3
P0ACG8,WP_000660483.1
P0ACG8,NZ_SSZK01000008.1
P0A6H5,NP_418366.1
P0A6H5,NC_000913.3
P0A6H5,WP_001293341.1
P0A6H5,NZ_STEB01000017.1
P0A7B8,NP_418367.1
P0A7B8,NC_000913.3
P0A7B8,WP_000208242.1
P0A7B8,NZ_STEB01000017.1
P0AB20,NP_415486.4
P0AB20,NC_000913.3
P0AB20,WP_001295356.1
P0AB20,NZ_STEB01000006.1
P31474,NP_418210.1
P31474,NC_000913.3
P31474,WP_001280852.1
P31474,NZ_SSUV01000078.1
P0A6Z3,NP_415006.1
P0A6Z3,NC_000913.3
P0A6Z3,WP_000678201.1
P0A6Z3,NZ_SSZK01000009.1
P23894,NP_416343.1
P23894,NC_000913.3
P23894,WP_000984520.1
P23894,NZ_SSZK01000001.1
P33129,NP_414681.1
P33129,NC_000913.3
P33129,WP_000151605.1
P33129,NZ_LN832404.1
P25666,NP_418075.2
P25666,NC_000913.3
P25666,WP_000842820.1
P25666,NZ_LN832404.1
P77625,NP_416796.2
P77625,NC_000913.3
P77625,WP_001203392.1
P77625,NZ_LN832404.1
P77247,NP_416241.1
P77247,NC_000913.3
P77247,WP_000106833.1
P77247,NZ_SSZK01000001.1
P19930,NP_415494.1
P19930,NC_000913.3
P19930,WP_000003671.1
P19930,NZ_STEB01000006.1
P19931,NP_415495.1
P19931,NC_000913.3
P19931,WP_000063978.1
P19931,NZ_LN832404.1
P19932,NP_415496.1
P19932,NC_000913.3
P19932,WP_000004899.1
P19932,NZ_STEB01000006.1
P0AAJ8,NP_417470.1
P0AAJ8,NC_000913.3
P0AAJ8,WP_001081870.1
P0AAJ8,NZ_STEB01000001.1
P37180,NP_417469.1
P37180,NC_000913.3
P37180,WP_000017703.1
P37180,NZ_STEB01000001.1
P37182,NP_417467.1
P37182,NC_000913.3
P37182,WP_001221939.1
P37182,NZ_SSZK01000023.1
P0AAN1,NP_417466.1
P0AAN1,NC_000913.3
P0AAN1,WP_000134014.1
P0AAN1,NZ_STEB01000001.1
P0A703,NP_417465.1
P0A703,NC_000913.3
P0A703,WP_000544953.1
P0A703,NZ_STEB01000001.1
P0AAM7,NP_417464.1
P0AAM7,NC_000913.3
P0AAM7,WP_000334896.1
P0AAM7,NZ_STEB01000001.1
P0AEV4,NP_417205.1
P0AEV4,NC_000913.3
P0AEV4,WP_000158056.1
P0AEV4,NZ_STEB01000027.1
P0AAK1,NP_417204.1
P0AAK1,NC_000913.3
P0AAK1,WP_001079186.1
P0AAK1,NZ_STEB01000027.1
P16429,NP_417203.1
P16429,NC_000913.3
P16429,WP_001274396.1
P16429,NZ_LN832404.1
P16430,NP_417202.1
P16430,NC_000913.3
P16430,WP_000115224.1
P16430,NZ_LN832404.1
P16431,NP_417201.1
P16431,NC_000913.3
P16431,WP_001288122.1
P16431,NZ_SSUR01000024.1
P16432,NP_417200.1
P16432,NC_000913.3
P16432,WP_000493781.1
P16432,NZ_LN832404.1
P16433,NP_417199.1
P16433,NC_000913.3
P16433,WP_000067392.1
P16433,NZ_LN832404.1
P0AEV7,NP_417198.1
P0AEV7,NC_000913.3
P0AEV7,WP_001291921.1
P0AEV7,NZ_STEB01000027.1
P0AEV9,NP_417197.1
P0AEV9,NC_000913.3
P0AEV9,WP_000132961.1
P0AEV9,NZ_SSZK01000017.1
P0AAK4,NP_417193.1
P0AAK4,NC_000913.3
P0AAK4,WP_001078777.1
P0AAK4,NZ_STEB01000027.1
P23481,NP_416976.4
P23481,NC_000913.3
P23481,WP_001336048.1
P23481,NZ_LN832404.1
P23482,NP_416977.1
P23482,NC_000913.3
P23482,WP_000339455.1
P23482,NZ_LN832404.1
P77858,NP_416978.4
P77858,NC_000913.3
P77858,WP_001311024.1
P77858,NZ_STEB01000011.1
P77416,NP_416979.1
P77416,NC_000913.3
P77416,WP_000429104.1
P77416,NZ_LN832404.1
P0AEW1,NP_416980.1
P0AEW1,NC_000913.3
P0AEW1,WP_000147987.1
P0AEW1,NZ_LN832404.1
P77437,NP_416981.1
P77437,NC_000913.3
P77437,WP_000122577.1
P77437,NZ_LN832404.1
P77329,NP_416982.1
P77329,NC_000913.3
P77329,WP_001102321.1
P77329,NZ_LN832404.1
P77423,NP_416983.1
P77423,NC_000913.3
P77423,WP_000916055.1
P77423,NZ_LN832404.1
P77668,NP_416984.1
P77668,NC_000913.3
P77668,WP_000075558.1
P77668,NZ_LN832404.1
P77453,NP_416985.4
P77453,NC_000913.3
P77453,WP_001326580.1
P77453,NZ_LN832404.1
P71229,NP_416986.4
P71229,NC_000913.3
P71229,WP_001251544.1
P71229,NZ_LN832404.1
P30147,NP_415041.1
P30147,NC_000913.3
P30147,WP_000943544.1
P30147,NZ_SSZK01000024.1
P0A700,NP_417206.1
P0A700,NC_000913.3
P0A700,WP_001299100.1
P0A700,NZ_STEB01000027.1
P0AAN3,NP_417207.1
P0AAN3,NC_000913.3
P0AAN3,WP_000337665.1
P0AAN3,NZ_SSUR01000024.1
P0AAM3,NP_417208.1
P0AAM3,NC_000913.3
P0AAM3,WP_000334881.1
P0AAM3,NZ_STEB01000027.1
P24192,NP_417209.1
P24192,NC_000913.3
P24192,WP_001212985.1
P24192,NZ_LN832404.1
P24193,NP_417210.2
P24193,NC_000913.3
P24193,WP_001059922.1
P24193,NZ_LN832404.1
P30131,NP_417192.1
P30131,NC_000913.3
P30131,WP_001107704.1
P30131,NZ_LN832404.1
P37595,NP_415349.1
P37595,NC_000913.3
P37595,WP_000513781.1
P37595,NZ_LN832404.1
P39377,NP_418748.1
P39377,NC_000913.3
P39377,WP_000568432.1
P39377,NZ_STEB01000025.1
P10423,NP_417233.1
P10423,NC_000913.3
P10423,WP_000490428.1
P10423,NZ_LN832404.1
P0A9W6,NP_417657.2
P0A9W6,NC_000913.3
P0A9W6,WP_000429656.1
P0A9W6,NZ_STEB01000012.1
P0C054,NP_418142.1
P0C054,NC_000913.3
P0C054,WP_001243437.1
P0C054,NZ_STEB01000015.1
P0C058,NP_418141.2
P0C058,NC_000913.3
P0C058,WP_001243431.1
P0C058,NZ_STEB01000015.1
C1P607,WP_010723109.1
C1P607,NZ_STEB01000002.1
C1P607,YP_002791247.1
C1P607,NC_000913.3
C1P608,WP_001386899.1
C1P608,NZ_STEB01000002.1
C1P608,YP_002791248.1
C1P608,NC_000913.3
C1P615,WP_010723220.1
C1P615,NZ_SSUV01000019.1
C1P615,YP_002791255.1
C1P615,NC_000913.3
C1P616,WP_001387081.1
C1P616,NZ_STEB01000001.1
C1P616,YP_002791256.1
C1P616,NC_000913.3
C1P617,WP_010723221.1
C1P617,NZ_SSZK01000028.1
C1P617,YP_002791257.1
C1P617,NC_000913.3
P16528,NP_418442.2
P16528,NC_000913.3
P16528,WP_000226403.1
P16528,NZ_STEB01000022.1
P08200,NP_415654.1
P08200,NC_000913.3
P08200,WP_000444484.1
P08200,NZ_CP047127.1
Q46822,NP_417365.1
Q46822,NC_000913.3
Q46822,WP_001192820.1
Q46822,NZ_LN832404.1
P39346,NP_418688.1
P39346,NC_000913.3
P39346,WP_001197411.1
P39346,NZ_SSUV01000014.1
P39208,NP_418689.1
P39208,NC_000913.3
P39208,WP_000896738.1
P39208,NZ_SSUV01000014.1
P0A9P9,NP_418687.1
P0A9P9,NC_000913.3
P0A9P9,WP_000998695.1
P0A9P9,NZ_SSUV01000014.1
P39343,NP_418685.1
P39343,NC_000913.3
P39343,WP_001309159.1
P39343,NZ_SSUV01000014.1
P39344,NP_418686.1
P39344,NC_000913.3
P39344,WP_001128335.1
P39344,NZ_LN832404.1
P69222,NP_415404.1
P69222,NC_000913.3
P69222,WP_001040187.1
P69222,NZ_STEB01000006.1
P0A705,NP_417637.1
P0A705,NC_000913.3
P0A705,WP_000133044.1
P0A705,NZ_STEB01000012.1
P0A707,NP_416233.1
P0A707,NC_000913.3
P0A707,WP_001700733.1
P0A707,NZ_STEB01000009.1
P45800,NP_417857.1
P45800,NC_000913.3
P45800,WP_000104533.1
P45800,NZ_SSZK01000008.1
P0A6X7,NP_416227.1
P0A6X7,NC_000913.3
P0A6X7,WP_001229265.1
P0A6X7,NZ_STEB01000009.1
P0A6Y1,NP_415432.1
P0A6Y1,NC_000913.3
P0A6Y1,WP_000167336.1
P0A6Y1,NZ_STEB01000006.1
P04968,NP_418220.1
P04968,NC_000913.3
P04968,WP_000785596.1
P04968,NZ_SSZK01000025.1
P08142,NP_418127.1
P08142,NC_000913.3
P08142,WP_000168475.1
P08142,NZ_SSZK01000043.1
P05793,NP_418222.1
P05793,NC_000913.3
P05793,WP_000024939.1
P05793,NZ_SSZK01000025.1
P05791,WP_001127399.1
P05791,NZ_SSZK01000025.1
P05791,YP_026248.1
P05791,NC_000913.3
P0AB80,WP_000208520.1
P0AB80,NZ_STEB01000021.1
P0AB80,YP_026247.1
P0AB80,NC_000913.3
P00894,NP_414620.1
P00894,NC_000913.3
P00894,WP_001300383.1
P00894,NZ_STEB01000010.1
P00893,WP_001295534.1
P00893,NZ_STEB01000010.1
P00893,YP_025294.2
P00893,NC_000913.3
P0ADG1,NP_418217.1
P0ADG1,NC_000913.3
P0ADG1,WP_000983255.1
P0ADG1,NZ_STEB01000021.1
P0ADF8,NP_418126.1
P0ADF8,NC_000913.3
P0ADF8,WP_001181706.1
P0ADF8,NZ_STEB01000015.1
C1P619,WP_001387183.1
C1P619,NZ_STEB01000021.1
C1P619,YP_002791259.1
C1P619,NC_000913.3
P05827,NP_418221.1
P05827,NC_000913.3
P05827,WP_000365791.1
P05827,NZ_SSZK01000025.1
P0ADG7,NP_417003.1
P0ADG7,NC_000913.3
P0ADG7,WP_001299507.1
P0ADG7,NZ_STEB01000011.1
P27294,NP_416740.1
P27294,NC_000913.3
P27294,WP_000301050.1
P27294,NZ_LN832404.1
P0AEW6,NP_415010.1
P0AEW6,NC_000913.3
P0AEW6,WP_000671574.1
P0AEW6,NZ_STEB01000007.1
P0CE57,NP_414793.1
P0CE57,NC_000913.3
P0CE57,NP_415084.1
P0CE57,NP_415189.1
P0CE57,NP_415847.1
P0CE57,NP_416535.1
P0CE57,NP_416696.1
P0CE57,NP_417456.1
P0CE57,NP_417685.1
P0CE57,NP_417962.1
P0CE57,WP_000019403.1
P0CE57,NZ_SSZK01000120.1
P0CE58,NP_414793.1
P0CE58,NC_000913.3
P0CE58,NP_415084.1
P0CE58,NP_415189.1
P0CE58,NP_415847.1
P0CE58,NP_416535.1
P0CE58,NP_416696.1
P0CE58,NP_417456.1
P0CE58,NP_417685.1
P0CE58,NP_417962.1
P0CE58,WP_000019403.1
P0CE58,NZ_SSZK01000120.1
P0CE59,WP_000019403.1
P0CE59,NZ_SSZK01000120.1
P0CE60,WP_000019403.1
P0CE60,NZ_SSZK01000120.1
P0CE61,WP_000019403.1
P0CE61,NZ_SSZK01000120.1
P0CE62,WP_000019403.1
P0CE62,NZ_SSZK01000120.1
P0CE63,WP_000019403.1
P0CE63,NZ_SSZK01000120.1
P0CE64,WP_000019403.1
P0CE64,NZ_SSZK01000120.1
P0CE65,WP_000019403.1
P0CE65,NZ_SSZK01000120.1
A0A385XJE6,NP_414793.1
A0A385XJE6,NC_000913.3
A0A385XJE6,NP_415084.1
A0A385XJE6,NP_415189.1
A0A385XJE6,NP_415847.1
A0A385XJE6,NP_416535.1
A0A385XJE6,NP_416696.1
A0A385XJE6,NP_417456.1
A0A385XJE6,NP_417685.1
A0A385XJE6,NP_417962.1
A0A385XJE6,WP_000019403.1
A0A385XJE6,NZ_SSZK01000120.1
P0CF07,NP_414563.1
P0CF07,NC_000913.3
P0CF07,NP_416408.1
P0CF07,NP_417901.1
P0CF07,YP_001816554.1
P0CF07,NC_010558.1
P0CF07,YP_001816567.1
P0CF07,YP_002527490.1
P0CF07,NC_011964.1
P0CF07,YP_003937745.1
P0CF07,NC_014615.1
P0CF07,YP_004422909.1
P0CF07,NC_015472.1
P0CF07,YP_444026.1
P0CF07,NC_007675.1
P0CF07,YP_444042.1
P0CF08,NP_414799.1
P0CF08,NC_000913.3
P0CF08,NP_414809.1
P0CF08,NP_862965.1
P0CF08,NC_004998.1
P0CF08,NP_863031.1
P0CF08,NP_957637.1
P0CF08,NC_005327.1
P0CF08,YP_001096420.1
P0CF08,NC_009133.1
P0CF08,YP_001096518.1
P0CF08,YP_001816581.1
P0CF08,NC_010558.1
P0CF08,YP_001816635.1
P0CF08,YP_002527566.1
P0CF08,NC_011964.1
P0CF08,YP_003108318.1
P0CF08,NC_013122.1
P0CF08,YP_006953891.1
P0CF08,NC_019090.1
P0CF08,YP_006954228.1
P0CF08,NC_019095.1
P0CF08,YP_006990704.1
P0CF08,NC_019424.1
P0CF08,YP_007447506.1
P0CF08,NC_020278.2
P0CF08,YP_009071497.1
P0CF08,NC_025183.1
P0CF08,YP_588445.1
P0CF09,NP_414799.1
P0CF09,NC_000913.3
P0CF09,NP_414809.1
P0CF09,NP_862965.1
P0CF09,NC_004998.1
P0CF09,NP_863031.1
P0CF09,NP_957637.1
P0CF09,NC_005327.1
P0CF09,YP_001096420.1
P0CF09,NC_009133.1
P0CF09,YP_001096518.1
P0CF09,YP_001816581.1
P0CF09,NC_010558.1
P0CF09,YP_001816635.1
P0CF09,YP_002527566.1
P0CF09,NC_011964.1
P0CF09,YP_003108318.1
P0CF09,NC_013122.1
P0CF09,YP_006953891.1
P0CF09,NC_019090.1
P0CF09,YP_006954228.1
P0CF09,NC_019095.1
P0CF09,YP_006990704.1
P0CF09,NC_019424.1
P0CF09,YP_007447506.1
P0CF09,NC_020278.2
P0CF09,YP_009071497.1
P0CF09,NC_025183.1
P0CF09,YP_588445.1
P0CF10,NP_414799.1
P0CF10,NC_000913.3
P0CF10,NP_414809.1
P0CF10,NP_862965.1
P0CF10,NC_004998.1
P0CF10,NP_863031.1
P0CF10,NP_957637.1
P0CF10,NC_005327.1
P0CF10,YP_001096420.1
P0CF10,NC_009133.1
P0CF10,YP_001096518.1
P0CF10,YP_001816581.1
P0CF10,NC_010558.1
P0CF10,YP_001816635.1
P0CF10,YP_002527566.1
P0CF10,NC_011964.1
P0CF10,YP_003108318.1
P0CF10,NC_013122.1
P0CF10,YP_006953891.1
P0CF10,NC_019090.1
P0CF10,YP_006954228.1
P0CF10,NC_019095.1
P0CF10,YP_006990704.1
P0CF10,NC_019424.1
P0CF10,YP_007447506.1
P0CF10,NC_020278.2
P0CF10,YP_009071497.1
P0CF10,NC_025183.1
P0CF10,YP_588445.1
P0CF11,NP_414563.1
P0CF11,NC_000913.3
P0CF11,NP_416408.1
P0CF11,NP_417901.1
P0CF12,NP_414563.1
P0CF12,NC_000913.3
P0CF12,NP_416408.1
P0CF12,NP_417901.1
P0CF12,YP_001816554.1
P0CF12,NC_010558.1
P0CF12,YP_001816567.1
P0CF12,YP_002527490.1
P0CF12,NC_011964.1
P0CF12,YP_003937745.1
P0CF12,NC_014615.1
P0CF12,YP_004422909.1
P0CF12,NC_015472.1
P0CF12,YP_444026.1
P0CF12,NC_007675.1
P0CF12,YP_444042.1
P19767,NP_418714.1
P19767,NC_000913.3
A0A385XJ53,NP_414563.1
A0A385XJ53,NC_000913.3
A0A385XJ53,NP_416408.1
A0A385XJ53,NP_417901.1
P0CF25,NP_414562.1
P0CF25,NC_000913.3
P0CF25,NP_416407.1
P0CF25,NP_417902.1
P0CF26,NP_414798.1
P0CF26,NC_000913.3
P0CF26,NP_414808.1
P0CF27,NP_414798.1
P0CF27,NC_000913.3
P0CF27,NP_414808.1
P57998,NP_415508.1
P57998,NC_000913.3
P0CF28,NP_414562.1
P0CF28,NC_000913.3
P0CF28,NP_416407.1
P0CF28,NP_417902.1
P0CF29,NP_414562.1
P0CF29,NC_000913.3
P0CF29,NP_416407.1
P0CF29,NP_417902.1
A0A385XJL4,NP_414562.1
A0A385XJL4,NC_000913.3
A0A385XJL4,NP_416407.1
A0A385XJL4,NP_417902.1
P0CF40,NP_414894.2
P0CF40,NC_000913.3
P0CF40,NP_415921.2
P0CF40,NP_417338.3
P0CF40,NP_417516.3
P0CF40,NP_418692.2
P0CF40,YP_026163.2
P0CF41,NP_414894.2
P0CF41,NC_000913.3
P0CF41,NP_415921.2
P0CF41,NP_417338.3
P0CF41,NP_417516.3
P0CF41,NP_418692.2
P0CF41,YP_026163.2
P0CF42,NP_414894.2
P0CF42,NC_000913.3
P0CF42,NP_415921.2
P0CF42,NP_417338.3
P0CF42,NP_417516.3
P0CF42,NP_418692.2
P0CF42,YP_026163.2
P0CF43,NP_414894.2
P0CF43,NC_000913.3
P0CF43,NP_415921.2
P0CF43,NP_417338.3
P0CF43,NP_417516.3
P0CF43,NP_418692.2
P0CF43,YP_026163.2
P0CF44,NP_414894.2
P0CF44,NC_000913.3
P0CF44,NP_415921.2
P0CF44,NP_417338.3
P0CF44,NP_417516.3
P0CF44,NP_418692.2
P0CF44,YP_026163.2
P0CF45,NP_414894.2
P0CF45,NC_000913.3
P0CF45,NP_415921.2
P0CF45,NP_417338.3
P0CF45,NP_417516.3
P0CF45,NP_418692.2
P0CF45,YP_026163.2
P0CF46,NP_061400.3
P0CF46,NC_002483.1
P0CF53,NP_061399.1
P0CF53,NC_002483.1
P0CF53,NP_414895.1
P0CF53,NC_000913.3
P0CF53,NP_415920.1
P0CF53,NP_416500.1
P0CF53,NP_417337.1
P0CF53,NP_417517.1
P0CF53,NP_418693.1
P0CF53,WP_000376502.1
P0CF53,YP_424823.1
P0CF53,NC_007635.1
P0CF54,NP_061399.1
P0CF54,NC_002483.1
P0CF54,NP_414895.1
P0CF54,NC_000913.3
P0CF54,NP_415920.1
P0CF54,NP_416500.1
P0CF54,NP_417337.1
P0CF54,NP_417517.1
P0CF54,NP_418693.1
P0CF54,WP_000376502.1
P0CF55,NP_061399.1
P0CF55,NC_002483.1
P0CF55,NP_414895.1
P0CF55,NC_000913.3
P0CF55,NP_415920.1
P0CF55,NP_416500.1
P0CF55,NP_417337.1
P0CF55,NP_417517.1
P0CF55,NP_418693.1
P0CF55,WP_000376502.1
P0CF56,NP_061399.1
P0CF56,NC_002483.1
P0CF56,NP_414895.1
P0CF56,NC_000913.3
P0CF56,NP_415920.1
P0CF56,NP_416500.1
P0CF56,NP_417337.1
P0CF56,NP_417517.1
P0CF56,NP_418693.1
P0CF56,WP_000376502.1
P0CF56,YP_424823.1
P0CF56,NC_007635.1
P0CF57,NP_061399.1
P0CF57,NC_002483.1
P0CF57,NP_414895.1
P0CF57,NC_000913.3
P0CF57,NP_415920.1
P0CF57,NP_416500.1
P0CF57,NP_417337.1
P0CF57,NP_417517.1
P0CF57,NP_418693.1
P0CF57,WP_000376502.1
P0CF58,NP_061399.1
P0CF58,NC_002483.1
P0CF58,NP_414895.1
P0CF58,NC_000913.3
P0CF58,NP_415920.1
P0CF58,NP_416500.1
P0CF58,NP_417337.1
P0CF58,NP_417517.1
P0CF58,NP_418693.1
P0CF58,WP_000376502.1
P0CF58,YP_424823.1
P0CF58,NC_007635.1
P0CF59,NP_061399.1
P0CF59,NC_002483.1
P0CF59,WP_000376502.1
P0CF66,NP_061380.1
P0CF66,NC_002483.1
P0CF66,NP_061395.1
P0CF66,NP_414832.2
P0CF66,NC_000913.3
P0CF66,NP_414907.2
P0CF66,NP_415072.2
P0CF66,NP_415546.2
P0CF66,NP_416592.2
P0CF66,WP_000169527.1
P0CF66,NZ_CP011343.2
P0CF67,NP_061380.1
P0CF67,NC_002483.1
P0CF67,NP_061395.1
P0CF67,NP_414832.2
P0CF67,NC_000913.3
P0CF67,NP_414907.2
P0CF67,NP_415072.2
P0CF67,NP_415546.2
P0CF67,NP_416592.2
P0CF67,WP_000169527.1
P0CF67,NZ_CP011343.2
P0CF68,NP_061380.1
P0CF68,NC_002483.1
P0CF68,NP_061395.1
P0CF68,NP_414832.2
P0CF68,NC_000913.3
P0CF68,NP_414907.2
P0CF68,NP_415072.2
P0CF68,NP_415546.2
P0CF68,NP_416592.2
P0CF68,WP_000169527.1
P0CF68,NZ_CP011343.2
P0CF69,NP_061380.1
P0CF69,NC_002483.1
P0CF69,NP_061395.1
P0CF69,NP_414832.2
P0CF69,NC_000913.3
P0CF69,NP_414907.2
P0CF69,NP_415072.2
P0CF69,NP_415546.2
P0CF69,NP_416592.2
P0CF69,WP_000169527.1
P0CF69,NZ_CP011343.2
P0CF70,NP_061380.1
P0CF70,NC_002483.1
P0CF70,NP_061395.1
P0CF70,NP_414832.2
P0CF70,NC_000913.3
P0CF70,NP_414907.2
P0CF70,NP_415072.2
P0CF70,NP_415546.2
P0CF70,NP_416592.2
P0CF70,WP_000169527.1
P0CF70,NZ_CP011343.2
P0CF71,NP_061380.1
P0CF71,NC_002483.1
P0CF71,NP_061395.1
P0CF71,WP_000169527.1
P0CF71,NZ_CP011343.2
P0CF72,NP_061380.1
P0CF72,NC_002483.1
P0CF72,NP_061395.1
P0CF72,WP_000169527.1
P0CF72,NZ_CP011343.2
P0CF79,NP_061381.1
P0CF79,NC_002483.1
P0CF79,NP_414833.1
P0CF79,NC_000913.3
P0CF79,NP_414906.1
P0CF79,NP_415073.1
P0CF79,NP_415545.1
P0CF79,NP_416593.1
P0CF79,WP_000878218.1
P0CF79,NZ_CP011343.2
P0CF80,NP_061381.1
P0CF80,NC_002483.1
P0CF80,NP_414833.1
P0CF80,NC_000913.3
P0CF80,NP_414906.1
P0CF80,NP_415073.1
P0CF80,NP_415545.1
P0CF80,NP_416593.1
P0CF80,WP_000878218.1
P0CF80,NZ_CP011343.2
P0CF81,NP_061381.1
P0CF81,NC_002483.1
P0CF81,NP_414833.1
P0CF81,NC_000913.3
P0CF81,NP_414906.1
