UniprotID,Protein_Accession
Q8BMC4,NM_026403.3
Q9CX66,NP_080855.1
Q9CX66,NM_026579.3
Q9Z0J4-1,NP_032738.1
Q9Z0J4-1,NM_008712.3
Q9Z0J4,XP_017176196.1
Q9Z0J4,XM_017320707.1
P29477,NP_001300850.1
P29477,NM_001313921.1
P29477,NP_001300851.1
P29477,NM_001313922.1
P29477,NP_035057.1
P29477,NM_010927.4
P70313,NP_032739.3
P70313,NM_008713.4
Q9D6T0-2,NP_001157156.1
Q9D6T0-2,NM_001163684.1
Q9D6T0-1,NP_079809.1
Q9D6T0-1,NM_025533.3
Q9D6T0-1,XP_017167721.1
Q9D6T0-1,XM_017312232.1
Q6WKZ7,NP_853525.3
Q6WKZ7,NM_181547.3
Q01705-1,NP_032740.3
Q01705-1,NM_008714.3
O35516-1,NP_035058.2
O35516-1,NM_010928.2
Q61982,NP_032742.1
Q61982,NM_008716.2
P31695,NP_035059.2
P31695,NM_010929.2
Q5TIS6,NP_001007473.1
Q5TIS6,NM_001007472.2
Q8R116-1,NP_780472.3
Q8R116-1,NM_175263.4
Q8R116,XP_011247616.1
Q8R116,XM_011249314.2
Q9JKN6,NP_067336.1
Q9JKN6,NM_021361.1
A0A1W2P872-1,NP_001025048.2
A0A1W2P872-1,NM_001029877.3
Q8CIZ9-2,NP_757340.1
Q8CIZ9-2,NM_172203.2
Q8CIZ9-1,XP_006528578.1
Q8CIZ9-1,XM_006528515.3
Q672J9,NP_945196.2
Q672J9,NM_198958.2
Q9JHI8-1,NP_056575.1
Q9JHI8-1,NM_015760.5
Q9JHI8-4,XP_006508075.1
Q9JHI8-4,XM_006508012.1
Q8CJ00-2,NP_001157098.1
Q8CJ00-2,NM_001163626.1
Q8CJ00-1,NP_757341.3
Q8CJ00-1,NM_172204.4
Q8VCM2-1,NP_082264.2
Q8VCM2-1,NM_027988.4
Q8VCM2,XP_006525012.1
Q8VCM2,XM_006524949.2
Q8VCM2,XP_011244931.1
Q8VCM2,XM_011246629.2
P28656,NP_056596.1
P28656,NM_015781.4
P51860,NP_032697.2
P51860,NM_008671.2
Q794H2,NP_620081.1
Q794H2,NM_138742.1
Q78ZA7,NP_001272418.1
Q78ZA7,NM_001285489.1
Q78ZA7,NP_001272419.1
Q78ZA7,NM_001285490.1
Q78ZA7,NP_032698.1
Q78ZA7,NM_008672.3
Q9JJF0,NP_067407.1
Q9JJF0,NM_021432.2
Q571H0,NP_083773.1
Q571H0,NM_029497.1
Q91WC7,NP_663444.2
Q91WC7,NM_145469.5
Q8BGN5,NP_083271.1
Q8BGN5,NM_028995.3
Q8BGN5,XP_017175906.1
Q8BGN5,XM_017320417.1
P97459,NP_032744.1
P97459,NM_008718.2
P97459,XP_017177510.1
P97459,XM_017322021.1
P97460,NP_032745.2
P97460,NM_008719.2
Q8BGD7,NP_705781.1
Q8BGD7,NM_153553.5
Q8BGD7,XP_006531783.1
Q8BGD7,XM_006531720.3
Q8BGD7,XP_006531784.1
Q8BGD7,XM_006531721.3
Q8BGD7,XP_011246921.1
Q8BGD7,XM_011248619.2
Q8BMA5,NP_001074621.1
Q8BMA5,NM_001081152.1
P49681,NP_034472.1
P49681,NM_010342.1
Q8K4P1,NP_695020.1
Q8K4P1,NM_153288.3
O35604,NP_032746.2
O35604,NM_008720.2
Q9Z0J0,NP_075898.1
Q9Z0J0,NM_023409.4
Q64322,NP_032747.2
Q64322,NM_008721.4
Q924H0,NP_573455.2
Q924H0,NM_133192.3
Q924H0,XP_017176078.1
Q924H0,XM_017320589.1
Q9WVA8,NP_061257.1
Q9WVA8,NM_018787.1
Q9QZS7-1,NP_062332.2
Q9QZS7-1,NM_019459.2
Q9QZS7-2,XP_011248949.1
Q9QZS7-2,XM_011250647.1
Q9QY53,NP_058598.1
Q9QY53,NM_016902.4
Q7TNH6-1,NP_082997.3
Q7TNH6-1,NM_028721.3
Q7TNH6-2,NP_766048.1
Q7TNH6-2,NM_172460.1
P59240,NP_700473.2
P59240,NM_153424.2
P59240,XP_006538935.1
P59240,XM_006538872.3
P59240,XP_006538936.1
P59240,XM_006538873.3
P60670-1,NP_001181952.1
P60670-1,NM_001195023.1
P60670-2,NP_955763.1
P60670-2,NM_199469.2
Q9DCJ9,NP_083025.1
Q9DCJ9,NM_028749.1
Q80W85,NP_851990.2
Q80W85,NM_181345.3
Q80W85,XP_006519206.1
Q80W85,XM_006519143.2
Q80W85,XP_006519208.1
Q80W85,XM_006519145.3
Q80W85,XP_006519209.1
Q80W85,XM_006519146.3
Q80W85,XP_006519210.1
Q80W85,XM_006519147.2
Q80W85,XP_011243393.1
Q80W85,XM_011245091.2
Q80W85,XP_017171550.1
Q80W85,XM_017316061.1
Q9CPP0,NP_032749.1
Q9CPP0,NM_008723.1
Q61937,NP_032748.1
Q61937,NM_008722.3
Q91V88-1,NP_001025007.1
Q91V88-1,NM_001029836.2
Q91V88-4,NP_001274030.1
Q91V88-4,NM_001287101.1
Q91V88-3,NP_001274031.1
Q91V88-3,NM_001287102.1
Q91V88-2,NP_277060.2
Q91V88-2,NM_033525.3
Q9WUE4,NP_061367.1
Q9WUE4,NM_018879.2
Q8VIJ8,NP_001271288.1
Q8VIJ8,NM_001284359.1
Q8VIJ8,NP_001271289.1
Q8VIJ8,NM_001284360.1
Q8VIJ8,NP_853547.1
Q8VIJ8,NM_181569.3
Q9CQE1,NP_079899.1
Q9CQE1,NM_025623.3
Q8BZP8,NP_783609.1
Q8BZP8,NM_175678.3
Q8BZP8,XP_017168906.1
Q8BZP8,XM_017313417.1
P0C0P8,NP_001157083.1
P0C0P8,NM_001163611.1
Q61983,NP_001164109.1
Q61983,NM_001170638.1
Q61983,NP_033224.3
Q61983,NM_009198.3
Q9DBP0,NP_035532.2
Q9DBP0,NM_011402.3
Q80SU6,NP_543130.2
Q80SU6,NM_080854.3
Q80SU6,XP_006497740.1
Q80SU6,XM_006497677.1
Q80SU6,XP_006497741.1
Q80SU6,XM_006497678.1
Q5SZA1-2,NP_659085.1
Q5SZA1-2,NM_144836.2
Q5SZA1-1,XP_006516711.1
Q5SZA1-1,XM_006516648.3
Q5SZA1-2,XP_006516715.1
Q5SZA1-2,XM_006516652.2
P97300-3,NP_001280602.1
P97300-3,NM_001293673.1
P97300-1,NP_033171.2
P97300-1,NM_009145.2
P97300-2,XP_006510945.1
P97300-2,XM_006510882.1
P97300-2,XP_006510946.1
P97300-2,XM_006510883.1
Q62443,NP_032756.1
Q62443,NM_008730.2
O70340,NP_058069.1
O70340,NM_016789.3
Q9ESQ8-1,NP_068692.1
Q9ESQ8-1,NM_021892.1
Q04573-1,NP_035064.1
Q04573-1,NM_010934.4
Q04573-1,XP_006509657.1
Q04573-1,XM_006509594.3
Q04573-1,XP_006509658.1
Q04573-1,XM_006509595.3
Q04573,XP_006509659.1
Q04573,XM_006509596.3
Q04573-1,XP_017168103.1
Q04573-1,XM_017312614.1
P97295,NP_032757.2
P97295,NM_008731.3
P97295,XP_006501178.1
P97295,XM_006501115.1
P97295,XP_006501179.1
P97295,XM_006501116.1
Q61041,NP_032945.3
Q61041,NM_008919.4
O70342,NP_057917.2
O70342,NM_016708.3
O70342,XP_006509661.1
O70342,XM_006509598.3
O70342,XP_006509662.1
O70342,XM_006509599.3
Q61212,NP_035065.1
Q61212,NM_010935.3
P57774,NP_075945.1
P57774,NM_023456.3
Q64669,NP_032732.3
Q64669,NM_008706.5
Q9JI75,NP_001156713.1
Q9JI75,NM_001163241.1
Q9JI75,NP_001156714.1
Q9JI75,NM_001163242.1
Q9JI75,NP_064678.1
Q9JI75,NM_020282.3
Q9JI75,XP_006516637.1
Q9JI75,XM_006516574.3
Q61066,NP_031456.1
Q61066,NM_007430.5
Q62227,NP_035980.1
Q62227,NM_011850.3
Q3UV55,NP_663409.2
Q3UV55,NM_145434.4
Q60674,NP_035714.3
Q60674,NM_011584.4
Q60644,NP_001272446.1
Q60644,NM_001285517.1
Q60644,NP_001272447.1
Q60644,NM_001285518.1
Q60644,NP_001272448.1
Q60644,NM_001285519.1
Q60644,NP_033499.1
Q60644,NM_009473.3
Q60644,XP_006540867.1
Q60644,XM_006540804.3
Q9Z0Y9,NP_001171201.1
Q9Z0Y9,NM_001177730.1
Q9Z0Y9,NP_038867.2
Q9Z0Y9,NM_013839.4
Q9Z0Y9,XP_006499229.1
Q9Z0Y9,XM_006499166.2
Q9Z0Y9,XP_006499230.1
Q9Z0Y9,XM_006499167.2
Q9Z0Y9,XP_006499231.1
Q9Z0Y9,XM_006499168.3
Q60641-3,NP_001156976.1
Q60641-3,NM_001163504.1
Q60641-1,NP_001157172.1
Q60641-1,NM_001163700.1
Q60641-3,XP_006513454.1
Q60641-3,XM_006513391.3
Q60641-4,XP_006513456.1
Q60641-4,XM_006513393.3
O54915-2,NP_001091874.1
O54915-2,NM_001098404.1
O54915-1,NP_035066.1
O54915-1,NM_010936.3
O54915-1,XP_006521909.1
O54915-1,XM_006521846.3
O54915-1,XP_006521911.1
O54915-1,XM_006521848.3
O35627-2,NP_001229991.1
O35627-2,NM_001243062.1
O35627,NP_001229992.1
O35627,NM_001243063.1
O35627-1,NP_033933.2
O35627-1,NM_009803.5
Q505F1-1,NP_035759.3
Q505F1-1,NM_011629.3
Q505F1-1,XP_006513655.1
Q505F1-1,XM_006513592.2
P49117,NP_001334271.1
P49117,NM_001347342.1
P49117,NP_035760.1
P49117,NM_011630.3
P49117,XP_006505967.1
P49117,XM_006505904.3
P49117,XP_006505968.1
P49117,XM_006505905.3
P49117,XP_006505969.1
P49117,XM_006505906.3
Q3TV70,NP_001020757.1
Q3TV70,NM_001025586.2
Q3TV70,NP_001020758.1
Q3TV70,NM_001025587.2
Q64104,NP_689415.1
Q64104,NM_152229.2
Q9QXZ7,NP_038736.1
Q9QXZ7,NM_013708.4
P43136,NP_034280.2
P43136,NM_010150.2
P12813,NP_034574.1
P12813,NM_010444.2
P12813,XP_006520518.1
P12813,XM_006520455.1
P12813,XP_006520519.1
P12813,XM_006520456.1
P12813,XP_006520521.1
P12813,XM_006520458.1
P12813,XP_006520522.1
P12813,XM_006520459.3
P12813,XP_017171925.1
P12813,XM_017316436.1
Q06219-1,NP_001132981.1
Q06219-1,NM_001139509.1
Q06219-1,NP_038641.1
Q06219-1,NM_013613.2
Q06219-1,XP_011237335.1
Q06219-1,XM_011239033.2
Q06219-1,XP_011237336.1
Q06219-1,XM_011239034.2
Q9QZB6-2,NP_001294918.1
Q9QZB6-2,NM_001307989.1
Q9QZB6-1,NP_056558.1
Q9QZB6-1,NM_015743.3
Q9QZB6-1,XP_006537719.1
Q9QZB6-1,XM_006537656.3
Q9QZB6-1,XP_006537720.1
Q9QZB6-1,XM_006537657.3
Q9QZB6-1,XP_006537721.1
Q9QZB6-1,XM_006537658.1
P45448,NP_109601.1
P45448,NM_030676.3
Q64249-3,NP_001153020.1
Q64249-3,NM_001159548.1
Q64249-1,NP_034394.1
Q64249-1,NM_010264.4
Q8BNX7,NP_796013.1
Q8BNX7,NM_177039.4
Q8BNX7,XP_006516043.1
Q8BNX7,XM_006515980.3
Q8BNX7,XP_006516044.1
Q8BNX7,XM_006515981.3
Q8CJ26,NP_080288.1
Q8CJ26,NM_026012.2
P41251,NP_038640.2
P41251,NM_013612.2
P49282-2,NP_001139633.1
P49282-2,NM_001146161.1
P49282-1,NP_032758.2
P49282-1,NM_008732.2
P49282-1,XP_006520640.1
P49282-1,XM_006520577.3
P49282-1,XP_006520641.1
P49282-1,XM_006520578.3
P49282-4,XP_011243789.1
P49282-4,XM_011245487.2
Q80XB4,NP_001273481.1
Q80XB4,NM_001286552.1
Q80XB4-1,NP_032759.3
Q80XB4-1,NM_008733.4
Q80XB4-2,NP_932307.2
Q80XB4-2,NM_198059.3
Q80XB4-4,XP_006526811.1
Q80XB4-4,XM_006526748.3
Q91ZA8-1,NP_080256.2
Q91ZA8-1,NM_025980.2
Q8VCQ3,NP_001031370.1
Q8VCQ3,NM_001036293.2
Q91V36,NP_659096.1
Q91V36,NM_144847.1
Q91V36,XP_006520835.1
Q91V36,XM_006520772.3
Q99J45,NP_671734.1
Q99J45,NM_147201.2
Q810U4-2,NP_001139503.1
Q810U4-2,NM_001146031.1
Q810U4-1,NP_795904.3
Q810U4-1,NM_176930.4
Q8BHG1,NP_666262.2
Q8BHG1,NM_146150.2
Q80XC6,NP_001277232.1
Q80XC6,NM_001290303.1
Q07475,NP_001103458.1
Q07475,NM_001109988.1
Q07475,NP_001103459.1
Q07475,NM_001109989.2
Q07475,NP_001254646.1
Q07475,NM_001267717.1
Q07475,NP_444308.1
Q07475,NM_053078.4
Q9WU00-1,NP_001157698.1
Q9WU00-1,NM_001164226.1
Q9WU00-1,NP_035068.3
Q9WU00-1,NM_010938.4
Q9WU00,XP_017176933.1
Q9WU00,XM_017321444.1
Q9WU00,XP_017176934.1
Q9WU00,XM_017321445.1
Q6DR98,XP_006509143.1
Q6DR98,XM_006509080.3
O35181,NP_032760.1
O35181,NM_008734.3
Q9WTX4-1,NP_114391.1
Q9WTX4-1,NM_032002.2
Q9WTX4-1,XP_017169193.1
Q9WTX4-1,XM_017313704.1
Q9WTX4-1,XP_017169194.1
Q9WTX4-1,XM_017313705.1
Q9WTX4-1,XP_017169195.1
Q9WTX4-1,XM_017313706.1
Q923B3,NP_075357.4
Q923B3,NM_022981.4
Q923B3,XP_006540338.1
Q923B3,XM_006540275.3
Q8CBD1,NP_775616.1
Q8CBD1,NM_173440.2
Q8CBD1,XP_006523113.1
Q8CBD1,XM_006523050.2
Q8CBD1,XP_006523114.1
Q8CBD1,XM_006523051.3
Q8CBD1,XP_006523117.1
Q8CBD1,XM_006523054.2
Q8CBD1,XP_017172509.1
Q8CBD1,XM_017317020.1
Q9JHR9-1,NP_001156330.1
Q9JHR9-1,NM_001162858.1
Q9JHR9-2,NP_068363.2
Q9JHR9-2,NM_021717.2
Q9JJR9,NP_065635.1
Q9JJR9,NM_020610.1
Q91W63,NP_663472.1
Q91W63,NM_145497.2
Q9D7C9,NP_081396.1
Q9D7C9,NM_027120.2
Q9R0G8,NP_038752.2
Q9R0G8,NM_013724.2
P54846,NP_001129546.1
P54846,NM_001136074.2
P54846,NP_001258845.1
P54846,NM_001271916.1
P54846,NP_001258846.1
P54846,NM_001271917.1
P54846,NP_032762.1
P54846,NM_008736.3
Q8VC65,NP_598883.1
Q8VC65,NM_134122.2
Q8C4W3-2,NP_001288103.1
Q8C4W3-2,NM_001301174.1
Q8C4W3-1,NP_778189.1
Q8C4W3-1,NM_175024.4
Q8CFV4,NP_705757.1
Q8CFV4,NM_153529.2
P97333,NP_032763.2
P97333,NM_008737.2
P97333,XP_006530829.1
P97333,XM_006530766.3
O35375-1,NP_001070871.1
O35375-1,NM_001077403.1
P97799,NP_033539.1
P97799,NM_009513.2
P97799,XP_011242608.1
P97799,XM_011244306.2
P97799,XP_017170992.1
P97799,XM_017315503.1
Q5HZK2,NP_001009948.1
Q5HZK2,NM_001009948.1
P97463,NP_032764.1
P97463,NM_008738.3
P97463,XP_006523864.1
P97463,XM_006523801.2
Q9CS84-6,NP_001333891.1
Q9CS84-6,NM_001346962.1
Q9CS84-2,NP_064648.3
Q9CS84-2,NM_020252.3
Q9CS84,NP_796258.2
Q9CS84,NM_177284.2
Q9CS84-3,XP_006523874.1
Q9CS84-3,XM_006523811.3
Q9CS84-4,XP_006523875.1
Q9CS84-4,XM_006523812.3
Q9CS84-5,XP_006523879.1
Q9CS84-5,XM_006523816.3
P0DI97-1,NP_001333888.1
P0DI97-1,NM_001346959.1
Q6P9K9-1,NP_001185516.2
Q6P9K9-1,NM_001198587.3
Q6P9K9-2,NP_766132.2
Q6P9K9-2,NM_172544.3
Q6P9K9-1,XP_006515620.1
Q6P9K9-1,XM_006515557.1
Q8C985-1,NP_001239003.1
Q8C985-1,NM_001252074.2
Q920Q8-2,NP_001034600.1
Q920Q8-2,NM_001039511.1
Q920Q8-4,NP_001034601.1
Q920Q8-4,NM_001039512.1
Q920Q8-1,NP_473443.2
Q920Q8-1,NM_054102.2
Q9CR47,NP_067527.3
Q9CR47,NM_021552.5
Q8BVE8-2,NP_001074571.2
Q8BVE8-2,NM_001081102.2
Q8BVE8-1,NP_780440.2
Q8BVE8-1,NM_175231.2
Q8BVE8-2,XP_006503721.1
Q8BVE8-2,XM_006503658.3
Q8BVE8-2,XP_006503722.1
Q8BVE8-2,XM_006503659.3
Q8BVE8-1,XP_006503723.1
Q8BVE8-1,XM_006503660.3
Q8BVE8-2,XP_017176079.1
Q8BVE8-2,XM_017320590.1
Q6P2L6-2,NP_001001735.1
Q6P2L6-2,NM_001001735.2
Q6P2L6-2,NP_001295410.1
Q6P2L6-2,NM_001308481.1
Q6P2L6-4,NP_001295411.1
Q6P2L6-4,NM_001308482.1
Q9R1J0,NP_035071.3
Q9R1J0,NM_010941.3
Q9D720,NP_080606.2
Q9D720,NM_026330.3
Q9D720,XP_006508198.1
Q9D720,XM_006508135.3
Q9D720,XP_006508199.1
Q9D720,XM_006508136.2
Q9D720,XP_017167758.1
Q9D720,XM_017312269.1
Q91VT1-2,NP_001158076.1
Q91VT1-2,NM_001164604.1
Q91VT1-1,NP_081022.2
Q91VT1-1,NM_026746.3
Q9CPR8,NP_075728.1
Q9CPR8,NM_023239.4
Q9CZ44-1,NP_001278003.1
Q9CZ44-1,NM_001291074.1
Q9CZ44-3,NP_938085.1
Q9CZ44-3,NM_198326.3
P46460,NP_032766.2
P46460,NM_008740.4
Q62092,NP_035072.2
Q62092,NM_010942.3
Q62092,XP_006503836.1
Q62092,XM_006503773.1
P47759,NP_001277609.1
P47759,NM_001290680.1
P47759,NP_001277610.1
P47759,NM_001290681.1
P47759,NP_032767.1
P47759,NM_008741.4
Q9JJY3,NP_067466.1
Q9JJY3,NM_021491.3
Q9JJY3,XP_006531304.1
Q9JJY3,XM_006531241.3
Q9JJY3,XP_011246764.1
Q9JJY3,XM_011248462.1
Q9JJY3,XP_011246765.1
Q9JJY3,XM_011248463.2
Q6ZPR5-4,NP_001158081.1
Q6ZPR5-4,NM_001164609.1
Q6ZPR5-2,NP_001158082.1
Q6ZPR5-2,NM_001164610.1
Q6ZPR5-3,NP_001158083.1
Q6ZPR5-3,NM_001164611.1
Q6ZPR5-1,NP_084221.2
Q6ZPR5-1,NM_029945.3
Q6ZPR5-1,XP_006522785.1
Q6ZPR5-1,XM_006522722.2
D6MZJ6,NP_001182466.1
D6MZJ6,NM_001195537.1
O70572,NP_033239.1
O70572,NM_009213.2
Q99NF2-1,NP_001034475.1
Q99NF2-1,NM_001039386.1
Q99NF2-2,NP_001034476.1
Q99NF2-2,NM_001039387.1
Q99NF2,NP_001171125.1
Q99NF2,NM_001177654.1
Q99NF2,NP_001171126.1
Q99NF2,NM_001177655.1
Q99NF2-3,NP_064672.2
Q99NF2-3,NM_020276.3
Q5NCR9,NP_001012309.1
Q5NCR9,NM_001012309.2
Q1HFZ0-1,NP_663329.3
Q1HFZ0-1,NM_145354.5
Q8CCT7-1,NP_849256.1
Q8CCT7-1,NM_178925.3
Q9CZ57-1,NP_082418.1
Q9CZ57-1,NM_028142.4
Q8K4F6,NP_663389.2
Q8K4F6,NM_145414.2
Q7TS68,NP_001159413.1
Q7TS68,NM_001165941.1
Q7TS68,NP_083226.3
Q7TS68,NM_028950.4
Q14AW5,NP_001289762.1
Q14AW5,NM_001302833.1
Q14AW5-3,NP_001289763.1
Q14AW5-3,NM_001302834.1
Q14AW5,NP_081878.1
Q14AW5,NM_027602.2
Q9JM14,NP_056622.1
Q9JM14,NM_015807.1
Q8C5P5,NP_001334392.1
Q8C5P5,NM_001347463.1
Q8C5P5-1,NP_795942.2
Q8C5P5-1,NM_176968.5
Q3UHB1,NP_780540.2
Q3UHB1,NM_175331.3
Q8VCE6,NP_598790.1
Q8VCE6,NM_134029.2
Q8CHQ9,NP_444326.2
Q8CHQ9,NM_053096.3
Q9JIY8,NP_001032931.1
Q9JIY8,NM_001037842.3
Q9JIY8,NP_001188318.1
Q9JIY8,NM_001201389.1
Q9JIY8,XP_017177330.1
Q9JIY8,XM_017321841.1
E0CYR6,NP_001240839.2
E0CYR6,NM_001253910.2
E0CYR6,XP_006505282.1
E0CYR6,XM_006505219.2
Q9JHL0-1,NP_064428.1
Q9JHL0-1,NM_020044.3
Q9JHL0-2,NP_075253.2
Q9JHL0-2,NM_022964.4
Q9JHL0-1,XP_006504513.1
Q9JHL0-1,XM_006504450.2
Q9JHL0-1,XP_006504514.1
Q9JHL0-1,XM_006504451.3
Q9JHL0-2,XP_006504515.1
Q9JHL0-2,XM_006504452.2
Q64311,NP_035076.1
Q64311,NM_010946.4
Q80WB5,NP_084010.1
Q80WB5,NM_029734.2
P70172,NP_035518.1
P70172,NM_011388.3
Q3UEZ8,NP_775579.2
Q3UEZ8,NM_173403.2
Q5PT54,NP_001010834.1
Q5PT54,NM_001010834.2
Q5PT53-3,NP_001009981.1
Q5PT53-3,NM_001009981.2
Q5PT53-2,NP_001269037.1
Q5PT53-2,NM_001282108.1
Q5PT53-1,NP_084012.1
Q5PT53-1,NM_029736.2
O08705-1,NP_001171032.1
O08705-1,NM_001177561.1
O08705,NP_035517.1
O08705,NM_011387.2
O08705,XP_006515696.1
O08705,XM_006515633.3
P61971,NP_080808.1
P61971,NM_026532.3
P61971,XP_001474007.1
P61971,XM_001473957.5
P61971,XP_006531388.1
P61971,XM_006531325.3
P20181,NP_001157506.1
P20181,NM_001164034.1
P20181,NP_001157507.1
P20181,NM_001164035.1
P20181,NP_032768.1
P20181,NM_008742.3
P20181,XP_006505779.1
P20181,XM_006505716.2
Q80VU4,NP_937833.1
Q80VU4,NM_198190.1
Q80VU4,XP_006541375.1
Q80VU4,XM_006541312.3
Q80VU4,XP_006541376.1
Q80VU4,XM_006541313.2
Q80VU4,XP_011249221.1
Q80VU4,XM_011250919.2
O35980,NP_032769.2
O35980,NM_008743.2
Q8R2U4,NP_733480.1
Q8R2U4,NM_170592.2
Q8R2U4,XP_006498289.1
Q8R2U4,XM_006498226.3
B2RXM4,NP_001137428.1
B2RXM4,NM_001143956.1
Q8R4G0-2,NP_001156820.1
Q8R4G0-2,NM_001163348.1
Q8R4G0-3,NP_001156821.1
Q8R4G0-3,NM_001163349.1
Q8R4G0-4,NP_001156822.1
Q8R4G0-4,NM_001163350.1
Q8R4G0,NP_001156823.1
Q8R4G0,NM_001163351.1
Q8R4G0-1,NP_109624.1
Q8R4G0-1,NM_030699.2
Q8R4G0-5,NP_597995.1
Q8R4G0-5,NM_133488.1
Q8R4G0-7,XP_011238597.1
Q8R4G0-7,XM_011240295.2
Q8R4F1-3,NP_001292734.1
Q8R4F1-3,NM_001305805.1
Q8R4F1-2,NP_598007.1
Q8R4F1-2,NM_133500.2
Q8R4F1-1,NP_598008.1
Q8R4F1-1,NM_133501.2
Q9CQA9,NP_001297617.1
Q9CQA9,NM_001310688.1
Q9CQA9,NP_079912.1
Q9CQA9,NM_025636.5
O88319,NP_061236.1
O88319,NM_018766.2
P70310,NP_032773.2
P70310,NM_008747.2
Q3UFB7,NP_001028296.1
Q3UFB7,NM_001033124.1
P15209-1,NP_001020245.1
P15209-1,NM_001025074.2
P15209-1,NP_001269890.1
P15209-1,NM_001282961.1
P15209-2,NP_032771.1
P15209-2,NM_008745.3
P15209-1,XP_006517212.1
P15209-1,XM_006517149.3
P15209-2,XP_006517215.1
P15209-2,XM_006517152.3
P15209,XP_017170908.1
P15209,XM_017315419.1
P15209,XP_017170909.1
P15209,XM_017315420.1
Q6VNS1-1,NP_032772.3
Q6VNS1-1,NM_008746.5
Q6VNS1-3,NP_877961.1
Q6VNS1-3,NM_182809.2
Q8BH74,NP_598771.1
Q8BH74,NM_134010.2
Q8R0G9,NP_758492.2
Q8R0G9,NM_172288.2
Q99P88,NP_573490.3
Q99P88,NM_133227.3
Q9Z0W3-1,NP_067487.1
Q9Z0W3-1,NM_021512.2
Q9Z0W3-1,XP_006500031.1
Q9Z0W3-1,XM_006499968.3
Q6ZQH8,NP_938046.2
Q6ZQH8,NM_198304.2
P03888,NP_904328.1
P03888,NC_005089.1
P03888,YP_220550.1
P03888,NC_006914.1
Q80U93,NP_758472.2
Q80U93,NM_172268.2
P03893,NP_904329.1
P03893,NC_005089.1
P03899,NP_904335.1
P03899,NC_005089.1
P03899,YP_220557.1
P03899,NC_006914.1
P03903,NP_904336.1
P03903,NC_005089.1
P03911,NP_904337.1
P03911,NC_005089.1
P03921,NP_904338.1
P03921,NC_005089.1
P03925,NP_904339.1
P03925,NC_005089.1
Q4FZG9,NP_001092259.1
Q4FZG9,NM_001098789.1
Q641K5,NP_001004363.1
Q641K5,NM_001004363.1
Q8BZN4-1,NP_001181954.1
Q8BZN4-1,NM_001195025.1
Q8BZN4-2,NP_083054.1
Q8BZN4-2,NM_028778.4
P54729,NP_058016.2
P54729,NM_016736.3
Q9R060,NP_036085.1
Q9R060,NM_011955.2
Q9R061,NP_036086.1
Q9R061,NM_011956.3
Q9CWD8,NP_084036.2
Q9CWD8,NM_029760.2
Q02819,NP_001157134.1
Q02819,NM_001163662.1
Q02819,NP_032775.1
Q02819,NM_008749.2
Q02819,XP_006540759.1
Q02819,XM_006540696.2
Q02819,XP_017177513.1
Q02819,XM_017322024.1
P81117,NP_001123951.1
P81117,NM_001130479.2
P81117,XP_006508087.1
P81117,XM_006508024.2
P81117,XP_006508088.1
P81117,XM_006508025.2
O08600,NP_031957.1
O08600,NM_007931.1
Q80XU3,NP_001139276.1
Q80XU3,NM_001145804.1
Q80XU3,NP_780503.2
Q80XU3,NM_175294.3
P09405,NP_035010.3
P09405,NM_010880.3
P0C027,NP_001026834.1
P0C027,NM_001031664.1
P0C027,NP_067406.2
P0C027,NM_021431.2
P0C027,XP_006527609.1
P0C027,XM_006527546.2
P0C028,NP_001026834.1
P0C028,NM_001031664.1
P0C028,NP_067406.2
P0C028,NM_021431.2
P0C028,XP_006527609.1
P0C028,XM_006527546.2
Q9DCN1-1,NP_080773.1
Q9DCN1-1,NM_026497.2
Q8JZU0,NP_080617.2
Q8JZU0,NM_026341.2
Q8JZU0,XP_006519526.1
Q8JZU0,XM_006519463.2
Q9D142,NP_001303653.1
Q9D142,NM_001316724.1
Q9D142,NP_079675.1
Q9D142,NM_025399.4
Q8BG93,NP_766115.1
Q8BG93,NM_172527.2
Q8BG93,XP_017171430.1
Q8BG93,XM_017315941.1
Q6P3D0,NP_083661.2
Q6P3D0,NM_029385.2
Q9CWD3-2,NP_001156397.1
Q9CWD3-2,NM_001162925.1
Q9CWD3-1,NP_084370.1
Q9CWD3-1,NM_030094.1
Q3U2V3-1,NP_694776.2
Q3U2V3-1,NM_153136.4
Q3U2V3,XP_006518856.1
Q3U2V3,XM_006518793.2
P11930,NP_149071.2
P11930,NM_033080.2
Q9DD16,NP_080951.1
Q9DD16,NM_026675.2
Q6PIP5,NP_001107026.1
Q6PIP5,NM_001113554.1
Q6PIP5,NP_080425.3
Q6PIP5,NM_026149.4
Q9CQ48,NP_001277626.1
Q9CQ48,NM_001290697.1
Q9CQ48,NP_080299.4
Q9CQ48,NM_026023.5
Q8R1N4-1,NP_776109.1
Q8R1N4-1,NM_173748.4
Q8R1N4,XP_006514666.1
Q8R1N4,XM_006514603.2
O35685,NP_035078.1
O35685,NM_010948.3
Q9JI46,NP_062811.1
Q9JI46,NM_019837.2
Q8R2U6,NP_081998.3
Q8R2U6,NM_027722.4
Q9JKX6,NP_058614.1
Q9JKX6,NM_016918.3
Q9JKX6,XP_006497575.1
Q9JKX6,XM_006497512.3
Q9JKX6,XP_006497576.1
Q9JKX6,XM_006497513.3
Q8CH40,NP_705789.1
Q8CH40,NM_153561.3
Q99P30,NP_001277109.1
Q99P30,NM_001290180.1
