UniprotID,Protein_Accession
P38249,NP_009635.1
P38249,NM_001178427.1
P06103,NP_015006.3
P06103,NM_001183781.3
P32497,NP_014040.1
P32497,NM_001182820.1
Q04067,NP_010717.1
Q04067,NM_001180737.1
P40217,NP_013866.1
P40217,NM_001182648.1
Q05775,NP_013293.1
Q05775,NM_001182079.1
Q05050,NP_013744.1
Q05050,NM_001182527.1
Q03764,NP_010431.3
Q03764,NM_001180454.3
P36053,NP_012762.1
P36053,NM_001179726.1
Q12050,NP_014787.3
Q12050,NM_001183563.3
P32801,NP_012876.1
P32801,NM_001179614.1
P39540,NP_012339.1
P39540,NM_001181629.1
P25358,NP_009963.1
P25358,NM_001178748.1
P40319,NP_013476.3
P40319,NM_001182261.3
P53861,NP_014169.1
P53861,NM_001183068.1
Q03071,NP_015279.1
Q03071,NM_001183860.1
Q06706,NP_013488.3
Q06706,NM_001182273.3
P42935,NP_011716.3
P42935,NM_001181329.3
Q02908,NP_015239.1
Q02908,NM_001183900.1
Q02884,NP_015224.1
Q02884,NM_001183915.1
P38874,NP_012057.3
P38874,NM_001179318.3
Q04868,NP_014043.1
Q04868,NM_001182823.1
Q12025,NP_010341.3
Q12025,NM_001180364.3
P25574,NP_009884.1
P25574,NM_001178690.1
P47133,NP_012621.1
P47133,NM_001181745.1
P36039,NP_012715.3
P36039,NM_001179772.1
P53073,NP_011283.1
P53073,NM_001181097.1
P40540,NP_012237.1
P40540,NM_001179377.1
Q12431,NP_013087.1
Q12431,NM_001181834.1
Q04406,NP_010800.3
Q04406,NM_001180820.3
Q04409,NP_010804.3
Q04409,NM_001180824.3
P32803,NP_011315.3
P32803,NM_001181065.3
Q12396,NP_013181.1
Q12396,NM_001181967.1
P43555,NP_116606.1
P43555,NM_001179919.1
Q3E828,NP_878103.1
Q3E828,NM_001184532.1
P42842,NP_014086.1
P42842,NM_001183151.1
Q08299,NP_014484.1
Q08299,NM_001183411.1
P39013,NP_014315.1
P39013,NM_001182922.1
P53753,NP_014465.1
P53753,NM_001183244.1
Q12168,NP_013245.1
Q12168,NM_001182031.1
P00924,NP_011770.3
P00924,NM_001181383.3
P00925,NP_012044.1
P00925,NM_001179305.1
P32626,NP_010876.2
P32626,NM_001178853.1
P38333,NP_009806.3
P38333,NM_001178595.3
Q12518,NP_010120.1
Q12518,NM_001180221.1
Q05785,NP_013307.1
Q05785,NM_001182093.1
P47160,NP_012659.1
P47160,NM_001181783.1
Q07872,NP_013062.1
Q07872,NM_001181858.1
Q03769,NP_010437.3
Q03769,NM_001180460.3
Q99382,NP_013166.1
Q99382,NM_001181952.1
P53246,NP_011585.3
P53246,NM_001181200.3
Q12003,NP_015088.1
Q12003,NM_001184050.1
Q08651,NP_014889.3
Q08651,NM_001183665.3
P53938,NP_014319.1
P53938,NM_001182918.1
P43572,NP_116629.1
P43572,NM_001179942.1
P40557,NP_012261.1
P40557,NM_001179355.1
P22140,NP_011991.1
P22140,NM_001179253.1
Q04660,NP_013764.1
Q04660,NM_001182546.1
P38767,NP_011897.1
P38767,NM_001179162.1
P16151,NP_010702.4
P16151,NM_001180722.4
P18414,NP_009513.1
P18414,NM_001178280.1
P12385,NP_009701.3
P12385,NM_001178491.3
P05453,NP_010457.3
P05453,NM_001180479.3
Q06551,NP_013347.1
Q06551,NM_001182133.1
P41912,NP_014531.1
P41912,NM_001183364.1
P41338,NP_015297.1
P41338,NM_001183842.1
P07277,NP_013935.1
P07277,NM_001182715.1
P54839,NP_013580.1
P54839,NM_001182489.1
P32476,NP_011691.1
P32476,NM_001181304.1
P08524,NP_012368.1
P08524,NM_001181600.1
P32462,NP_014119.1
P32462,NM_001183118.1
P53045,NP_011574.3
P53045,NM_001181189.3
P53199,NP_011514.1
P53199,NM_001180866.1
Q12452,NP_013201.1
Q12452,NM_001181987.1
P40030,NP_010962.1
P40030,NM_001178935.1
P40207,NP_013853.1
P40207,NM_001182635.1
P32352,NP_013929.1
P32352,NM_001182709.1
P32353,NP_013157.1
P32353,NM_001181943.1
P25340,NP_011503.1
P25340,NM_001180877.1
P54781,NP_013728.1
P54781,NM_001182511.1
P25087,NP_013706.1
P25087,NM_001182363.1
P38604,NP_011939.2
P38604,NM_001179202.2
P24521,NP_013947.1
P24521,NM_001182727.1
P29704,NP_012060.1
P29704,NM_001179321.1
P62651,NP_690846.1
P62651,NM_001184515.1
P43613,NP_116699.3
P43613,NM_001180006.3
Q03103,NP_013576.1
Q03103,NM_001182493.1
Q05359,NP_009402.1
Q05359,NM_001180033.1
P39704,NP_009395.1
P39704,NM_001178152.1
Q12403,NP_010266.1
Q12403,NM_001180077.1
Q12450,NP_014659.1
Q12450,NM_001183435.1
P38819,NP_011978.1
P38819,NM_001179240.1
P53198,NP_011513.1
P53198,NM_001180867.1
P0CX10,NP_015038.1
P0CX10,NM_001183813.1
P0CX10,NP_015042.1
P0CX10,NM_001184095.1
P0CX11,NP_015038.1
P0CX11,NM_001183813.1
P0CX11,NP_015042.1
P0CX11,NM_001184095.1
P42222,NP_014056.3
P42222,NM_001182836.3
P17261,NP_010000.1
P17261,NM_001178784.1
P38140,NP_009798.3
P38140,NM_001178587.3
P53173,NP_011461.1
P53173,NM_001180919.1
P38312,NP_009769.1
P38312,NM_001178558.1
P27882,NP_011543.4
P27882,NM_001181158.3
P53337,NP_011800.3
P53337,NM_001181413.3
Q12284,NP_015362.1
Q12284,NM_001184134.1
Q04651,NP_013644.1
Q04651,NM_001182426.1
P39727,NP_009358.1
P39727,NM_001178187.1
Q08649,NP_014887.3
Q08649,NM_001183663.3
P53918,NP_014274.1
P53918,NM_001182963.1
Q03661,NP_013946.1
Q03661,NM_001182726.1
Q06340,NP_010650.1
Q06340,NM_001180671.1
Q08119,NP_014625.1
Q08119,NM_001183271.1
Q06344,NP_010653.1
Q06344,NM_001180673.1
P53743,NP_014452.1
P53743,NM_001183231.1
P40456,NP_012115.1
P40456,NM_001179499.1
P36168,NP_013022.1
P36168,NM_001179886.1
Q03018,NP_011612.3
Q03018,NM_001181227.3
P22696,NP_012551.2
P22696,NM_001181675.1
P17214,NP_013334.1
P17214,NM_001182120.1
Q03096-1,NP_012256.1
Q03096-1,NM_001184306.2
Q12480,NP_015329.1
Q12480,NM_001184101.1
P42940,NP_011723.1
P42940,NM_001181336.1
Q08822,NP_015001.1
Q08822,NM_001183776.1
P38748,NP_011853.1
P38748,NM_001179090.1
P38071,NP_009582.1
P38071,NM_001178374.1
Q08421,NP_014694.1
Q08421,NM_001183470.1
Q04461,NP_013829.1
Q04461,NM_001182611.1
P32474,NP_010806.1
P32474,NM_001180826.1
P23776,NP_013403.1
P23776,NM_001182188.1
P52911,NP_010547.1
P52911,NM_001180569.1
P39875,NP_014676.1
P39875,NM_001183452.1
P38289,NP_009722.3
P38289,NM_001178511.3
P19658,NP_012450.1
P19658,NM_001181518.1
P38261,NP_009660.1
P38261,NM_001178450.1
Q07541,NP_010162.1
Q07541,NM_001180180.1
P09201,NP_013481.3
P09201,NM_001182266.3
P32604,NP_012380.1
P32604,NM_001181588.1
P34756,NP_116674.2
P34756,NM_001179984.2
Q12283,NP_014864.4
Q12283,NM_001183640.3
P35731,NP_012868.1
P35731,NM_001179621.2
P38913,NP_010239.1
P38913,NM_001180104.1
P32771,NP_010113.1
P32771,NM_001180228.1
P40546,NP_012245.1
P40546,NM_001179369.1
Q12099,NP_010304.3
Q12099,NM_001180329.3
P53971,NP_014375.1
P53971,NM_001182862.1
Q06001,NP_013339.1
Q06001,NM_001182125.1
P53917,NP_014272.3
P53917,NM_001182965.3
P21268,NP_012378.1
P21268,NM_001181590.1
P46671,NP_013767.1
P46671,NM_001182550.1
P43592,NP_116663.1
P43592,NM_001179973.1
Q05040,NP_013742.1
Q05040,NM_001182525.1
P07149,NP_012739.1
P07149,NM_001179748.1
P19097,NP_015093.1
P19097,NM_001184045.1
P38225,NP_009597.2
P38225,NM_001178389.1
P38137,NP_009781.3
P38137,NM_001178570.3
P15646,NP_010270.1
P15646,NM_001180073.1
Q05498,NP_010626.1
Q05498,NM_001180647.1
Q12035,NP_013152.1
Q12035,NM_001181938.1
Q03254,NP_014004.1
Q03254,NM_001182784.1
Q12178,NP_015387.1
Q12178,NM_001184159.1
P40039,NP_010981.3
P40039,NM_001178951.3
Q12119,NP_010982.1
Q12119,NM_001180858.1
P17064,NP_010976.1
P17064,NM_001178947.1
Q03034,NP_010828.1
Q03034,NM_001180847.1
Q08911,NP_015033.1
Q08911,NM_001183808.1
P40214,NP_013864.1
P40214,NM_001182646.1
P26793,NP_012809.1
P26793,NM_001179679.1
P25621,NP_009957.1
P25621,NM_001178743.1
P38260,NP_009659.3
P38260,NM_001178449.3
P38993,NP_013774.1
P38993,NM_001182556.1
P40988,NP_014052.1
P40988,NM_001182832.1
P43561,NP_116612.1
P43561,NM_001179925.1
Q08913,NP_015035.1
Q08913,NM_001183810.1
Q08991,NP_015044.1
Q08991,NM_001184093.1
P39521,NP_015429.1
P39521,NM_001184201.1
P53279,NP_011647.1
P53279,NM_001181260.1
P39676,NP_011750.1
P39676,NM_001181363.1
P38224,NP_009596.1
P38224,NM_001178388.1
P25653,NP_010013.2
P25653,NM_001178795.1
P42837,NP_014074.1
P42837,NM_001183163.1
P32599,NP_010414.3
P32599,NM_001180437.3
Q03898,NP_010415.1
Q03898,NM_001180438.1
P45976,NP_012626.1
P45976,NM_001181750.1
P40020,NP_010949.4
P40020,NM_001178923.3
P40515,NP_012199.3
P40515,NM_001179415.3
Q04433,NP_010823.1
Q04433,NM_001180842.1
Q08906,NP_015027.1
Q08906,NM_001183802.1
Q08907,NP_015028.3
Q08907,NM_001183803.3
P32472,NP_010807.3
P32472,NM_001180827.3
P38911,NP_013637.1
P38911,NM_001182433.1
Q06205,NP_013554.3
Q06205,NM_001182337.3
P20081,NP_014264.1
P20081,NM_001182973.1
P40466,NP_012135.1
P40466,NM_001179479.1
P41813,NP_014331.3
P41813,NM_001182906.3
P38631,NP_013446.1
P38631,NM_001182231.1
P40989,NP_011546.3
P40989,NM_001181161.3
Q04952,NP_014036.1
Q04952,NM_001182817.1
Q08967,NP_015103.1
Q08967,NM_001184035.1
P39719,NP_009348.2
P39719,NM_001178196.2
P53121,NP_011376.3
P53121,NM_001181004.3
P36170,NP_013028.1
P36170,NM_001179892.1
P08640,NP_012284.3
P08640,NM_001179541.3
P32768,NP_009424.1
P32768,NM_001178230.1
P38894,NP_012081.1
P38894,NM_001179342.1
P39712,NP_009338.1
P39712,NM_001178205.1
P38124,NP_009562.1
P38124,NM_001178356.1
P40464,NP_012132.3
P40464,NM_001179482.3
P40491,NP_012168.3
P40491,NM_001179446.3
P38866,NP_012046.4
P38866,NM_001179307.3
P40098,NP_011109.3
P40098,NM_001179072.3
Q12497,NP_010355.1
Q12497,NM_001180378.1
P38231,NP_009603.1
P38231,NM_001178395.1
Q08023,NP_013178.1
Q08023,NM_001181964.1
Q06179,NP_013559.1
Q06179,NM_001182342.1
Q02883,NP_015222.1
Q02883,NM_001183917.1
P43557,NP_116608.1
P43557,NM_001179921.1
P46998,NP_012374.1
P46998,NM_001181594.1
P53889,NP_014231.1
P53889,NM_001183006.1
Q04991,NP_013948.1
Q04991,NM_001182728.1
Q07651,NP_010059.1
Q07651,NM_001180282.1
P36141,NP_012975.3
P36141,NM_001179839.3
P53233,NP_011566.1
P53233,NM_001181181.1
A0A023PZB3,NP_001288277.1
A0A023PZB3,NM_001301348.1
P40008,NP_010919.1
P40008,NM_001178895.1
P50264,NP_013733.1
P50264,NM_001182516.1
P32785,NP_009540.2
P32785,NM_001178253.1
P29703,NP_012906.3
P29703,NM_001179585.3
P22007,NP_010193.1
P22007,NM_001180149.1
O13329,NP_010395.1
O13329,NM_001180418.1
P53848,NP_014143.2
P53848,NM_001183094.1
P36001,NP_012790.1
P36001,NM_001179698.1
Q12676,NP_013831.1
Q12676,NM_001182613.1
Q08645,NP_014884.1
Q08645,NM_001183660.1
Q02207,NP_012934.1
Q02207,NM_001179799.1
P53739,NP_014445.1
P53739,NM_001183224.1
P23900,NP_013057.1
P23900,NM_001181863.1
Q07825,NP_013071.1
Q07825,NM_001181849.1
Q07540,NP_010163.1
Q07540,NM_001180179.1
P32614,NP_010867.3
P32614,NM_001178862.3
P32791,NP_013315.1
P32791,NM_001182101.1
P36033,NP_012702.1
P36033,NM_001179785.1
Q08905,NP_015026.1
Q08905,NM_001183801.1
P53746,NP_014458.1
P53746,NM_001183237.1
Q08908,NP_015029.1
Q08908,NM_001183804.1
Q12473,NP_013049.1
Q12473,NM_001181871.1
Q12333,NP_014489.2
Q12333,NM_001183406.1
Q12209,NP_013148.1
Q12209,NM_001181934.1
Q03002,NP_015184.1
Q03002,NM_001183955.1
P37261,NP_009904.2
P37261,NM_001178713.1
P36088,NP_012854.1
P36088,NM_001179635.1
Q12029,NP_014914.1
Q12029,NM_001183690.1
P38777,NP_011915.1
P38777,NM_001179179.1
Q05015,NP_013949.1
Q05015,NM_001182729.1
Q99369,NP_014923.1
Q99369,NM_001183699.1
P38310,NP_009766.4
P38310,NM_001178555.4
P40099,NP_011110.1
P40099,NM_001179073.1
P40088,NP_011072.1
P40088,NM_001179035.1
P25659,NP_010001.1
P25659,NM_001178785.1
P38196,NP_009511.1
P38196,NM_001178282.1
P08417,NP_015061.1
P08417,NM_001184076.1
P18411,NP_009394.1
P18411,NM_001178153.1
P28003,NP_009368.2
P28003,NM_001180035.1
P31381,NP_009380.1
P31381,NM_001178167.1
P31380,NP_009383.1
P31380,NM_001178164.1
P05316,NP_009577.1
P05316,NM_001178369.1
P11710,NP_009903.2
P11710,NM_001178672.1
Q05670,NP_013959.1
Q05670,NM_001182739.1
P16892,NP_009537.1
P16892,NM_001178256.1
P40492,NP_012169.1
P40492,NM_001179445.1
Q08559,NP_014826.1
Q08559,NM_001183602.1
P38783,NP_011926.1
P38783,NM_001179189.1
P25585,NP_009873.1
P25585,NM_001178702.1
P53913,NP_014266.3
P53913,NM_001182971.3
Q12247,NP_013169.1
Q12247,NM_001181955.1
P46949,NP_011712.1
P46949,NM_001181325.1
P32805,NP_011260.1
P32805,NM_001181120.1
P38297,NP_009738.1
P38297,NM_001178527.1
P00360,NP_012483.3
P00360,NM_001181485.3
P00358,NP_012542.1
P00358,NM_001181666.1
P00359,NP_011708.3
P00359,NM_001181321.3
P11412,NP_014158.1
P11412,NM_001183079.1
P12709,NP_009755.1
P12709,NM_001178544.1
P39012,NP_013189.1
P39012,NM_001181975.1
P17649,NP_011533.3
P17649,NM_001181148.3
P28006,NP_014821.3
P28006,NM_001183597.3
P04397,NP_009575.1
P04397,NM_001178367.1
P04385,NP_009576.1
P04385,NM_001178368.1
P13181,NP_013182.1
P13181,NM_001181968.1
P13045,NP_010292.1
P13045,NM_001180317.1
P04386,NP_015076.1
P04386,NM_001184062.1
P08431,NP_009574.1
P08431,NM_001178366.1
P04387,NP_013661.1
P04387,NM_001182409.1
Q04739,NP_010944.1
Q04739,NM_001178918.1
P19145,NP_012965.3
P19145,NM_001179829.3
P28007,NP_011957.1
P28007,NM_001179219.1
P22146,NP_014038.1
P22146,NM_001182818.1
Q06135,NP_013447.1
Q06135,NM_001182232.1
Q03655,NP_013942.1
Q03655,NM_001182722.1
Q08271,NP_014509.1
Q08271,NM_001183386.1
Q08193,NP_014612.1
Q08193,NM_001183284.1
P43574,NP_116632.1
P43574,NM_001179945.1
P40209,NP_013856.1
P40209,NM_001182638.1
Q07928,NP_013113.1
Q07928,NM_001181900.1
P40569,NP_012278.3
P40569,NM_001179535.3
Q03557,NP_014021.1
Q03557,NM_001182801.1
P33893,NP_009473.2
P33893,NM_001178320.2
P53260,NP_011616.3
P53260,NM_001181231.3
P18851,NP_014855.3
P18851,NM_001183631.3
P18852,NP_012619.1
P18852,NM_001181743.1
P38011,NP_013834.1
P38011,NM_001182616.1
P25555,NP_009916.1
P25555,NM_001178660.1
P51601,NP_011783.1
P51601,NM_001181396.1
P33892,NP_011320.3
P33892,NM_001181060.3
P43535,NP_116664.1
P43535,NM_001179974.1
P15442,NP_010569.3
P15442,NM_001180591.3
P03069,NP_010907.3
P03069,NM_001178824.3
Q03330,NP_011768.1
Q03330,NM_001181381.1
P07261,NP_015250.1
P07261,NM_001183889.1
Q01722,NP_014200.1
Q01722,NM_001183037.1
P35197,NP_010055.1
P35197,NM_001180286.1
P39726,NP_009355.3
P39726,NM_001178189.1
P49095,NP_013914.1
P49095,NM_001182695.1
P48015,NP_010302.1
P48015,NM_001180327.1
P14065,NP_014763.1
P14065,NM_001183539.1
P32621,NP_010872.1
P32621,NM_001178857.1
Q02979,NP_015215.1
Q02979,NM_001183924.1
Q06625,NP_015510.1
Q06625,NM_001184281.1
P39958,NP_011062.1
P39958,NM_001179026.1
Q12434,NP_010146.1
Q12434,NM_001180195.1
P39011,NP_015164.1
P39011,NM_001183975.1
P38301,NP_009746.1
P38301,NM_001178535.1
P47102,NP_012565.1
P47102,NM_001181689.1
P39993,NP_010892.1
P39993,NM_001178837.1
P37020,NP_012574.1
P37020,NM_001181698.1
P39722,NP_009351.1
P39722,NM_001178193.1
Q08622,NP_014848.1
Q08622,NM_001183624.1
P38812,NP_011968.1
P38812,NM_001179230.1
Q12393,NP_013192.1
Q12393,NM_001181978.1
P53171,NP_011458.1
P53171,NM_001180922.1
P53192,NP_011495.1
P53192,NM_001180885.1
P40056,NP_011006.2
P40056,NM_001178974.1
Q12154,NP_010183.1
Q12154,NM_001180159.1
Q12125,NP_014807.3
Q12125,NM_001183583.3
P25596,NP_009863.2
P25596,NM_001178711.1
P36173,NP_013032.1
P36173,NM_001179896.1
P14742,NP_012818.1
P14742,NM_001179670.1
Q04839,NP_013982.1
Q04839,NM_001182762.1
P25370,NP_009894.1
P25370,NM_001178681.1
Q06336,NP_010645.1
Q06336,NM_001180666.1
P38817,NP_011976.1
P38817,NM_001179238.1
P38988,NP_010083.1
P38988,NM_001180258.1
Q12051,NP_015256.1
Q12051,NM_001183883.1
P38785,NP_011928.1
P38785,NM_001179191.1
Q06648,NP_010595.1
Q06648,NM_001180617.1
P38263,NP_009663.1
P38263,NM_001178453.1
P25569,NP_009891.1
P25569,NM_001178684.1
P40208,NP_013854.1
P40208,NM_001182636.1
Q12263,NP_010795.3
Q12263,NM_001180815.3
P38229,NP_009601.2
P38229,NM_001178393.2
P40036,NP_010974.1
P40036,NM_001178945.1
Q03016,NP_015188.1
Q03016,NM_001183951.1
P39732,NP_009371.1
P39732,NM_001178176.1
Q03768,NP_010436.3
Q03768,NM_001180459.3
Q03833,NP_010381.1
Q03833,NM_001180404.1
P53849,NP_014144.1
P53849,NM_001183093.1
Q12418,NP_013195.1
Q12418,NM_001181981.1
Q04233,NP_013708.1
Q04233,NM_001182361.1
P25346,NP_010022.1
P25346,NM_001178805.1
P41818,NP_014042.1
P41818,NM_001182822.1
Q06104,NP_015434.1
Q06104,NM_001184206.1
P41913,NP_015000.3
P41913,NM_001183775.3
Q12315,NP_010074.1
Q12315,NM_001180267.1
P40066,NP_011033.3
P40066,NM_001178998.3
P36143,NP_012984.2
P36143,NM_001179848.1
P47011,NP_012398.1
P47011,NM_001181570.1
P32775,NP_010905.1
P32775,NM_001178826.1
P18494,NP_010958.3
P18494,NM_001178931.3
P32288,NP_015360.2
P32288,NM_001184132.2
Q05584,NP_010558.3
Q05584,NM_001180580.3
P38682,NP_011048.1
P38682,NM_001179012.1
Q12320,NP_014683.1
Q12320,NM_001183459.1
P32190,NP_011831.1
P32190,NM_001179112.1
P25373,NP_009895.1
P25373,NM_001178680.1
P17695-1,NP_010801.1
P17695-1,NM_001180821.1
Q03835,NP_010383.4
Q03835,NM_001180406.4
P32642,NP_011101.3
P32642,NM_001179064.3
Q02784,NP_015266.1
Q02784,NM_001183873.1
Q12438,NP_010274.1
Q12438,NM_001180069.1
P38068,NP_009570.1
P38068,NM_001178362.1
Q05926,NP_013468.3
Q05926,NM_001182253.3
Q12680,NP_010110.1
Q12680,NM_001180231.1
P38138,NP_009788.3
P38138,NM_001178577.3
Q04924,NP_010507.3
Q04924,NM_001180529.3
P37303,NP_010868.1
P37303,NM_001178861.1
P37291,NP_013159.1
P37291,NM_001181945.1
P37292,NP_009822.4
P37292,NM_001178611.3
Q04399,NP_010794.3
Q04399,NM_001180814.3
Q06201,NP_013550.4
Q06201,NM_001182333.3
P36125,NP_012955.1
P36125,NM_001179820.1
P40107,NP_011290.1
P40107,NM_001181090.1
P0CE11,NP_010956.1
P0CE11,NM_001178930.1
P43577,NP_116637.1
P43577,NM_001179949.1
P48813,NP_010796.1
P48813,NM_001180816.1
Q12096,NP_014965.3
Q12096,NM_001183740.3
Q03786,NP_010534.1
Q03786,NM_001180556.1
P46984,NP_012351.1
P46984,NM_001181617.1
P53839,NP_014125.1
P53839,NM_001183112.1
P38736,NP_011832.1
P38736,NM_001179111.1
Q03554,NP_014020.1
Q03554,NM_001182800.1
P08539,NP_011868.1
P08539,NM_001179135.1
P10823,NP_010937.3
P10823,NM_001178911.3
Q08886,NP_015016.3
Q08886,NM_001183791.3
P39717,NP_009345.3
P39717,NM_001178199.2
P48236,NP_011665.1
P48236,NM_001181278.1
Q00055,NP_010262.1
Q00055,NM_001180081.1
P41911,NP_014582.1
P41911,NM_001183314.1
P32191,NP_012111.1
P32191,NM_001179503.1
P53130,NP_011394.1
P53130,NM_001180986.1
P30777,NP_011373.1
P30777,NM_001181007.1
Q06636,NP_010588.1
Q06636,NM_001180610.1
P23797,NP_014008.1
P23797,NM_001182788.1
Q07830,NP_013069.1
Q07830,NM_001181851.1
P47088,NP_012547.2
P47088,NM_001181671.1
P53961,NP_014360.2
P53961,NM_001182877.1
P38875,NP_012058.1
P38875,NM_001179319.1
Q04080,NP_010722.3
Q04080,NM_001180742.3
P38211,NP_009558.2
P38211,NM_001178352.2
Q04082,NP_010725.3
Q04082,NM_001180745.3
P53306,NP_011732.1
P53306,NM_001181345.1
P46961,NP_015249.1
P46961,NM_001183890.1
P32363,NP_015150.2
P32363,NM_001183989.1
P40367,NP_012473.1
P40367,NM_001181495.1
P49018,NP_010618.1
P49018,NM_001180639.1
P47122,NP_012606.3
P47122,NM_001181730.3
Q08726,NP_014905.1
Q08726,NM_001183681.1
Q06543,NP_013344.1
Q06543,NM_001182130.1
P41277,NP_012211.2
P41277,NM_001179403.1
P40106,NP_010984.3
P40106,NM_001178953.3
Q12361,NP_010249.1
Q12361,NM_001180094.1
P32784,NP_009542.1
P32784,NM_001178251.1
P36148,NP_012993.3
P36148,NM_001179857.3
P07286,NP_009802.3
P07286,NM_001178591.3
P36014,NP_012899.3
P36014,NM_001179592.3
P38143,NP_009803.3
P38143,NM_001178592.3
P40581,NP_012303.1
P40581,NM_001179559.1
Q07845,NP_013065.1
Q07845,NM_001181855.1
Q08969,NP_015101.1
Q08969,NM_001184037.1
Q12068,NP_014490.1
Q12068,NM_001183405.1
P38715,NP_011972.1
P38715,NM_001179234.1
Q04410,NP_010805.1
Q04410,NM_001180825.1
P38523,NP_014875.3
P38523,NM_001183651.3
P24814,NP_012623.1
P24814,NM_001181747.1
Q04697,NP_013664.1
Q04697,NM_001182405.1
P32477,NP_012434.1
P32477,NM_001181534.1
Q08220,NP_014593.1
Q08220,NM_001183303.1
P41921-1,NP_015234.1
P41921-1,NM_001183905.1
P42950,NP_012432.1
P42950,NM_001181536.1
P32835,NP_013396.1
P32835,NM_001182181.1
P32836,NP_014828.1
P32836,NM_001183604.1
P40582,NP_012304.1
P40582,NM_001179560.1
Q12390,NP_013040.1
Q12390,NM_001181880.1
P48239,NP_011670.3
P48239,NM_001181283.3
P36156,NP_013002.3
P36156,NM_001179866.3
Q04806,NP_013977.1
Q04806,NM_001182757.1
Q00582,NP_013585.1
Q00582,NM_001182484.1
P53290,NP_011679.3
P53290,NM_001181292.3
P40956,NP_011334.1
P40956,NM_001181046.1
P39996,NP_010899.3
P39996,NM_001178832.3
P38625,NP_013944.1
P38625,NM_001182724.1
Q07729,NP_010043.1
Q07729,NM_001180298.1
P46943,NP_013392.1
P46943,NM_001182177.1
P53154,NP_011431.1
P53154,NM_001180949.1
Q08929,NP_015135.1
Q08929,NM_001184003.1
P40531,NP_012223.3
P40531,NM_001179391.3
P47026,NP_012444.2
P47026,NM_001181524.1
Q04322,NP_013917.1
Q04322,NM_001182698.1
Q08484,NP_014713.1
Q08484,NM_001183489.1
P53258,NP_011614.1
P53258,NM_001181229.1
P48566,NP_014106.1
P48566,NM_001183131.1
Q12344,NP_015075.1
Q12344,NM_001184063.1
P32806,NP_012491.3
P32806,NM_001181477.3
P48365,NP_010047.1
P48365,NM_001180294.1
P43570,NP_444296.1
P43570,NM_001179939.1
P23337,NP_116670.1
P23337,NM_001179980.1
P27472,NP_013359.1
P27472,NM_001182145.1
P42944,NP_012425.1
P42944,NM_001181543.1
P53551,NP_015198.1
P53551,NM_001183941.1
P04911,NP_010511.3
P04911,NM_001180533.3
P04912,NP_009552.1
P04912,NM_001178243.1
Q12692,NP_014631.1
Q12692,NM_001183266.1
P02293,NP_010510.3
P02293,NM_001180532.3
P02294,NP_009553.1
P02294,NM_001178242.1
P61830,NP_009564.1
P61830,NM_001178358.1
P61830,NP_014367.1
P61830,NM_001182870.1
P02309,NP_009563.1
P02309,NM_001178357.1
P02309,NP_014368.1
P02309,NM_001182869.1
Q12753,NP_015333.1
Q12753,NM_001184105.1
P41546-2,NP_116622.1
P41546-2,NM_001179935.1
P40857,NP_012438.1
P40857,NM_001181530.1
Q01766,NP_015330.1
Q01766,NM_001184102.1
P25333,NP_009934.1
P25333,NM_001178721.1
P38970,NP_012370.1
P38970,NM_001181598.1
Q12180,NP_014552.1
Q12180,NM_001183343.1
P0CE41,NP_013357.1
P0CE41,NM_001182143.1
P06774,NP_011277.1
P06774,NM_001181103.1
P13434,NP_009532.1
P13434,NM_001178261.1
P14064,NP_012813.1
P14064,NM_001179675.1
Q02516,NP_015003.1
Q02516,NM_001183778.1
Q03532,NP_014017.1
Q03532,NM_001182797.1
Q12341,NP_015324.1
Q12341,NM_001183815.1
P39984,NP_010858.3
P39984,NM_001178871.3
Q96VH4,NP_065436.1
Q96VH4,NM_001184449.1
P32769,NP_013010.3
P32769,NM_001179874.3
Q07653,NP_010058.1
Q07653,NM_001180283.1
P53834,NP_014118.1
P53834,NM_001183119.1
P25364,NP_009991.2
P25364,NM_001178776.1
P34243,NP_012908.1
P34243,NM_001179583.1
P53973,NP_014377.1
P53973,NM_001182860.1
Q06629,NP_010581.3
Q06629,NM_001180603.3
Q06623,NP_015505.1
Q06623,NM_001184276.1
Q03937,NP_001035220.1
Q03937,NM_001184688.1
Q03281,NP_010746.1
Q03281,NM_001180766.1
P38199,NP_009521.1
P38199,NM_001178272.1
P36113,NP_012942.3
P36113,NM_001179807.3
Q05580,NP_010552.3
Q05580,NM_001180574.3
P09950,NP_010518.1
P09950,NM_001180540.1
P05373,NP_011475.1
P05373,NM_001180905.1
P28789,NP_010076.1
P28789,NM_001180265.1
P06174,NP_014921.1
P06174,NM_001183697.1
P11353,NP_010329.1
P11353,NM_001180352.1
P16622,NP_014819.3
P16622,NM_001183595.3
Q12276,NP_014870.1
Q12276,NM_001183646.1
P35843,NP_014880.3
P35843,NM_001183656.3
P32874,NP_013934.1
P32874,NM_001182714.1
Q04458,NP_013828.1
Q04458,NM_001182610.1
Q12060,NP_015069.1
Q12060,NM_001184068.1
P51979,NP_011263.2
P51979,NM_001181117.1
P48362,NP_011703.3
P48362,NM_001181316.3
P28817,NP_010321.1
P28817,NM_001180344.1
Q12373,NP_013078.1
Q12373,NM_001181842.1
Q06674,NP_010603.3
Q06674,NM_001180625.3
P06775,NP_011707.1
P06775,NM_001181320.1
P32479,NP_009545.2
P32479,NM_001178248.2
