UniprotID,Protein_Accession
Q9VZ72,NP_647942.1
Q9VZ72,NM_139685.2
Q9W4I3,NP_525073.1
Q9W4I3,NM_080334.4
Q86BB7,NP_788575.1
Q86BB7,NM_176398.2
Q9VGZ2,NP_650001.2
Q9VGZ2,NM_141744.3
Q9VJ32,NP_001286071.1
Q9VJ32,NM_001299142.1
Q9VJ32,NP_001286072.1
Q9VJ32,NM_001299143.1
Q9VJ32,NP_609920.1
Q9VJ32,NM_136076.4
Q9VQY8,NP_608825.2
Q9VQY8,NM_134981.3
Q5U127,NP_001246776.1
Q5U127,NM_001259847.2
Q8SZI8,NP_001285596.1
Q8SZI8,NM_001298667.1
Q8SZI8,NP_722932.1
Q8SZI8,NM_164549.2
Q9VE19,NP_650765.1
Q9VE19,NM_142508.3
Q9VZP2,NP_647817.2
Q9VZP2,NM_139560.4
Q7K5K9,NP_611132.1
Q7K5K9,NM_137288.3
Q7K172,NP_611175.1
Q7K172,NM_137331.3
Q9VBM0,NP_651432.1
Q9VBM0,NM_143175.2
A1ZAB3,NP_611093.2
A1ZAB3,NM_137249.4
Q8INP9,NP_649857.1
Q8INP9,NM_141600.2
Q9VSC9,NP_648171.1
Q9VSC9,NM_139914.4
Q5U124,NP_610382.2
Q5U124,NM_136538.4
Q961X0,NP_611595.3
Q961X0,NM_137751.4
Q9I7K4,NP_649928.1
Q9I7K4,NM_141671.4
Q9I7K4,NP_788618.1
Q9I7K4,NM_176441.2
G7H830,NP_001259752.1
G7H830,NM_001272823.1
Q9VE54,NP_001287396.1
Q9VE54,NM_001300467.1
Q9VE54,NP_001287397.1
Q9VE54,NM_001300468.1
Q9VE54,NP_732361.1
Q9VE54,NM_169826.2
Q9VWW1,NP_001285403.1
Q9VWW1,NM_001298474.1
Q9VWW1,NP_573287.1
Q9VWW1,NM_133059.3
Q8IQQ6,NP_001287093.1
Q8IQQ6,NM_001300164.1
Q8IQQ6,NP_730265.1
Q8IQQ6,NM_170638.2
Q9VG80,NP_650191.1
Q9VG80,NM_141934.2
Q8SY13,NP_724042.1
Q8SY13,NM_165209.2
Q9VWB1,NP_001287127.1
Q9VWB1,NM_001300198.1
Q9VWB1,NP_649204.2
Q9VWB1,NM_140947.4
Q9VWB1,NP_730510.2
Q9VWB1,NM_168842.2
Q9VWK3,NP_573364.1
Q9VWK3,NM_133136.3
Q9VD98,NP_650972.2
Q9VD98,NM_142715.3
Q8MRS5,NP_001163709.2
Q8MRS5,NM_001170238.2
Q8MRS5,NP_732935.2
Q8MRS5,NM_170110.4
Q9VGH0,NP_650124.1
Q9VGH0,NM_141867.4
Q9W2U5,NP_572633.1
Q9W2U5,NM_132405.3
Q9VWE8,NP_001285452.1
Q9VWE8,NM_001298523.1
Q9VWE8,NP_608338.1
Q9VWE8,NM_134494.3
Q9VDG4,NP_650931.1
Q9VDG4,NM_142674.4
Q9W3Q5,NP_001259311.1
Q9W3Q5,NM_001272382.1
Q9W3Q5,NP_511071.3
Q9W3Q5,NM_078516.3
Q9W3Q5,NP_996362.2
Q9W3Q5,NM_206639.3
Q9Y154,NP_001263127.1
Q9Y154,NM_001276198.1
Q9Y154,NP_001263128.1
Q9Y154,NM_001276199.1
Q9Y154,NP_651827.1
Q9Y154,NM_143570.4
Q9VD50,NP_651007.1
Q9VD50,NM_142750.2
E0R983,NP_001246225.1
E0R983,NM_001259296.2
Q9VQT7,NP_608799.1
Q9VQT7,NM_134955.3
A0A0B4K7L9,NP_001246249.1
A0A0B4K7L9,NM_001259320.2
A0A0B4K7L9,NP_001246250.1
A0A0B4K7L9,NM_001259321.2
A5XCQ1,NP_726025.1
A5XCQ1,NM_166423.3
A5XCQ1,NP_726026.1
A5XCQ1,NM_166424.2
Q8T4E7,NP_609234.2
Q8T4E7,NM_135390.4
E1JI11,NP_001163453.1
E1JI11,NM_001169982.2
E1JI11,NP_001287077.1
E1JI11,NM_001300148.1
E1JI11,NP_524102.1
E1JI11,NM_079378.4
E1JI11,NP_730109.1
E1JI11,NM_168651.3
Q9VRE0,NP_001259751.2
Q9VRE0,NM_001272822.2
Q9VRE0,NP_608425.1
Q9VRE0,NM_134581.2
Q9VUQ7,NP_648776.1
Q9VUQ7,NM_140519.4
Q8IQV2,NP_730456.2
Q8IQV2,NM_168820.3
Q9VCS2,NP_651111.1
Q9VCS2,NM_142854.2
D0IQG7,NP_001246550.1
D0IQG7,NM_001259621.2
D0IQG7,NP_001261282.1
D0IQG7,NM_001274353.1
D0IQG7,NP_477298.2
D0IQG7,NM_057950.4
Q9VL21,NP_001285799.1
Q9VL21,NM_001298870.1
Q9VL21,NP_609359.1
Q9VL21,NM_135515.2
Q9VL21,NP_723534.1
Q9VL21,NM_164893.2
Q9VGF1,NP_650140.1
Q9VGF1,NM_141883.2
Q9VGN6,NP_650076.1
Q9VGN6,NM_141819.2
Q9VNB1,NP_649533.1
Q9VNB1,NM_141276.2
Q8INY6,NP_609856.4
Q8INY6,NM_136012.5
M9MRU0,NP_001188806.1
M9MRU0,NM_001201877.2
M9MRU0,NP_001188807.1
M9MRU0,NM_001201878.2
M9MRU0,NP_001188808.1
M9MRU0,NM_001201879.2
M9MRU0,NP_001188809.1
M9MRU0,NM_001201880.2
Q7KVC2,NP_995952.1
Q7KVC2,NM_206230.3
A1Z803,NP_610523.2
A1Z803,NM_136679.5
Q9VJH0,NP_609815.1
Q9VJH0,NM_135971.2
Q9VZA7,NP_647915.1
Q9VZA7,NM_139658.4
Q9VZA7,NP_729013.1
Q9VZA7,NM_168093.3
Q9VHY7,NP_731193.1
Q9VHY7,NM_169200.2
Q9VHY7,NP_731194.1
Q9VHY7,NM_169201.2
Q9VHY7,NP_996181.1
Q9VHY7,NM_206459.2
Q9VKH3,NP_001245983.1
Q9VKH3,NM_001259054.2
Q9VKH3,NP_523548.1
Q9VKH3,NM_078824.3
Q9VKH3,NP_723669.1
Q9VKH3,NM_164965.2
Q0E8N2,NP_001036375.2
Q0E8N2,NM_001042910.3
Q0E8N2,NP_001163041.1
Q0E8N2,NM_001169570.2
Q0E8N2,NP_001260678.1
Q0E8N2,NM_001273749.1
Q9VEK8,NP_650619.1
Q9VEK8,NM_142362.4
Q9VM47,NP_001036342.1
Q9VM47,NM_001042877.2
Q9VM47,NP_523498.2
Q9VM47,NM_078774.4
Q9VKA0,NP_609557.1
Q9VKA0,NM_135713.3
Q9VNR1,NP_649418.1
Q9VNR1,NM_141161.3
O76892,NP_001162639.2
O76892,NM_001169168.2
O76892,NP_001162640.1
O76892,NM_001169169.2
O76892,NP_001162641.1
O76892,NM_001169170.2
O76892,NP_525039.1
O76892,NM_080300.3
Q8MLR7,NP_726322.1
Q8MLR7,NM_166603.2
Q9W1C8,NP_611872.1
Q9W1C8,NM_138028.2
H1UUE5,NP_001260805.1
H1UUE5,NM_001273876.1
Q9VMS1,NP_001245885.1
Q9VMS1,NM_001258956.2
Q9VMS1,NP_001245886.1
Q9VMS1,NM_001258957.2
Q9VMS1,NP_536787.1
Q9VMS1,NM_080526.3
Q9VR31,NP_001260048.1
Q9VR31,NM_001273119.1
Q9VR31,NP_608862.1
Q9VR31,NM_135018.3
Q4V6L0,NP_001162906.1
Q4V6L0,NM_001169435.1
Q4V6L0,NP_001245935.1
Q4V6L0,NM_001259006.2
Q7K1W4,NP_611387.1
Q7K1W4,NM_137543.4
Q9W5G7,NP_001162628.1
Q9W5G7,NM_001169157.2
Q9W5G7,NP_569837.2
Q9W5G7,NM_130481.4
Q9VTB7,NP_001287022.1
Q9VTB7,NM_001300093.1
Q9VTB7,NP_648411.1
Q9VTB7,NM_140154.3
Q9W4I7,NP_525072.2
Q9W4I7,NM_080333.3
Q9VQ60,NP_608635.1
Q9VQ60,NM_134791.4
Q7PLT4,NP_001015401.1
Q7PLT4,NM_001015401.3
Q7PLT4,NP_001287641.1
Q7PLT4,NM_001300712.1
Q8MZ06,NP_648076.3
Q8MZ06,NM_139819.3
Q9W164,NP_524736.1
Q9W164,NM_079997.4
Q9VUL4,NP_648750.1
Q9VUL4,NM_140493.4
Q9VUL4,NP_730025.1
Q9VUL4,NM_168608.3
Q8MSH5,NP_001163262.1
Q8MSH5,NM_001169791.2
Q8MSH5,NP_611784.2
Q8MSH5,NM_137940.3
F0JAG2,NP_001261923.1
F0JAG2,NM_001274994.1
O46085,NP_726771.1
O46085,NM_166910.2
A1Z6N2,NP_610226.2
A1Z6N2,NM_136382.3
B7YZJ4,NP_001137693.2
B7YZJ4,NM_001144221.3
B7YZJ4,NP_001137694.1
B7YZJ4,NM_001144222.2
Q9Y124,NP_730525.2
Q9Y124,NM_168850.3
Q7KTS3,NP_001262286.1
Q7KTS3,NM_001275357.1
Q7KTS3,NP_996153.1
Q7KTS3,NM_206431.2
Q9VRZ7,NP_648064.1
Q9VRZ7,NM_139807.4
Q59DZ3,NP_001014481.1
Q59DZ3,NM_001014481.3
Q9VEB9,NP_650688.1
Q9VEB9,NM_142431.1
Q9VEB9,NP_732304.1
Q9VEB9,NM_169794.2
Q9VEB9,NP_732305.1
Q9VEB9,NM_169795.1
Q9VEN5,NP_650594.1
Q9VEN5,NM_142337.3
Q9VEN5,NP_788685.1
Q9VEN5,NM_176508.3
Q9VUJ2,NP_001261853.1
Q9VUJ2,NM_001274924.1
Q9VUJ2,NP_648733.2
Q9VUJ2,NM_140476.3
Q8T6L6,NP_001027204.2
Q8T6L6,NM_001032033.2
Q8T6L6,NP_996279.1
Q8T6L6,NM_206556.2
Q9VVJ5,NP_730291.1
Q9VVJ5,NM_168743.3
A0A0B4KGR1,NP_001262457.1
A0A0B4KGR1,NM_001275528.1
Q9VAJ5,NP_001263076.1
Q9VAJ5,NM_001276147.1
Q9VAJ5,NP_651706.1
Q9VAJ5,NM_143449.2
Q8IRD5,NP_647806.2
Q8IRD5,NM_139549.2
E1JIM4,NP_001163627.1
E1JIM4,NM_001170156.2
E1JIM4,NP_001247131.1
E1JIM4,NM_001260202.1
A1Z971,NP_001286365.1
A1Z971,NM_001299436.1
A1Z971,NP_610827.2
A1Z971,NM_136983.3
Q7KWG9,NP_001246133.1
Q7KWG9,NM_001259204.1
Q7KWG9,NP_724394.2
Q7KWG9,NM_165415.2
Q9VCG0,NP_651194.1
Q9VCG0,NM_142937.4
Q1RKY9,NP_001162823.1
Q1RKY9,NM_001169352.2
Q9VGQ5,NP_650060.1
Q9VGQ5,NM_141803.3
Q9VXU7,NP_573031.1
Q9VXU7,NM_132803.2
Q9VKR0,NP_609444.1
Q9VKR0,NM_135600.3
Q960F9,NP_608810.1
Q960F9,NM_134966.3
Q9W2Z6,NP_727380.1
Q9W2Z6,NM_167209.2
Q9W2Z6,NP_727381.1
Q9W2Z6,NM_167210.2
Q0KI81,NP_001036706.2
Q0KI81,NM_001043241.3
Q9VCF1,NP_651200.1
Q9VCF1,NM_142943.2
Q9VJK9,NP_609791.1
Q9VJK9,NM_135947.4
A1Z8V2,NP_001260914.1
A1Z8V2,NM_001273985.1
A1Z8V2,NP_610749.3
A1Z8V2,NM_136905.2
Q9VYC7,NP_727708.1
Q9VYC7,NM_167371.2
Q9VAC7,NP_651757.1
Q9VAC7,NM_143500.4
Q9VNN9,NP_001262306.1
Q9VNN9,NM_001275377.1
Q9VNN9,NP_649638.2
Q9VNN9,NM_141381.3
A1Z6N4,NP_724489.1
A1Z6N4,NM_165483.3
Q9VG28,NP_650230.2
Q9VG28,NM_141973.4
Q7K579,NP_001286362.1
Q7K579,NM_001299433.1
Q7K579,NP_725228.1
Q7K579,NM_165949.2
Q8IRN0,NP_788887.1
Q8IRN0,NM_176714.3
Q9VKX6,NP_723576.1
Q9VKX6,NM_164918.2
Q24468,NP_001262574.1
Q24468,NM_001275645.1
Q24468,NP_731926.1
Q24468,NM_169591.3
Q9VQ44,NP_608621.1
Q9VQ44,NM_134777.2
Q9VYJ7,NP_001285165.1
Q9VYJ7,NM_001298236.1
Q9VYJ7,NP_001285166.1
Q9VYJ7,NM_001298237.1
Q9VYJ7,NP_572824.1
Q9VYJ7,NM_132596.2
Q9VM10,NP_609121.2
Q9VM10,NM_135277.3
Q9VM10,NP_723277.3
Q9VM10,NM_164752.4
A0A126GUZ1,NP_001303530.1
A0A126GUZ1,NM_001316601.1
A0A126GUZ1,NP_001334695.1
A0A126GUZ1,NM_001347765.1
A0AVV3,NP_001097075.2
A0AVV3,NM_001103605.2
A0AVV3,NP_001285592.1
A0AVV3,NM_001298663.1
Q9VAI4,NP_651715.1
Q9VAI4,NM_143458.3
F0JAR8,NP_001188843.1
F0JAR8,NM_001201914.2
F0JAR8,NP_001260564.1
F0JAR8,NM_001273635.1
Q9VPJ0,NP_608490.1
Q9VPJ0,NM_134646.4
Q9W188,NP_611904.1
Q9W188,NM_138060.3
Q9W326,NP_572574.2
Q9W326,NM_132346.3
Q9VL02,NP_001285801.1
Q9VL02,NM_001298872.1
Q9VL02,NP_609373.1
Q9VL02,NM_135529.3
Q9VRU2,NP_648027.3
Q9VRU2,NM_139770.4
Q9VRU2,NP_729140.2
Q9VRU2,NM_168154.3
Q9VRU2,NP_729141.2
Q9VRU2,NM_168155.3
Q4V6L7,NP_001097420.1
Q4V6L7,NM_001103950.3
Q9V9Q2,NP_001163042.1
Q9V9Q2,NM_001169571.2
Q9V9Q2,NP_724363.1
Q9V9Q2,NM_165400.3
Q9VX29,NP_573233.1
Q9VX29,NM_133005.2
A1Z903,NP_725169.3
A1Z903,NM_165902.4
Q9VL94,NP_001260297.1
Q9VL94,NM_001273368.1
Q9VL94,NP_609306.2
Q9VL94,NM_135462.3
A2VEI5,NP_001097255.2
A2VEI5,NM_001103785.3
A2VEI5,NP_001286272.1
A2VEI5,NM_001299343.1
A0A0B4LHI2,NP_001287447.1
A0A0B4LHI2,NM_001300518.1
A0A0B4LHI2,NP_001303519.1
A0A0B4LHI2,NM_001316590.1
M9NF26,NP_001245641.1
M9NF26,NM_001258712.2
M9NF26,NP_001245642.1
M9NF26,NM_001258713.2
Q0E8S4,NP_001188731.1
Q0E8S4,NM_001201802.2
Q0E8S4,NP_609243.3
Q0E8S4,NM_135399.5
Q9V472,NP_572505.1
Q9V472,NM_132277.3
Q7JWU2,NP_610725.1
Q7JWU2,NM_136881.3
Q9VHF9,NP_001163567.1
Q9VHF9,NM_001170096.2
Q9VHF9,NP_649879.2
Q9VHF9,NM_141622.4
Q7JQK6,NP_725212.1
Q7JQK6,NM_165938.3
Q9VCD5,NP_651212.1
Q9VCD5,NM_142955.3
Q9VAS4,NP_651641.1
Q9VAS4,NM_143384.2
Q9VH81,NP_001262433.1
Q9VH81,NM_001275504.2
Q9VH81,NP_524946.1
Q9VH81,NM_080207.3
Q9VH81,NP_731398.1
Q9VH81,NM_169307.2
Q95RE4,NP_524033.2
Q95RE4,NM_079309.4
O77284,NP_728184.1
O77284,NM_167625.3
O77284,NP_788931.1
O77284,NM_176758.3
E1JHH0,NP_001162969.1
E1JHH0,NM_001169498.1
E1JHH0,NP_001162970.1
E1JHH0,NM_001169499.1
A1Z891,NP_001286287.1
A1Z891,NM_001299358.1
A1Z891,NP_995800.1
A1Z891,NM_206078.2
D1Z365,NP_001162982.1
D1Z365,NM_001169511.1
D1Z365,NP_001303324.1
D1Z365,NM_001316395.1
Q9VAA0,NP_651774.2
Q9VAA0,NM_143517.2
Q9W404,NP_001259270.1
Q9W404,NM_001272341.1
Q9W404,NP_001259271.1
Q9W404,NM_001272342.2
Q9W404,NP_572316.1
Q9W404,NM_132088.3
Q9W404,NP_996356.1
Q9W404,NM_206633.3
Q9VBI0,NP_651458.1
Q9VBI0,NM_143201.4
A0A0B4K882,NP_001246351.1
A0A0B4K882,NM_001259422.2
A0A0B4K882,NP_001246352.1
A0A0B4K882,NM_001259423.2
A0A0B4K882,NP_001286468.1
A0A0B4K882,NM_001299539.1
A0A0B4K882,NP_611061.1
A0A0B4K882,NM_137217.3
Q8IPT3,NP_730652.1
Q8IPT3,NM_168921.3
Q9V437,NP_650776.1
Q9V437,NM_142519.2
Q9VDT8,NP_650833.1
Q9VDT8,NM_142576.4
Q9VAI3,NP_001287588.1
Q9VAI3,NM_001300659.1
Q9VAI3,NP_652716.1
Q9VAI3,NM_144459.3
Q9VRX0,NP_001261477.1
Q9VRX0,NM_001274548.1
Q9VRX0,NP_648046.1
Q9VRX0,NM_139789.2
O77134,NP_001189221.1
O77134,NM_001202292.1
O77134,NP_650356.1
O77134,NM_142099.3
O77134,NP_731903.1
O77134,NM_169579.2
Q9W0X3,NP_001286868.1
Q9W0X3,NM_001299939.1
Q9W0X3,NP_611989.1
Q9W0X3,NM_138145.3
Q7K2N1,NP_611459.1
Q7K2N1,NM_137615.3
Q8IPN8,NP_730912.1
Q8IPN8,NM_170641.3
Q9VQK4,NP_608737.1
Q9VQK4,NM_134893.4
Q9VJD8,NP_001246056.1
Q9VJD8,NM_001259127.2
Q9VJD8,NP_609839.2
Q9VJD8,NM_135995.4
Q9VFB5,NP_731983.1
Q9VFB5,NM_169622.3
Q8SYP9,NP_001036652.1
Q8SYP9,NM_001043187.2
Q8SYP9,NP_001036653.1
Q8SYP9,NM_001043188.3
Q8MVX6,NP_001014457.1
Q8MVX6,NM_001014457.3
Q8MVX6,NP_722746.2
Q8MVX6,NM_164447.3
Q9VGU4,NP_650037.2
Q9VGU4,NM_141780.4
Q7KVF6,NP_001286854.1
Q7KVF6,NM_001299925.1
Q7KVF6,NP_995940.2
Q7KVF6,NM_206218.2
Q9VPG0,NP_649221.1
Q9VPG0,NM_140964.3
Q9W350,NP_001285050.1
Q9W350,NM_001298121.1
Q9W350,NP_652606.1
Q9W350,NM_144349.3
E8NHB3,NP_001286083.1
E8NHB3,NM_001299154.1
E8NHB3,NP_476945.1
E8NHB3,NM_057597.4
E8NHB3,NP_599129.1
E8NHB3,NM_134302.2
E8NHB3,NP_995726.1
E8NHB3,NM_206004.2
E2QCY2,NP_730370.2
E2QCY2,NM_168782.2
Q8IQQ0,NP_788518.1
Q8IQQ0,NM_176340.3
Q8IQQ0,NP_788520.2
Q8IQQ0,NM_176342.5
Q9W2D1,NP_611609.1
Q9W2D1,NM_137765.3
Q8SWR0,NP_573366.1
Q8SWR0,NM_133138.2
Q9VKL0,NP_001260372.1
Q9VKL0,NM_001273443.3
Q9VKL0,NP_525101.2
Q9VKL0,NM_080362.4
Q7KV62,NP_995993.1
Q7KV62,NM_206271.2
Q9VTI5,NP_001261710.1
Q9VTI5,NM_001274781.1
Q9VTI5,NP_648467.1
Q9VTI5,NM_140210.2
Q9VP67,NP_649291.2
Q9VP67,NM_141034.3
A4V379,NP_001262810.1
A4V379,NM_001275881.1
A4V379,NP_524440.2
A4V379,NM_079716.3
A4V379,NP_732660.1
A4V379,NM_169969.2
Q9VMJ1,NP_608981.1
Q9VMJ1,NM_135137.4
Q9VMJ1,NP_723144.1
Q9VMJ1,NM_164673.3
Q7K035,NP_001286175.1
Q7K035,NM_001299246.1
Q7K035,NP_001286176.1
Q7K035,NM_001299247.1
Q7K035,NP_610340.1
Q7K035,NM_136496.3
Q9VAK3,NP_651699.1
Q9VAK3,NM_143442.3
Q9VDY7,NP_650793.1
Q9VDY7,NM_142536.2
D1Z3A2,NP_001247264.1
D1Z3A2,NM_001260335.1
D1Z3A2,NP_001262873.1
D1Z3A2,NM_001275944.1
D1Z3A2,NP_477194.1
D1Z3A2,NM_057846.5
Q9VRS0,NP_648007.1
Q9VRS0,NM_139750.2
Q9VG04,NP_650252.1
Q9VG04,NM_141995.4
E1JJ35,NP_001163501.1
E1JJ35,NM_001170030.1
E1JJ35,NP_001163503.1
E1JJ35,NM_001170032.2
E1JJ35,NP_730800.1
E1JJ35,NM_164327.5
E1JJ35,NP_730801.1
E1JJ35,NM_164328.4
E1JJ35,NP_730802.1
E1JJ35,NM_164329.3
E1JJ35,NP_730804.2
E1JJ35,NM_164331.3
Q9VEQ2,NP_001262651.1
Q9VEQ2,NM_001275722.1
Q9VEQ2,NP_650580.1
Q9VEQ2,NM_142323.2
A1ZBF1,NP_611384.2
A1ZBF1,NM_137540.3
A8DYV8,NP_001097095.1
A8DYV8,NM_001103625.2
A8DYV8,NP_001137794.1
A8DYV8,NM_001144322.2
Q7KSX9,NP_996158.1
Q7KSX9,NM_206436.3
Q9VFM4,NP_001262562.1
Q9VFM4,NM_001275633.1
Q9VFM4,NP_652212.2
Q9VFM4,NM_143955.2
Q9VXZ2,NP_996437.1
Q9VXZ2,NM_206714.2
Q9VXZ2,NP_996438.1
Q9VXZ2,NM_206715.2
Q9VP52,NP_001262147.1
Q9VP52,NM_001275218.1
Q9VP52,NP_001262148.1
Q9VP52,NM_001275219.1
Q9VP52,NP_001262149.1
Q9VP52,NM_001275220.1
Q9VP52,NP_001287141.1
Q9VP52,NM_001300212.1
Q9VP52,NP_730617.1
Q9VP52,NM_168896.3
A1Z6U3,NP_001246161.1
A1Z6U3,NM_001259232.1
A1Z6U3,NP_523637.1
A1Z6U3,NM_078913.4
Q9W3N9,NP_001284987.1
Q9W3N9,NM_001298058.1
Q9W3N9,NP_572414.1
Q9W3N9,NM_132186.2
Q9VKT7,NP_609420.1
Q9VKT7,NM_135576.3
Q8IP90,NP_001260403.1
Q8IP90,NM_001273474.1
Q8IP90,NP_723737.1
Q8IP90,NM_165002.2
Q9VT84,NP_648386.1
Q9VT84,NM_140129.2
A8DT49,NP_001097299.1
A8DT49,NM_001103829.3
A8DT49,NP_001260947.1
A8DT49,NM_001274018.2
A8DT49,NP_001286380.1
A8DT49,NM_001299451.1
Q9VWM9,NP_001097028.1
Q9VWM9,NM_001103558.2
Q9VWM9,NP_001285423.1
Q9VWM9,NM_001298494.1
Q9VX41,NP_573224.2
Q9VX41,NM_132996.4
Q7K1C5,NP_611256.1
Q7K1C5,NM_137412.4
Q7K1C5,NP_725714.1
Q7K1C5,NM_166247.3
A1Z8G7,NP_610650.1
A1Z8G7,NM_136806.4
Q9U1K7,NP_001284837.1
Q9U1K7,NM_001297908.1
Q9U1K7,NP_570048.1
Q9U1K7,NM_130692.4
Q9VI34,NP_649667.1
Q9VI34,NM_141410.2
Q9VPT2,NP_001259842.1
Q9VPT2,NM_001272913.1
Q9VPT2,NP_608543.1
Q9VPT2,NM_134699.3
Q9VKS7,NP_609430.1
Q9VKS7,NM_135586.3
H5V8D0,NP_001245966.1
H5V8D0,NM_001259037.3
Q9W0P1,NP_612048.2
Q9W0P1,NM_138204.4
Q9W0P1,NP_728536.1
Q9W0P1,NM_167837.3
Q9W0P1,NP_728537.1
Q9W0P1,NM_167838.3
Q4V5H8,NP_649671.2
Q4V5H8,NM_141414.2
M9PCQ1,NP_001260128.1
M9PCQ1,NM_001273199.1
M9PCQ1,NP_001260129.1
M9PCQ1,NM_001273200.1
M9PCQ1,NP_477158.1
M9PCQ1,NM_057810.4
Q9VND0,NP_001138010.1
Q9VND0,NM_001144538.2
Q9VND0,NP_001287181.1
Q9VND0,NM_001300252.1
Q9VND0,NP_649547.3
Q9VND0,NM_141290.6
Q9VUW1,NP_648820.1
Q9VUW1,NM_140563.3
Q9VKG6,NP_001260386.1
Q9VKG6,NM_001273457.1
Q9VKG6,NP_609507.1
Q9VKG6,NM_135663.5
Q9VVE8,NP_001261980.1
Q9VVE8,NM_001275051.1
Q9VVE8,NP_648963.1
Q9VVE8,NM_140706.3
Q1RL13,NP_001163129.1
Q1RL13,NM_001169658.2
Q9VM98,NP_609065.1
Q9VM98,NM_135221.3
Q9VEW5,NP_001262629.1
Q9VEW5,NM_001275700.1
Q9VEW5,NP_001287363.1
Q9VEW5,NM_001300434.1
Q9VEW5,NP_732131.1
Q9VEW5,NM_169714.3
A0A0B4JCW4,NP_001189197.2
A0A0B4JCW4,NM_001202268.3
A0A0B4JCW4,NP_001189198.2
A0A0B4JCW4,NM_001202269.2
A0A0S0WP43,NP_001097662.2
A0A0S0WP43,NM_001104192.3
A0A0S0WP43,NP_001303400.1
A0A0S0WP43,NM_001316471.1
A0A0S0WP43,NP_001303401.1
A0A0S0WP43,NM_001316472.1
Q9VLU7,NP_001245934.1
Q9VLU7,NM_001259005.2
Q9VLU7,NP_001285733.1
Q9VLU7,NM_001298804.1
Q9VLU7,NP_609169.1
Q9VLU7,NM_135325.5
Q8MT89,NP_788472.2
Q8MT89,NM_176294.5
Q9VIT3,NP_609991.1
Q9VIT3,NM_136147.4
Q9VF77,NP_650454.2
Q9VF77,NM_142197.5
Q9VF77,NP_732021.2
Q9VF77,NM_169650.3
Q9VSG8,NP_648201.1
Q9VSG8,NM_139944.3
O97365,NP_001262998.1
O97365,NM_001276069.1
O97365,NP_651509.2
O97365,NM_143252.4
Q9VBU5,NP_651363.1
Q9VBU5,NM_143106.4
D3DMP0,NP_001247036.1
D3DMP0,NM_001260107.2
Q9VGQ0,NP_001163587.1
Q9VGQ0,NM_001170116.2
Q9VGQ0,NP_650065.1
Q9VGQ0,NM_141808.4
Q9VM80,NP_609075.1
Q9VM80,NM_135231.3
Q0KI76,NP_731798.1
Q0KI76,NM_169513.2
Q0KI76,NP_731799.1
Q0KI76,NM_169514.2
Q0KI76,NP_731800.1
Q0KI76,NM_169515.2
Q0KI76,NP_731801.1
Q0KI76,NM_169516.2
Q7YU15,NP_001036576.1
Q7YU15,NM_001043111.3
Q9V3R3,NP_569872.1
Q9V3R3,NM_130516.4
Q27364,NP_001189113.1
Q27364,NM_001202184.2
Q27364,NP_524089.2
Q27364,NM_079365.3
Q9VF20,NP_650503.1
Q9VF20,NM_142246.3
Q9XZ29,NP_001284830.1
Q9XZ29,NM_001297901.1
Q9XZ29,NP_525053.1
Q9XZ29,NM_080314.3
M9PH59,NP_001259561.1
M9PH59,NM_001272632.2
M9PH59,NP_573005.1
M9PH59,NM_132777.3
Q8MZ07,NP_731043.1
Q8MZ07,NM_169126.2
Q9VF80,NP_650452.1
Q9VF80,NM_142195.2
Q8SWX4,NP_732652.1
Q8SWX4,NM_169964.3
Q961R9,NP_650528.1
Q961R9,NM_142271.3
Q9NB13,NP_523629.1
Q9NB13,NM_078905.3
Q9VZ84,NP_647931.1
Q9VZ84,NM_139674.2
Q9W0X8,NP_611986.2
Q9W0X8,NM_138142.5
Q9VF10,NP_650512.1
Q9VF10,NM_142255.3
Q9VLR7,NP_609193.1
Q9VLR7,NM_135349.3
Q24044,NP_477501.1
Q24044,NM_058153.4
Q9VS54,NP_001163370.1
Q9VS54,NM_001169899.2
Q9VS54,NP_523958.2
Q9VS54,NM_079234.4
Q9VUC3,NP_001189105.1
Q9VUC3,NM_001202176.2
Q9VUC3,NP_648689.1
Q9VUC3,NM_140432.5
E2QCN3,NP_001286229.1
E2QCN3,NM_001299300.1
E2QCN3,NP_001286230.1
E2QCN3,NM_001299301.1
E2QCN3,NP_724757.2
E2QCN3,NM_165653.3
E7BBS6,NP_570070.1
E7BBS6,NM_130714.2
Q9W4M0,NP_572156.1
Q9W4M0,NM_131928.2
Q9VCF6,NP_001247272.1
Q9VCF6,NM_001260343.1
Q9VCF6,NP_651197.1
Q9VCF6,NM_142940.3
Q9VCF6,NP_788727.1
Q9VCF6,NM_176550.2
Q9W1J5,NP_001286782.1
Q9W1J5,NM_001299853.1
Q9W1J5,NP_611831.2
Q9W1J5,NM_137987.2
Q058X1,NP_725141.1
Q058X1,NM_165887.2
Q7KUW4,NP_996499.1
Q7KUW4,NM_206776.2
Q9U6P7,NP_477464.1
Q9U6P7,NM_058116.5
Q9VVI1,NP_001261989.1
Q9VVI1,NM_001275060.1
Q9VVI1,NP_001287097.1
Q9VVI1,NM_001300168.1
Q9VVI1,NP_001287098.1
Q9VVI1,NM_001300169.1
Q9VVI1,NP_648991.1
Q9VVI1,NM_140734.3
Q9VWZ2,NP_001285398.1
Q9VWZ2,NM_001298469.1
Q9VWZ2,NP_001285399.1
