UniprotID,Protein_Accession
P78410-1,NP_001184176.1
P78410-1,NM_001197247.2
P78410-2,NP_001184177.1
P78410-2,NM_001197248.2
P78410-3,NP_001184178.1
P78410-3,NM_001197249.2
P78410-1,NP_008978.2
P78410-1,NM_007047.4
P78410-1,XP_005248884.1
P78410-1,XM_005248827.3
P78410-1,XP_016865700.1
P78410-1,XM_017010211.1
P78410-1,XP_016865701.1
P78410-1,XM_017010212.1
P78410-3,XP_016865703.1
P78410-3,XM_017010214.1
O00478,NP_001229732.1
O00478,NM_001242803.1
O00478-1,NP_008925.1
O00478-1,NM_006994.4
O00478-2,NP_932078.2
O00478-2,NM_197974.2
Q96K17-2,NP_001129969.1
Q96K17-2,NM_001136497.2
Q96K17-3,NP_001230696.1
Q96K17-3,NM_001243767.1
Q96K17-1,NP_689478.1
Q96K17-1,NM_152265.4
O14981-1,NP_003963.1
O14981-1,NM_003972.2
Q9H0C5-2,NP_001011885.1
Q9H0C5-2,NM_001011885.1
Q9H0C5-1,NP_079514.1
Q9H0C5-1,NM_025238.3
Q9BX70-1,NP_060267.2
Q9BX70-1,NM_017797.3
Q9BX70-2,XP_011526429.1
Q9BX70-2,XM_011528127.1
Q9Y2F9-2,NP_001269479.1
Q9Y2F9-2,NM_001282550.1
Q9Y2F9-2,NP_001269480.1
Q9Y2F9-2,NM_001282551.1
Q9Y2F9-1,NP_055777.1
Q9Y2F9-1,NM_014962.3
Q9Y2F9-2,NP_852108.2
Q9Y2F9-2,NM_181443.3
Q9Y2F9-2,XP_016883217.1
Q9Y2F9-2,XM_017027728.1
Q9Y2F9,XP_016883218.1
Q9Y2F9,XM_017027729.1
Q96KE9-1,NP_150374.2
Q96KE9-1,NM_033271.2
Q96KE9,XP_005268245.1
Q96KE9,XM_005268188.3
Q9P203-1,NP_001002860.2
Q9P203-1,NM_001002860.3
Q9P203-5,NP_001276062.1
Q9P203-5,NM_001289133.1
Q9P203-3,NP_060637.1
Q9P203-3,NM_018167.4
Q9P203-1,XP_011535241.1
Q9P203-1,XM_011536939.2
Q5XKL5,NP_056052.3
Q5XKL5,NM_015237.3
Q5XKL5,NP_899065.2
Q5XKL5,NM_183242.3
Q96Q07-1,NP_001092742.1
Q96Q07-1,NM_001099272.1
Q96Q07-2,NP_001165889.1
Q96Q07-2,NM_001172418.1
Q96Q07-1,NP_443125.1
Q96Q07-1,NM_052893.1
Q96Q07-3,NP_689946.2
Q96Q07-3,NM_152733.2
Q96Q07-1,XP_011512581.1
Q96Q07-1,XM_011514279.2
Q9BSF8-2,NP_001284671.1
Q9BSF8-2,NM_001297742.1
Q9BSF8-1,NP_115696.2
Q9BSF8-1,NM_032320.6
Q9BSF8,XP_016873897.1
Q9BSF8,XM_017018408.1
Q32M84-2,NP_001305118.1
Q32M84-2,NM_001318189.1
Q32M84-1,NP_653188.2
Q32M84-1,NM_144587.3
Q32M84-2,XP_016871125.1
Q32M84-2,XM_017015636.1
A6NE02,NP_001073935.1
A6NE02,NM_001080466.1
B2RXH4,NP_001138573.1
B2RXH4,NM_001145101.1
B2RXH4,XP_011543514.1
B2RXH4,XM_011545212.2
B2RXH4,XP_016873616.1
B2RXH4,XM_017018127.1
B2RXH4,XP_016873617.1
B2RXH4,XM_017018128.1
C9JJ37-1,NP_001130009.1
C9JJ37-1,NM_001136537.1
P35070,NP_001303892.1
P35070,NM_001316963.1
P35070,NP_001720.1
P35070,NM_001729.3
P35070,XP_011530513.1
P35070,XM_011532211.1
P43251,NP_000051.1
P43251,NM_000060.4
P43251-4,NP_001268652.1
P43251-4,NM_001281723.2
P43251-4,NP_001268653.1
P43251-4,NM_001281724.2
P43251-4,NP_001268654.1
P43251-4,NM_001281725.2
P43251-4,NP_001310511.1
P43251-4,NM_001323582.1
P43251-4,XP_011532343.1
P43251-4,XM_011534041.2
P43251-4,XP_016862577.1
P43251-4,XM_017007088.1
P20290-1,NP_001032726.1
P20290-1,NM_001037637.1
P20290-2,NP_001198.2
P20290-2,NM_001207.4
P62324,NP_001722.1
P62324,NM_001731.2
P78543,NP_006754.1
P78543,NM_006763.2
Q14201-2,NP_001124386.1
Q14201-2,NM_001130914.1
Q14201-1,NP_006797.3
Q14201-1,NM_006806.4
Q14201-1,XP_016883754.1
Q14201-1,XM_017028265.1
Q14201-1,XP_016883755.1
Q14201-1,XM_017028266.1
Q9NY30-1,NP_060059.1
Q9NY30-1,NM_017589.3
Q06187-1,NP_000052.1
Q06187-1,NM_000061.2
Q06187-2,NP_001274273.1
Q06187-2,NM_001287344.1
Q06187,NP_001274274.1
Q06187,NM_001287345.1
Q7Z6A9-2,NP_001078826.1
Q7Z6A9-2,NM_001085357.1
Q7Z6A9-1,NP_861445.3
Q7Z6A9-1,NM_181780.3
Q7Z6A9-1,XP_016861237.1
Q7Z6A9-1,XM_017005748.1
Q9UIR0,NP_001291490.1
Q9UIR0,NM_001304561.1
Q6UXE8-1,NP_932079.1
Q6UXE8-1,NM_197975.2
Q6UX41-1,NP_001035552.1
Q6UX41-1,NM_001040462.2
Q6UX41-6,NP_001153179.1
Q6UX41-6,NM_001159707.1
Q6UX41-3,NP_001153180.1
Q6UX41-3,NM_001159708.1
Q6UX41-7,NP_001153181.1
Q6UX41-7,NM_001159709.1
Q6UX41-4,NP_001153182.1
Q6UX41-4,NM_001159710.1
Q6UX41-5,NP_079126.1
Q6UX41-5,NM_024850.2
Q6UXG8-3,NP_001295174.1
Q6UXG8-3,NM_001308245.1
Q6UXG8-1,NP_689760.2
Q6UXG8-1,NM_152547.4
Q6UXG8-3,XP_011532746.1
Q6UXG8-3,XM_011534444.2
O60566-1,NP_001202.4
O60566-1,NM_001211.5
O43683-2,NP_001265546.1
O43683-2,NM_001278617.1
O43683-1,NP_004327.1
O43683-1,NM_004336.4
O43684-2,NP_001007794.1
O43684-2,NM_001007793.2
O43684-1,NP_004716.1
O43684-1,NM_004725.3
Q9BRD0-2,NP_001153208.1
Q9BRD0-2,NM_001159736.1
Q9BRD0-1,NP_116114.1
Q9BRD0-1,NM_032725.3
O43709-3,NP_001189489.1
O43709-3,NM_001202560.2
O43709-1,NP_059998.2
O43709-1,NM_017528.4
P41223-1,NP_003901.2
P41223-1,NM_003910.3
P41223-2,XP_005250727.1
P41223-2,XM_005250670.4
P41223-2,XP_005250728.1
P41223-2,XM_005250671.4
P41223,XP_005250731.1
P41223,XM_005250674.3
P41223-2,XP_016868249.1
P41223-2,XM_017012760.1
P41223-2,XP_016868250.1
P41223-2,XM_017012761.1
P41223,XP_016868251.1
P41223,XM_017012762.1
Q9UBR1,NP_057411.1
Q9UBR1,NM_016327.2
Q8N1D0,NP_001289791.1
Q8N1D0,NM_001302862.1
Q8N1D0,NP_009036.2
Q8N1D0,NM_007105.3
Q8N1D0,XP_016873323.1
Q8N1D0,XM_017017834.1
Q8N1D0,XP_016873324.1
Q8N1D0,XM_017017835.1
Q8N1D0,XP_016873325.1
Q8N1D0,XM_017017836.1
O95971-1,NP_008984.1
O95971-1,NM_007053.3
O95971-3,XP_005272986.1
O95971-3,XM_005272929.3
O95971-3,XP_011507406.1
O95971-3,XM_011509104.2
Q13895,NP_004044.3
Q13895,NM_004053.3
Q96A19,NP_149989.2
Q96A19,NM_033212.3
Q96A19,XP_011521771.1
Q96A19,XM_011523469.2
Q68D86-1,NP_001087198.1
Q68D86-1,NM_001093729.1
Q68D86-1,NP_079057.2
Q68D86-1,NM_024781.2
Q68D86-1,XP_016881464.1
Q68D86-1,XM_017025975.1
Q99622,NP_001288763.1
Q99622,NM_001301834.1
Q99622,NP_612434.1
Q99622,NM_138425.3
P15538-1,NP_000488.3
P15538-1,NM_000497.3
P15538-2,NP_001021384.1
P15538-2,NM_001026213.1
P19099,NP_000489.3
P19099,NM_000498.3
A2RUR9-1,NP_055510.1
A2RUR9-1,NM_014695.2
Q6NUI1,NP_001004306.1
Q6NUI1,NM_001004306.2
Q86VB7-1,NP_004235.4
Q86VB7-1,NM_004244.5
Q86VB7-3,NP_981961.2
Q86VB7-3,NM_203416.3
Q86VB7,XP_016875720.1
Q86VB7,XM_017020231.1
Q9NR16-4,NP_001284579.1
Q9NR16-4,NM_001297650.1
Q9NR16-1,NP_777601.2
Q9NR16-1,NM_174941.5
Q9NR16-2,XP_011518918.1
Q9NR16-2,XM_011520616.1
Q6UWJ8-1,NP_001317377.1
Q6UWJ8-1,NM_001330448.1
Q6UWJ8-2,NP_997280.2
Q6UWJ8-2,NM_207397.4
Q6UWJ8-2,XP_011539743.1
Q6UWJ8-2,XM_011541441.1
Q9Y4F5-2,NP_001106197.1
Q9Y4F5-2,NM_001112726.2
Q9Y4F5-3,NP_055820.2
Q9Y4F5-3,NM_015005.2
Q9Y4F5-1,XP_005267607.1
Q9Y4F5-1,XM_005267550.3
Q9Y4F5-1,XP_011534967.1
Q9Y4F5-1,XM_011536665.2
Q9Y4F5-1,XP_011534968.1
Q9Y4F5-1,XM_011536666.2
Q69YN2,NP_001290333.1
Q69YN2,NM_001303404.1
Q69YN2-3,NP_001290334.1
Q69YN2-3,NM_001303405.1
Q69YN2-3,NP_001290335.1
Q69YN2-3,NM_001303406.1
Q69YN2-1,NP_060764.3
Q69YN2-1,NM_018294.5
Q2TBE0-1,NP_689647.2
Q2TBE0-1,NM_152434.2
P0DN25,NP_001094800.1
P0DN25,NM_001101330.2
Q13901,NP_001177192.1
Q13901,NM_001190263.1
Q13901,NP_001177194.1
Q13901,NM_001190265.1
Q13901,NP_006324.1
Q13901,NM_006333.3
Q13901,NP_775269.1
Q13901,NM_173177.2
Q96EU7,NP_001011551.1
Q96EU7,NM_001011551.2
Q96EU7,NP_689905.1
Q96EU7,NM_152692.4
Q9NS00-1,NP_064541.1
Q9NS00-1,NM_020156.4
Q9NS00-1,XP_011513755.1
Q9NS00-1,XM_011515453.2
Q9NS00-1,XP_011513757.1
Q9NS00-1,XM_011515455.2
Q9NS00-1,XP_011513758.1
Q9NS00-1,XM_011515456.2
Q9NS00-1,XP_016867931.1
Q9NS00-1,XM_017012442.1
Q9NS00,XP_016867932.1
Q9NS00,XM_017012443.1
Q9NS00-1,XP_016867933.1
Q9NS00-1,XM_017012444.1
Q9NS00-1,XP_016867934.1
Q9NS00-1,XM_017012445.1
Q9NS00-1,XP_016867935.1
Q9NS00-1,XM_017012446.1
Q9NS00-1,XP_016867936.1
Q9NS00-1,XM_017012447.1
Q9NS00-1,XP_016867937.1
Q9NS00-1,XM_017012448.1
P02745,NP_001334394.1
P02745,NM_001347465.1
P02745,NP_001334395.1
P02745,NM_001347466.1
P02745,NP_057075.1
P02745,NM_015991.3
Q07021,NP_001203.1
Q07021,NM_001212.3
P02746,NP_000482.3
P02746,NM_000491.4
P02746,XP_011540361.1
P02746,XM_011542059.2
P02747,NP_001107573.1
P02747,NM_001114101.2
P02747,NP_001334548.1
P02747,NM_001347619.1
P02747,NP_758957.2
P02747,NM_172369.4
Q7Z5L3,NP_872334.2
Q7Z5L3,NM_182528.3
Q5VWW1-1,NP_001010908.1
Q5VWW1-1,NM_001010908.1
Q86Z23,NP_001008224.1
Q86Z23,NM_001008223.1
Q9NPY3,NP_036204.2
Q9NPY3,NM_012072.3
O75973,NP_006679.1
O75973,NM_006688.4
Q9BXJ1-1,NP_112230.1
Q9BXJ1-1,NM_030968.4
Q9BXJ1-1,NP_699203.1
Q9BXJ1-1,NM_153372.2
Q9BXJ1-1,NP_940995.1
Q9BXJ1-1,NM_198593.4
Q9BXJ1,NP_940996.1
Q9BXJ1,NM_198594.3
Q9BXJ1-2,XP_006721729.1
Q9BXJ1-2,XM_006721666.1
Q9BXJ1,XP_016879615.1
Q9BXJ1,XM_017024126.1
Q9BXJ5,NP_114114.2
Q9BXJ5,NM_031908.4
Q9BXJ4-1,NP_112207.1
Q9BXJ4-1,NM_030945.3
Q9BXJ4-3,NP_852100.3
Q9BXJ4-3,NM_181435.5
Q9BXJ3,NP_114115.2
Q9BXJ3,NM_031909.2
Q9BXJ3,XP_016872654.1
Q9BXJ3,XM_017017165.1
Q9BXJ3,XP_016872655.1
Q9BXJ3,XM_017017166.1
Q9BXJ0,NP_001265360.1
Q9BXJ0,NM_001278431.1
Q9BXJ0,NP_056460.1
Q9BXJ0,NM_015645.4
Q9BXI9-2,NP_114116.3
Q9BXI9-2,NM_031910.3
Q9BXI9-2,NP_872292.1
Q9BXI9-2,NM_182486.1
Q9BXI9-1,XP_011528159.1
Q9BXI9-1,XM_011529857.1
Q9BXI9,XP_016884059.1
Q9BXI9,XM_017028570.1
Q9BXI9,XP_016884060.1
Q9BXI9,XM_017028571.1
Q9BXI9,XP_016884061.1
Q9BXI9,XM_017028572.1
Q9BXI9,XP_016884062.1
Q9BXI9,XM_017028573.1
Q9BXI9,XP_016884063.1
Q9BXI9,XM_017028574.1
Q9BXJ2-2,NP_001128642.1
Q9BXJ2-2,NM_001135170.1
Q9BXJ2-1,NP_001128643.1
Q9BXJ2-1,NM_001135171.1
Q9BXJ2-1,NP_114117.1
Q9BXJ2-1,NM_031911.4
Q9BXJ2-2,XP_011512074.1
Q9BXJ2-2,XM_011513772.1
Q9BXJ2-1,XP_011512075.1
Q9BXJ2-1,XM_011513773.1
P60827,NP_997302.2
P60827,NM_207419.3
P60827,XP_011520785.1
P60827,XM_011522483.2
Q9NZP8,NP_001284569.1
Q9NZP8,NM_001297640.1
Q9NZP8,NP_057630.2
Q9NZP8,NM_016546.3
P00736,NP_001724.3
P00736,NM_001733.4
P09871,NP_001333779.1
P09871,NM_001346850.1
P09871,NP_001725.1
P09871,NM_001734.4
P09871,NP_958850.1
P09871,NM_201442.3
P09871,XP_005253817.1
P09871,XM_005253760.1
P0C862,NP_001290066.1
P0C862,NM_001303137.1
P0C862,NP_001290067.1
P0C862,NM_001303138.1
P0C862,NP_848635.2
P0C862,NM_178540.4
B2RNN3-1,NP_001007538.1
B2RNN3-1,NM_001007537.2
B2RNN3,XP_011533372.1
B2RNN3,XM_011535070.2
P11586,NP_005947.3
P11586,NM_005956.3
Q6UB35,NP_001229696.1
Q6UB35,NM_001242767.1
Q6UB35,NP_001229697.1
Q6UB35,NM_001242768.1
Q6UB35-2,NP_001229698.1
Q6UB35-2,NM_001242769.1
Q6UB35-1,NP_056255.2
Q6UB35-1,NM_015440.4
Q4G0S4-1,NP_001001665.3
Q4G0S4-1,NM_001001665.3
Q96MC4,NP_001230469.1
Q96MC4,NM_001243540.1
Q96MC4,NP_001230470.1
Q96MC4,NM_001243541.1
Q96HQ2-1,NP_542387.1
Q96HQ2-1,NM_080656.2
O14523-1,NP_001277403.1
O14523-1,NM_001290474.1
O14523-2,NP_055622.3
O14523-2,NM_014807.4
Q8NCU7,NP_997205.2
Q8NCU7,NM_207322.2
A6NLJ0,NP_001007596.2
A6NLJ0,NM_001007595.2
A6NLJ0,XP_016877659.1
A6NLJ0,XM_017022170.1
Q8TF44,NP_001129735.1
Q8TF44,NM_001136263.1
Q9Y426-1,NP_056315.1
Q9Y426-1,NM_015500.1
Q9Y426-2,NP_950251.1
Q9Y426-2,NM_199050.2
Q9Y426-2,XP_005261166.1
Q9Y426-2,XM_005261109.4
Q4AC94-5,NP_001273506.1
Q4AC94-5,NM_001286577.1
Q4AC94-1,NP_056346.3
Q4AC94-1,NM_015531.5
Q86YS7-4,NP_001273102.1
Q86YS7-4,NM_001286173.1
Q86YS7-3,NP_001273103.1
Q86YS7-3,NM_001286174.1
Q86YS7-5,NP_001273104.1
Q86YS7-5,NM_001286175.1
Q86YS7-3,NP_001273105.1
Q86YS7-3,NM_001286176.1
Q86YS7-2,NP_001273106.1
Q86YS7-2,NM_001286177.1
Q86YS7-1,NP_055617.1
Q86YS7-1,NM_014802.2
Q6P1N0-1,NP_060191.3
Q6P1N0-1,NM_017721.4
Q6P1N0-2,XP_005260030.1
Q6P1N0-2,XM_005259973.2
Q5T0F9-2,NP_001317514.1
Q5T0F9-2,NM_001330585.1
Q5T0F9-1,NP_115825.1
Q5T0F9-1,NM_032449.2
Q5T0F9-1,XP_005270647.1
Q5T0F9-1,XM_005270590.2
Q9P2K1-4,NP_001073991.2
Q9P2K1-4,NM_001080522.2
Q9P2K1-6,NP_001158192.1
Q9P2K1-6,NM_001164720.1
Q9P2K1-5,NP_065836.2
Q9P2K1-5,NM_020785.2
Q9P2K1,XP_005248234.1
Q9P2K1,XM_005248177.1
Q9P2K1-6,XP_011512176.1
Q9P2K1-6,XM_011513874.2
Q6DHV5-1,NP_001001732.2
Q6DHV5-1,NM_001001732.3
Q6DHV5-4,NP_001123918.2
Q6DHV5-4,NM_001130446.2
Q6DHV5-2,NP_001153219.1
Q6DHV5-2,NM_001159747.1
Q6DHV5-2,XP_011538097.1
Q6DHV5-2,XM_011539795.2
B7Z1M9,NP_001129475.1
B7Z1M9,NM_001136003.1
B7Z1M9,XP_011507357.1
B7Z1M9,XM_011509055.2
B7Z1M9,XP_016855478.1
B7Z1M9,XM_016999989.1
P33076,NP_000237.2
P33076,NM_000246.3
P33076-3,NP_001273332.1
P33076-3,NM_001286403.1
Q16581,NP_001313404.1
Q16581,NM_001326475.1
Q16581,NP_001313406.1
Q16581,NM_001326477.1
Q16581,NP_004045.1
Q16581,NM_004054.3
Q9NRR8-1,NP_001033796.1
Q9NRR8-1,NM_001038707.1
Q9NRR8-1,NP_064624.1
Q9NRR8-1,NM_020239.3
Q9NRR8-1,XP_016857336.1
Q9NRR8-1,XM_017001847.1
Q9NRR3,NP_001033791.1
Q9NRR3,NM_001038702.1
Q9NRR3,NP_064625.1
Q9NRR3,NM_020240.2
Q9NRR3,XP_016865137.1
Q9NRR3,XM_017009648.1
Q9NRR3,XP_016865138.1
Q9NRR3,XM_017009649.1
P04003,NP_000706.1
P04003,NM_000715.3
P04003,XP_005273308.1
P04003,XM_005273251.1
P04003,XP_005273309.1
P04003,XM_005273252.4
P20851-1,NP_000707.1
P20851-1,NM_000716.3
P20851-2,NP_001017364.1
P20851-2,NM_001017364.1
P20851-1,NP_001017365.1
P20851-1,NM_001017365.2
P20851-2,NP_001017366.1
P20851-2,NM_001017366.2
P20851-1,NP_001017367.1
P20851-1,NM_001017367.1
P20851-1,XP_005273311.1
P20851-1,XM_005273254.4
Q99643-2,NP_001030588.1
Q99643-2,NM_001035511.1
Q99643-3,NP_001030589.1
Q99643-3,NM_001035512.1
Q99643-5,NP_001030590.1
Q99643-5,NM_001035513.1
Q99643-4,NP_001265101.1
Q99643-4,NM_001278172.1
Q99643-1,NP_002992.1
Q99643-1,NM_003001.3
Q8N8Q1-3,NP_001127872.1
Q8N8Q1-3,NM_001134400.1
Q8N8Q1-5,NP_001127874.1
Q8N8Q1-5,NM_001134402.1
Q8N8Q1-1,NP_872386.1
Q8N8Q1-1,NM_182580.2
O14569,NP_001278213.1
O14569,NM_001291284.1
O14569,NP_008953.1
O14569,NM_007022.4
P21730,NP_001727.1
P21730,NM_001736.3
Q9P296,NP_001258678.1
Q9P296,NM_001271749.1
Q9P296,NP_001258679.1
Q9P296,NM_001271750.1
Q9P296,NP_060955.1
Q9P296,NM_018485.2
Q9P296,XP_011525038.1
Q9P296,XM_011526736.2
Q9UKL3,NP_001131139.1
Q9UKL3,NM_001137667.1
Q9UKL3,NP_001131140.1
Q9UKL3,NM_001137668.1
Q9UKL3,NP_036247.1
Q9UKL3,NM_012115.3
Q8TCZ2-6,NP_001171737.1
Q8TCZ2-6,NM_001184808.1
Q8TCZ2-5,NP_001229543.1
Q8TCZ2-5,NM_001242614.1
Q8TCZ2-1,NP_113650.2
Q8TCZ2-1,NM_031462.3
Q8TCZ2-3,NP_604394.1
Q8TCZ2-3,NM_134445.3
Q8TCZ2-2,NP_604395.1
Q8TCZ2-2,NM_134446.3
Q8TCZ2-4,XP_011529504.1
Q8TCZ2-4,XM_011531202.2
Q9H246,NP_110433.1
Q9H246,NM_030806.3
Q9BWL3-1,NP_001092086.1
Q9BWL3-1,NM_001098616.2
Q9BWL3-5,NP_001284646.1
Q9BWL3-5,NM_001297717.1
Q9BWL3,NP_001284647.1
Q9BWL3,NM_001297718.1
Q9BWL3,NP_001284649.1
Q9BWL3,NM_001297720.1
Q9BWL3,NP_001284650.1
Q9BWL3,NM_001297721.1
Q9BWL3-3,NP_001284652.1
Q9BWL3-3,NM_001297723.1
Q9BWL3-2,NP_056264.1
Q9BWL3-2,NM_015449.3
Q9BWL3-4,NP_620077.1
Q9BWL3-4,NM_138740.3
Q9BV19,NP_077002.2
Q9BV19,NM_024097.3
Q8N6N3-1,NP_932343.1
Q8N6N3-1,NM_198077.3
Q5VUE5,NP_001019765.1
Q5VUE5,NM_001024594.2
Q8WWF1,NP_001287969.1
Q8WWF1,NM_001301040.1
Q8WWF1,NP_078855.2
Q8WWF1,NM_024579.3
Q96LT6,NP_689698.1
Q96LT6,NM_152485.3
Q8N0U7-1,NP_689590.1
Q8N0U7-1,NM_152377.2
Q6P1W5-1,NP_001128206.1
Q6P1W5-1,NM_001134734.1
Q6P1W5-2,NP_116273.2
Q6P1W5-2,NM_032884.4
Q5SVJ3-1,NP_001012988.1
Q5SVJ3-1,NM_001012970.2
Q5SVJ3-2,NP_001263277.1
Q5SVJ3-2,NM_001276348.1
O95561,NP_640333.3
O95561,NM_139240.3
Q9NX04,NP_001289959.1
Q9NX04,NM_001303030.1
Q9NX04,NP_001289960.1
Q9NX04,NM_001303031.1
Q9NX04-1,NP_060320.1
Q9NX04-1,NM_017850.2
Q9NX04,XP_016857035.1
Q9NX04,XM_017001546.1
Q9NX04,XP_016857036.1
Q9NX04,XM_017001547.1
Q9NX04,XP_016857040.1
Q9NX04,XM_017001551.1
Q9NX04,XP_016857041.1
Q9NX04,XM_017001552.1
Q9NX04,XP_016857042.1
Q9NX04,XM_017001553.1
Q9NX04,XP_016857043.1
Q9NX04,XM_017001554.1
Q9NX04,XP_016857044.1
Q9NX04,XM_017001555.1
Q9NX04-1,XP_016857045.1
Q9NX04-1,XM_017001556.1
Q9NSG2-1,NP_001306976.1
Q9NSG2-1,NM_001320047.1
Q9NSG2-2,NP_001306977.1
Q9NSG2-2,NM_001320048.1
Q9NSG2,NP_001306979.1
Q9NSG2,NM_001320050.1
Q9NSG2,NP_001306980.1
Q9NSG2,NM_001320051.1
Q9NSG2,NP_060656.2
Q9NSG2,NM_018186.3
Q9NSG2-3,XP_011508037.1
Q9NSG2-3,XM_011509735.2
Q9NSG2,XP_016857213.1
Q9NSG2,XM_017001724.1
Q9NSG2,XP_016857214.1
Q9NSG2,XM_017001725.1
Q6ZSJ8-2,NP_001136198.1
Q6ZSJ8-2,NM_001142726.1
Q6ZSJ8-1,NP_940848.2
Q6ZSJ8-1,NM_198446.2
Q8NDD1-6,NP_001287759.1
Q8NDD1-6,NM_001300830.1
Q8NDD1-1,NP_689592.2
Q8NDD1-1,NM_152379.3
Q5JVX7-1,NP_001263280.1
Q5JVX7-1,NM_001276351.1
Q96HA4-1,NP_001317235.1
Q96HA4-1,NM_001330306.1
Q96HA4-4,NP_060361.4
Q96HA4-4,NM_017891.4
Q96HA4,XP_011539963.1
Q96HA4,XM_011541661.2
Q96HA4,XP_011539964.1
Q96HA4,XM_011541662.2
Q96HA4,XP_016857065.1
Q96HA4,XM_017001576.1
Q8NEQ5-2,NP_001287763.1
Q8NEQ5-2,NM_001300834.1
Q8NEQ5-1,NP_777556.1
Q8NEQ5-1,NM_174896.3
Q8NEQ5,XP_011539014.1
Q8NEQ5,XM_011540712.2
Q8NEQ5-2,XP_016855812.1
Q8NEQ5-2,XM_017000323.1
Q5SNV9,NP_001010881.1
Q5SNV9,NM_001010881.1
Q8IYL3,NP_997239.2
Q8IYL3,NM_207356.2
Q5T7R7,NP_001129980.1
Q5T7R7,NM_001136508.1
Q9H425-3,NP_001129966.1
Q9H425-3,NM_001136494.1
Q9H425-2,NP_001129967.1
Q9H425-2,NM_001136495.1
Q9H425-1,NP_116189.1
Q9H425-1,NM_032800.2
Q9H425-2,XP_016858088.1
Q9H425-2,XM_017002599.1
Q8IVY1,NP_001158301.1
Q8IVY1,NM_001164829.1
Q8IVY1,NP_872323.1
Q8IVY1,NM_182517.2
Q8IVY1,XP_011539104.1
Q8IVY1,XM_011540802.1
Q8TAB5,NP_001335620.1
Q8TAB5,NM_001348691.1
Q8TAB5,NP_689587.1
Q8TAB5,NM_152374.1
A1L170-1,NP_001078844.1
A1L170-1,NM_001085375.1
A1L170-2,NP_001128712.1
A1L170-2,NM_001135240.1
P54289-2,NP_000713.2
P54289-2,NM_000722.3
P54289,XP_005250627.1
P54289,XM_005250570.2
P54289-3,XP_005250629.1
P54289-3,XM_005250572.2
P54289-5,XP_005250630.1
P54289-5,XM_005250573.2
P54289-4,XP_005250631.1
P54289-4,XM_005250574.2
Q9NY47-3,NP_001005505.1
Q9NY47-3,NM_001005505.2
Q9NY47-1,NP_001167522.1
Q9NY47-1,NM_001174051.2
Q9NY47-4,NP_001278030.1
Q9NY47-4,NM_001291101.1
Q9NY47-2,NP_006021.2
Q9NY47-2,NM_006030.3
Q8IZS8-1,NP_060868.2
Q8IZS8-1,NM_018398.2
Q7Z3S7-1,NP_758952.4
Q7Z3S7-1,NM_172364.4
Q9H8G2-2,NP_001161047.1
Q9H8G2-2,NM_001167575.1
Q9H8G2-1,NP_079104.3
Q9H8G2-1,NM_024828.3
Q9Y376,NP_001124321.1
Q9Y376,NM_001130849.1
Q9Y376,NP_001124322.1
Q9Y376,NM_001130850.1
Q9Y376,NP_057373.1
Q9Y376,NM_016289.3
Q9BRK5,NP_057260.3
Q9BRK5,NM_016176.6
Q9BRK5,NP_057631.1
Q9BRK5,NM_016547.2
Q9BRK5-4,XP_011539858.1
Q9BRK5-4,XM_011541556.1
Q9Y6J0-1,NP_001186210.1
Q9Y6J0-1,NM_001199281.1
Q9Y6J0,NP_001188358.1
Q9Y6J0,NM_001201429.1
Q9Y6J0-1,NP_036427.1
Q9Y6J0-1,NM_012295.3
Q9Y6J0-2,XP_016884172.1
Q9Y6J0-2,XM_017028683.1
Q8TDN4-1,NP_001094089.1
Q8TDN4-1,NM_001100619.2
Q8TDN4-4,NP_001243367.1
Q8TDN4-4,NM_001256438.1
Q8TDN4-2,NP_612384.1
Q8TDN4-2,NM_138375.2
Q9BTV7,NP_112492.2
Q9BTV7,NM_031215.2
Q9NZU7-4,NP_001028849.1
Q9NZU7-4,NM_001033677.1
Q9NZU7-2,NP_004267.2
Q9NZU7-2,NM_004276.4
Q9NZU7-1,NP_112482.1
Q9NZU7-1,NM_031205.3
Q9NPB3,NP_001305425.1
Q9NPB3,NM_001318496.1
Q9NPB3-1,NP_057450.2
Q9NPB3-1,NM_016366.2
P57796-2,NP_001287824.1
P57796-2,NM_001300895.1
P57796-2,NP_001287825.1
P57796-2,NM_001300896.1
P57796-1,NP_660201.1
P57796-1,NM_145200.3
P57796-2,XP_011543485.1
P57796-2,XM_011545183.2
P57796-2,XP_016873514.1
P57796-2,XM_017018025.1
Q9NP86,NP_062829.1
Q9NP86,NM_019855.4
Q86V35,NP_872333.1
Q86V35,NM_182527.2
Q9BXU9-1,NP_001017440.1
Q9BXU9-1,NM_001017440.2
Q9BXU9-2,NP_113656.2
Q9BXU9-2,NM_031468.3
Q9BXU9,XP_011514897.1
Q9BXU9,XM_011516595.1
Q9BXU9-1,XP_011514898.1
Q9BXU9-1,XM_011516596.2
Q9BXU9-1,XP_011514899.1
Q9BXU9-1,XM_011516597.2
Q9BXU9-1,XP_011514901.1
Q9BXU9-1,XM_011516599.1
Q9BXU9-2,XP_016868164.1
Q9BXU9-2,XM_017012675.1
Q9BXU9-2,XP_016868165.1
Q9BXU9-2,XM_017012676.1
Q9BXU9-1,XP_016868167.1
Q9BXU9-1,XM_017012678.1
Q9BXU9-1,XP_016868168.1
